@relation out

@attribute conceded numeric
@attribute team_name {Stormers,Jaguares,Lions,Sharks,Highlanders,Blues,Rebels,Reds,Sunwolves,Brumbies,Crusaders,Chiefs,Waratahs,Bulls,Hurricanes}
@attribute h/a {home,away}
@attribute restart_opp_player_a numeric
@attribute kick_oppn_collection_a numeric
@attribute kicks_from_hand_a numeric
@attribute free_kick_conceded_at_lineout_a numeric
@attribute penalty_conceded_killing_ruck_a numeric
@attribute penalty_conceded_own_half_a numeric
@attribute kick_penalty_good_a numeric
@attribute lineouts_won_a numeric
@attribute scrums_success_a numeric
@attribute rucks_won_a numeric
@attribute metres_a numeric
@attribute scrums_lost_reversed_a numeric
@attribute tries_a numeric
@attribute lineouts_infringe_opp_a numeric
@attribute scrums_won_penalty_try_a numeric
@attribute turnover_turnover_forward_pass_a numeric
@attribute scrums_won_free_kick_a numeric
@attribute scrums_won_pushover_try_a numeric
@attribute turnover_own_half_a numeric
@attribute missed_tackles_a numeric
@attribute scrums_lost_outright_a numeric
@attribute collection_loose_ball_a numeric
@attribute restart_error_not_ten_a numeric
@attribute scrums_lost_penalty_a numeric
@attribute missed_conversion_goals_a numeric
@attribute total_free_kicks_conceded_a numeric
@attribute pc_kick_percent_a numeric
@attribute lineouts_to_opp_player_a numeric
@attribute rucks_total_a numeric
@attribute restarts_lost_a numeric
@attribute lineouts_infringe_own_a numeric
@attribute missed_goals_a numeric
@attribute lineout_won_steal_a numeric
@attribute penalty_conceded_foul_play_a numeric
@attribute penalty_goals_a numeric
@attribute lineout_throw_lost_handling_error_a numeric
@attribute free_kick_conceded_a numeric
@attribute kick_penalty_bad_a numeric
@attribute kick_percent_success_a numeric
@attribute lineout_throw_won_clean_a numeric
@attribute restart_opp_error_a numeric
@attribute drop_goals_converted_a numeric
@attribute kick_success_a numeric
@attribute scrums_won_a numeric
@attribute penalty_tries_a numeric
@attribute free_kick_conceded_in_general_play_a numeric
@attribute conversion_goals_a numeric
@attribute clean_breaks_a numeric
@attribute mauls_won_outright_a numeric
@attribute collection_failed_a numeric
@attribute kick_in_touch_a numeric
@attribute carries_support_a numeric
@attribute kick_possession_retained_a numeric
@attribute scrums_lost_free_kick_a numeric
@attribute id_a numeric
@attribute penalty_conceded_dissent_a numeric
@attribute defenders_beaten_a numeric
@attribute penalty_conceded_lineout_offence_a numeric
@attribute scrums_won_penalty_a numeric
@attribute collection_from_kick_a numeric
@attribute restart_own_player_a numeric
@attribute penalty_conceded_collapsing_maul_a numeric
@attribute lineout_success_a numeric
@attribute penalty_conceded_offside_a numeric
@attribute collection_success_a numeric
@attribute kicking_competition_goals_a numeric
@attribute drop_goal_missed_a numeric
@attribute turnover_carried_in_touch_a numeric
@attribute kick_from_hand_metres_a numeric
@attribute restarts_success_a numeric
@attribute rucks_lost_a numeric
@attribute turnover_bad_pass_a numeric
@attribute penalty_kick_for_touch_metres_a numeric
@attribute mauls_won_try_a numeric
@attribute penalty_conceded_collapsing_a numeric
@attribute turnover_carried_over_a numeric
@attribute lineout_throw_won_tap_a numeric
@attribute scrums_won_outright_a numeric
@attribute turnover_lost_in_ruck_or_maul_a numeric
@attribute tackle_success_a numeric
@attribute lineout_throw_not_straight_a numeric
@attribute kick_out_of_play_a numeric
@attribute kick_possession_lost_a numeric
@attribute carries_not_made_gain_line_a numeric
@attribute missed_penalty_goals_a numeric
@attribute yellow_cards_a numeric
@attribute offload_a numeric
@attribute retained_kicks_a numeric
@attribute passes_a numeric
@attribute penalty_conceded_delib_knock_on_a numeric
@attribute carries_crossed_gain_line_a numeric
@attribute lineouts_to_own_player_a numeric
@attribute team_id_a numeric
@attribute penalty_conceded_opp_half_a numeric
@attribute restart_halfway_a numeric
@attribute lineouts_Lost_a numeric
@attribute lineout_throw_lost_free_kick_a numeric
@attribute mauls_won_a numeric
@attribute penalty_conceded_other_a numeric
@attribute turnover_forward_pass_a numeric
@attribute penalty_conceded_scrum_offence_a numeric
@attribute tackles_a numeric
@attribute lineout_throw_lost_not_straight_a numeric
@attribute free_kick_conceded_in_ruck_or_maul_a numeric
@attribute try_kicks_a numeric
@attribute turnovers_won_a numeric
@attribute mauls_lost_turnover_a numeric
@attribute penalties_conceded_a numeric
@attribute mauls_won_penalty_a numeric
@attribute scrums_lost_a numeric
@attribute mauls_won_penalty_try_a numeric
@attribute lineout_won_own_throw_a numeric
@attribute total_kicks_a numeric
@attribute scrums_reset_a numeric
@attribute restart_22m_a numeric
@attribute lineout_throw_lost_outright_a numeric
@attribute mauls_lost_outright_a numeric
@attribute mauls_lost_a numeric
@attribute penalty_conceded_collapsing_offence_a numeric
@attribute turnover_opp_half_a numeric
@attribute turnover_knock_on_a numeric
@attribute turnover_won_a numeric
@attribute game_id_a numeric
@attribute penalty_conceded_obstruction_a numeric
@attribute penalty_conceded_stamping_a numeric
@attribute turnover_kick_error_a numeric
@attribute restart_error_out_of_play_a numeric
@attribute set_piece_won_a numeric
@attribute collection_interception_a numeric
@attribute penalty_conceded_handling_in_ruck_a numeric
@attribute try_assists_a numeric
@attribute scrums_total_a numeric
@attribute penalty_conceded_early_tackle_a numeric
@attribute mauls_total_a numeric
@attribute lineout_throw_lost_penalty_a numeric
@attribute ruck_success_a numeric
@attribute carries_metres_a numeric
@attribute true_retained_kicks_a numeric
@attribute kick_try_scored_a numeric
@attribute turnovers_conceded_a numeric
@attribute free_kick_conceded_at_scrum_a numeric
@attribute red_card_second_yellow_a numeric
@attribute red_cards_a numeric
@attribute kick_touch_in_goal_a numeric
@attribute kick_charged_down_a numeric
@attribute penalty_conceded_wrong_side_a numeric
@attribute lineout_throw_won_penalty_a numeric
@attribute total_lineouts_a numeric
@attribute total_kicks_succeeded_a numeric
@attribute lineout_throw_won_free_kick_a numeric
@attribute mauling_metres_a numeric
@attribute restarts_won_a numeric
@attribute runs_a numeric
@attribute goals_a numeric
@attribute penalty_conceded_high_tackle_a numeric
@attribute possession_a numeric
@attribute pc_possession_first_a numeric
@attribute pc_possession_second_a numeric
@attribute territory_a numeric
@attribute pc_territory_first_a numeric
@attribute pc_territory_second_a numeric
@attribute ball_won_zone_a_a numeric
@attribute ball_won_zone_b_a numeric
@attribute ball_won_zone_c_a numeric
@attribute ball_won_zone_d_a numeric
@attribute attacking_events_zone_a_a numeric
@attribute attacking_events_zone_b_a numeric
@attribute attacking_events_zone_c_a numeric
@attribute attacking_events_zone_d_a numeric
@attribute ball_possession_last_10_mins_a numeric
@attribute territory_last_10_mins_a numeric
@attribute restart_opp_player_b numeric
@attribute kick_oppn_collection_b numeric
@attribute kicks_from_hand_b numeric
@attribute free_kick_conceded_at_lineout_b numeric
@attribute penalty_conceded_killing_ruck_b numeric
@attribute penalty_conceded_own_half_b numeric
@attribute kick_penalty_good_b numeric
@attribute lineouts_won_b numeric
@attribute scrums_success_b numeric
@attribute rucks_won_b numeric
@attribute metres_b numeric
@attribute scrums_lost_reversed_b numeric
@attribute tries_b numeric
@attribute lineouts_infringe_opp_b numeric
@attribute scrums_won_penalty_try_b numeric
@attribute turnover_turnover_forward_pass_b numeric
@attribute scrums_won_free_kick_b numeric
@attribute scrums_won_pushover_try_b numeric
@attribute turnover_own_half_b numeric
@attribute missed_tackles_b numeric
@attribute scrums_lost_outright_b numeric
@attribute collection_loose_ball_b numeric
@attribute restart_error_not_ten_b numeric
@attribute scrums_lost_penalty_b numeric
@attribute missed_conversion_goals_b numeric
@attribute total_free_kicks_conceded_b numeric
@attribute pc_kick_percent_b numeric
@attribute lineouts_to_opp_player_b numeric
@attribute rucks_total_b numeric
@attribute restarts_lost_b numeric
@attribute lineouts_infringe_own_b numeric
@attribute missed_goals_b numeric
@attribute lineout_won_steal_b numeric
@attribute penalty_conceded_foul_play_b numeric
@attribute penalty_goals_b numeric
@attribute lineout_throw_lost_handling_error_b numeric
@attribute free_kick_conceded_b numeric
@attribute kick_penalty_bad_b numeric
@attribute kick_percent_success_b numeric
@attribute lineout_throw_won_clean_b numeric
@attribute restart_opp_error_b numeric
@attribute drop_goals_converted_b numeric
@attribute kick_success_b numeric
@attribute scrums_won_b numeric
@attribute penalty_tries_b numeric
@attribute free_kick_conceded_in_general_play_b numeric
@attribute conversion_goals_b numeric
@attribute clean_breaks_b numeric
@attribute mauls_won_outright_b numeric
@attribute collection_failed_b numeric
@attribute kick_in_touch_b numeric
@attribute carries_support_b numeric
@attribute kick_possession_retained_b numeric
@attribute scrums_lost_free_kick_b numeric
@attribute id_b numeric
@attribute penalty_conceded_dissent_b numeric
@attribute defenders_beaten_b numeric
@attribute penalty_conceded_lineout_offence_b numeric
@attribute scrums_won_penalty_b numeric
@attribute collection_from_kick_b numeric
@attribute restart_own_player_b numeric
@attribute penalty_conceded_collapsing_maul_b numeric
@attribute lineout_success_b numeric
@attribute penalty_conceded_offside_b numeric
@attribute collection_success_b numeric
@attribute kicking_competition_goals_b numeric
@attribute drop_goal_missed_b numeric
@attribute turnover_carried_in_touch_b numeric
@attribute kick_from_hand_metres_b numeric
@attribute restarts_success_b numeric
@attribute rucks_lost_b numeric
@attribute turnover_bad_pass_b numeric
@attribute penalty_kick_for_touch_metres_b numeric
@attribute mauls_won_try_b numeric
@attribute penalty_conceded_collapsing_b numeric
@attribute turnover_carried_over_b numeric
@attribute lineout_throw_won_tap_b numeric
@attribute scrums_won_outright_b numeric
@attribute turnover_lost_in_ruck_or_maul_b numeric
@attribute tackle_success_b numeric
@attribute lineout_throw_not_straight_b numeric
@attribute kick_out_of_play_b numeric
@attribute kick_possession_lost_b numeric
@attribute carries_not_made_gain_line_b numeric
@attribute missed_penalty_goals_b numeric
@attribute yellow_cards_b numeric
@attribute offload_b numeric
@attribute retained_kicks_b numeric
@attribute passes_b numeric
@attribute penalty_conceded_delib_knock_on_b numeric
@attribute carries_crossed_gain_line_b numeric
@attribute lineouts_to_own_player_b numeric
@attribute team_id_b numeric
@attribute penalty_conceded_opp_half_b numeric
@attribute restart_halfway_b numeric
@attribute lineouts_Lost_b numeric
@attribute lineout_throw_lost_free_kick_b numeric
@attribute mauls_won_b numeric
@attribute penalty_conceded_other_b numeric
@attribute turnover_forward_pass_b numeric
@attribute penalty_conceded_scrum_offence_b numeric
@attribute tackles_b numeric
@attribute lineout_throw_lost_not_straight_b numeric
@attribute free_kick_conceded_in_ruck_or_maul_b numeric
@attribute try_kicks_b numeric
@attribute turnovers_won_b numeric
@attribute mauls_lost_turnover_b numeric
@attribute penalties_conceded_b numeric
@attribute mauls_won_penalty_b numeric
@attribute scrums_lost_b numeric
@attribute mauls_won_penalty_try_b numeric
@attribute lineout_won_own_throw_b numeric
@attribute total_kicks_b numeric
@attribute scrums_reset_b numeric
@attribute restart_22m_b numeric
@attribute lineout_throw_lost_outright_b numeric
@attribute mauls_lost_outright_b numeric
@attribute mauls_lost_b numeric
@attribute penalty_conceded_collapsing_offence_b numeric
@attribute turnover_opp_half_b numeric
@attribute turnover_knock_on_b numeric
@attribute turnover_won_b numeric
@attribute game_id_b numeric
@attribute penalty_conceded_obstruction_b numeric
@attribute penalty_conceded_stamping_b numeric
@attribute turnover_kick_error_b numeric
@attribute restart_error_out_of_play_b numeric
@attribute set_piece_won_b numeric
@attribute collection_interception_b numeric
@attribute penalty_conceded_handling_in_ruck_b numeric
@attribute try_assists_b numeric
@attribute scrums_total_b numeric
@attribute penalty_conceded_early_tackle_b numeric
@attribute mauls_total_b numeric
@attribute lineout_throw_lost_penalty_b numeric
@attribute ruck_success_b numeric
@attribute carries_metres_b numeric
@attribute true_retained_kicks_b numeric
@attribute kick_try_scored_b numeric
@attribute turnovers_conceded_b numeric
@attribute free_kick_conceded_at_scrum_b numeric
@attribute red_card_second_yellow_b numeric
@attribute red_cards_b numeric
@attribute kick_touch_in_goal_b numeric
@attribute kick_charged_down_b numeric
@attribute penalty_conceded_wrong_side_b numeric
@attribute lineout_throw_won_penalty_b numeric
@attribute total_lineouts_b numeric
@attribute total_kicks_succeeded_b numeric
@attribute lineout_throw_won_free_kick_b numeric
@attribute mauling_metres_b numeric
@attribute restarts_won_b numeric
@attribute runs_b numeric
@attribute goals_b numeric
@attribute penalty_conceded_high_tackle_b numeric
@attribute possession_b numeric
@attribute pc_possession_first_b numeric
@attribute pc_possession_second_b numeric
@attribute territory_b numeric
@attribute pc_territory_first_b numeric
@attribute pc_territory_second_b numeric
@attribute ball_won_zone_a_b numeric
@attribute ball_won_zone_b_b numeric
@attribute ball_won_zone_c_b numeric
@attribute ball_won_zone_d_b numeric
@attribute attacking_events_zone_a_b numeric
@attribute attacking_events_zone_b_b numeric
@attribute attacking_events_zone_c_b numeric
@attribute attacking_events_zone_d_b numeric
@attribute ball_possession_last_10_mins_b numeric
@attribute territory_last_10_mins_b numeric

@data
23,Crusaders,home,5,8,16,0,4,5,7,7,0.86,69,354,0,6,0,0,0,0,0,5,29,0,17,0,1,2,0,0.57,3,72,5,0,3,0,0,0,0,0,0,0.57,7,0,0,15,6,1,0,4,8,2,5,13,11,0,0,45347,0,14,0,1,9,0,0,0.7,3,28,0,0,1,506,0,3,0,205,0,0,1,0,5,1,0.81,0,1,15,43,1,2,11,0,116,0,44,7,96,5,5,3,0,2,0,0,1,127,0,0,1,5,0,10,0,1,0,7,23,2,0,3,0,0,0,5,6,5,518024,0,0,1,0,13,2,1,3,7,0,2,0,0.96,354,1,1,10,0,0,0,0,0,0,0,10,22,0,13,0,98,4,1,0.48,0.47,0.49,0.5,0.47,0.55,7,15,41,29,35,57,130,90,0.43,0.62,7,8,12,0,2,5,5,9,0.86,77,448,0,2,0,0,0,0,0,9,14,0,30,0,1,0,0,1,1,80,7,1,0,1,2,3,0,0,0,1,8,1,0,12,6,0,0,2,13,1,2,8,11,1,0,45348,0,29,0,0,8,1,0,0.82,0,38,0,0,0,452,0.22,3,4,172,0,0,0,1,6,2,0.88,1,0,11,64,0,1,13,1,179,0,45,9,91,5,8,2,0,1,0,0,2,100,1,0,0,4,0,10,0,1,0,8,17,0,1,1,0,0,0,8,10,4,518024,1,0,1,0,15,0,1,2,7,0,1,0,0.96,448,1,0,17,0,0,0,0,0,0,0,11,17,0,0,2,120,5,2,0.52,0.53,0.51,0.5,0.53,0.45,12,27,30,29,46,130,113,92,0.57,0.38
45,Chiefs,away,7,8,12,0,2,5,5,9,0.86,77,448,0,2,0,0,0,0,0,9,14,0,30,0,1,0,0,1,1,80,7,1,0,1,2,3,0,0,0,1,8,1,0,12,6,0,0,2,13,1,2,8,11,1,0,45348,0,29,0,0,8,1,0,0.82,0,38,0,0,0,452,0.22,3,4,172,0,0,0,1,6,2,0.88,1,0,11,64,0,1,13,1,179,0,45,9,91,5,8,2,0,1,0,0,2,100,1,0,0,4,0,10,0,1,0,8,17,0,1,1,0,0,0,8,10,4,518024,1,0,1,0,15,0,1,2,7,0,1,0,0.96,448,1,0,17,0,0,0,0,0,0,0,11,17,0,0,2,120,5,2,0.52,0.53,0.51,0.5,0.53,0.45,12,27,30,29,46,130,113,92,0.57,0.38,5,8,16,0,4,5,7,7,0.86,69,354,0,6,0,0,0,0,0,5,29,0,17,0,1,2,0,0.57,3,72,5,0,3,0,0,0,0,0,0,0.57,7,0,0,15,6,1,0,4,8,2,5,13,11,0,0,45347,0,14,0,1,9,0,0,0.7,3,28,0,0,1,506,0,3,0,205,0,0,1,0,5,1,0.81,0,1,15,43,1,2,11,0,116,0,44,7,96,5,5,3,0,2,0,0,1,127,0,0,1,5,0,10,0,1,0,7,23,2,0,3,0,0,0,5,6,5,518024,0,0,1,0,13,2,1,3,7,0,2,0,0.96,354,1,1,10,0,0,0,0,0,0,0,10,22,0,13,0,98,4,1,0.48,0.47,0.49,0.5,0.47,0.55,7,15,41,29,35,57,130,90,0.43,0.62
27,Waratahs,home,4,4,15,0,1,8,5,13,1,79,441,0,4,0,0,0,0,0,9,14,0,17,0,0,0,0,1,0,85,4,0,0,1,0,2,0,0,1,1,13,1,0,11,5,0,0,4,11,2,6,8,8,4,0,45353,0,15,1,0,16,1,1,1,2,34,0,0,1,382,0.33,6,1,150,0,1,0,0,5,5,0.87,0,2,11,83,0,1,8,4,165,0,42,13,200,4,6,0,0,3,0,0,6,95,0,0,1,6,0,12,1,0,0,13,21,0,0,0,0,0,1,14,13,6,518025,0,0,3,0,18,0,1,3,5,0,3,0,0.93,441,5,1,23,0,0,0,0,2,0,0,13,17,0,16,2,133,6,0,0.54,0.48,0.62,0.54,0.42,0.68,13,25,33,36,55,99,136,106,0.91,0.96,5,5,15,0,2,8,8,10,1,56,563,0,3,0,0,1,1,0,5,23,0,18,0,0,1,0,0.83,1,58,5,1,1,0,1,3,0,0,0,0.83,10,0,0,13,4,0,0,2,21,2,4,11,12,2,0,45222,0,34,0,0,9,0,0,0.83,3,28,0,0,1,373,0,2,2,182,0,0,0,0,3,1,0.86,1,1,13,54,0,1,10,2,155,0,33,10,99,5,5,2,0,4,0,1,3,144,1,0,0,11,0,13,2,0,0,10,23,2,0,1,1,1,0,9,8,11,518011,0,0,1,0,14,1,2,3,4,0,5,0,0.97,563,2,0,14,0,0,0,3,1,1,0,12,21,0,8,0,99,5,1,0.38,0.4,0.37,0.38,0.47,0.3,4,22,24,27,41,107,100,86,0.16,0.08
34,Stormers,away,5,5,15,0,2,8,8,10,1,56,563,0,3,0,0,1,1,0,5,23,0,18,0,0,1,0,0.83,1,58,5,1,1,0,1,3,0,0,0,0.83,10,0,0,13,4,0,0,2,21,2,4,11,12,2,0,45222,0,34,0,0,9,0,0,0.83,3,28,0,0,1,373,0,2,2,182,0,0,0,0,3,1,0.86,1,1,13,54,0,1,10,2,155,0,33,10,99,5,5,2,0,4,0,1,3,144,1,0,0,11,0,13,2,0,0,10,23,2,0,1,1,1,0,9,8,11,518011,0,0,1,0,14,1,2,3,4,0,5,0,0.97,563,2,0,14,0,0,0,3,1,1,0,12,21,0,8,0,99,5,1,0.38,0.4,0.37,0.38,0.47,0.3,4,22,24,27,41,107,100,86,0.16,0.08,4,4,15,0,1,8,5,13,1,79,441,0,4,0,0,0,0,0,9,14,0,17,0,0,0,0,1,0,85,4,0,0,1,0,2,0,0,1,1,13,1,0,11,5,0,0,4,11,2,6,8,8,4,0,45353,0,15,1,0,16,1,1,1,2,34,0,0,1,382,0.33,6,1,150,0,1,0,0,5,5,0.87,0,2,11,83,0,1,8,4,165,0,42,13,200,4,6,0,0,3,0,0,6,95,0,0,1,6,0,12,1,0,0,13,21,0,0,0,0,0,1,14,13,6,518025,0,0,3,0,18,0,1,3,5,0,3,0,0.93,441,5,1,23,0,0,0,0,2,0,0,13,17,0,16,2,133,6,0,0.54,0.48,0.62,0.54,0.42,0.68,13,25,33,36,55,99,136,106,0.91,0.96
27,Lions,home,6,7,17,1,1,7,7,15,0.75,59,368,0,4,1,0,1,0,0,7,14,0,14,0,2,1,1,0.5,3,63,6,1,3,1,0,0,0,1,0,0.5,11,0,0,16,6,0,0,3,12,1,6,13,5,3,0,45208,0,29,0,0,10,0,1,0.79,1,24,0,0,2,577,0,4,2,227,0,1,0,3,6,5,0.84,0,1,14,58,2,0,5,3,110,0,34,14,63,0,4,4,1,1,0,1,2,74,0,0,0,10,0,7,0,2,0,14,24,2,2,3,3,3,1,11,7,10,518012,0,0,1,0,21,0,2,2,8,0,4,0,0.94,368,3,0,18,0,0,0,0,0,0,1,19,23,0,7,0,97,3,0,0.54,0.53,0.55,0.52,0.51,0.52,4,31,30,23,23,111,104,73,0.5,0.24,8,3,10,0,2,9,6,8,0.83,95,441,0,1,0,1,2,0,0,5,34,0,24,0,1,0,2,1,1,99,8,0,0,0,2,2,0,2,0,1,8,0,0,10,10,1,0,1,8,3,1,9,7,4,1,45223,0,23,0,2,7,0,0,0.89,3,33,0,0,1,265,0,4,2,154,0,0,1,0,7,2,0.68,0,0,6,61,0,1,6,4,199,0,59,8,19650,5,6,1,0,3,0,2,1,72,0,0,0,5,0,15,0,2,0,8,16,2,2,1,0,0,0,10,7,5,518011,1,0,0,0,18,1,1,1,12,1,3,0,0.96,441,4,0,15,2,0,0,0,0,3,0,9,16,0,0,0,127,3,1,0.62,0.6,0.63,0.62,0.53,0.7,10,26,50,39,32,93,199,125,0.84,0.92
47,Jaguares,away,8,3,10,0,2,9,6,8,0.83,95,441,0,1,0,1,2,0,0,5,34,0,24,0,1,0,2,1,1,99,8,0,0,0,2,2,0,2,0,1,8,0,0,10,10,1,0,1,8,3,1,9,7,4,1,45223,0,23,0,2,7,0,0,0.89,3,33,0,0,1,265,0,4,2,154,0,0,1,0,7,2,0.68,0,0,6,61,0,1,6,4,199,0,59,8,19650,5,6,1,0,3,0,2,1,72,0,0,0,5,0,15,0,2,0,8,16,2,2,1,0,0,0,10,7,5,518011,1,0,0,0,18,1,1,1,12,1,3,0,0.96,441,4,0,15,2,0,0,0,0,3,0,9,16,0,0,0,127,3,1,0.62,0.6,0.63,0.62,0.53,0.7,10,26,50,39,32,93,199,125,0.84,0.92,6,7,17,1,1,7,7,15,0.75,59,368,0,4,1,0,1,0,0,7,14,0,14,0,2,1,1,0.5,3,63,6,1,3,1,0,0,0,1,0,0.5,11,0,0,16,6,0,0,3,12,1,6,13,5,3,0,45208,0,29,0,0,10,0,1,0.79,1,24,0,0,2,577,0,4,2,227,0,1,0,3,6,5,0.84,0,1,14,58,2,0,5,3,110,0,34,14,63,0,4,4,1,1,0,1,2,74,0,0,0,10,0,7,0,2,0,14,24,2,2,3,3,3,1,11,7,10,518012,0,0,1,0,21,0,2,2,8,0,4,0,0.94,368,3,0,18,0,0,0,0,0,0,1,19,23,0,7,0,97,3,0,0.54,0.53,0.55,0.52,0.51,0.52,4,31,30,23,23,111,104,73,0.5,0.24
19,Bulls,home,4,12,18,0,1,5,9,17,0.86,74,454,0,3,0,0,0,0,0,3,19,0,24,0,1,3,1,0.4,1,78,4,0,3,1,2,2,0,1,0,0.4,15,0,0,18,6,0,0,0,15,3,10,13,15,2,0,45349,0,20,0,3,9,0,0,0.94,4,34,0,0,2,539,0,4,0,338,0,0,0,2,3,2,0.81,0,0,16,72,0,1,12,2,152,0,38,17,97,5,4,1,0,4,0,0,1,83,0,0,0,6,0,10,1,1,0,17,27,1,0,1,0,0,0,11,10,6,518027,0,0,0,0,23,0,2,3,7,0,4,0,0.95,454,2,0,14,1,0,0,0,0,0,0,18,27,0,17,0,125,2,0,0.58,0.6,0.56,0.61,0.65,0.56,7,23,37,34,22,94,139,114,0.62,0.73,5,11,26,0,1,3,8,11,1,50,355,0,3,0,0,1,1,0,5,20,0,23,0,0,1,0,0.67,1,55,5,1,1,1,3,0,0,0,0,0.67,11,0,0,24,6,0,0,2,13,3,10,17,7,3,0,45350,0,19,0,0,10,0,1,0.85,1,33,0,0,1,706,0,5,0,207,1,1,0,0,5,2,0.86,1,0,22,49,0,0,10,3,116,0,31,11,94,9,5,2,0,4,0,1,3,127,1,0,1,9,1,12,0,0,0,11,34,2,0,1,0,1,1,7,7,9,518027,1,0,1,0,17,0,2,1,6,0,5,0,0.91,355,4,1,12,0,0,0,0,2,0,0,13,32,0,5,0,87,2,0,0.42,0.4,0.44,0.39,0.35,0.44,6,27,21,18,26,112,95,58,0.38,0.27
21,Hurricanes,away,5,11,26,0,1,3,8,11,1,50,355,0,3,0,0,1,1,0,5,20,0,23,0,0,1,0,0.67,1,55,5,1,1,1,3,0,0,0,0,0.67,11,0,0,24,6,0,0,2,13,3,10,17,7,3,0,45350,0,19,0,0,10,0,1,0.85,1,33,0,0,1,706,0,5,0,207,1,1,0,0,5,2,0.86,1,0,22,49,0,0,10,3,116,0,31,11,94,9,5,2,0,4,0,1,3,127,1,0,1,9,1,12,0,0,0,11,34,2,0,1,0,1,1,7,7,9,518027,1,0,1,0,17,0,2,1,6,0,5,0,0.91,355,4,1,12,0,0,0,0,2,0,0,13,32,0,5,0,87,2,0,0.42,0.4,0.44,0.39,0.35,0.44,6,27,21,18,26,112,95,58,0.38,0.27,4,12,18,0,1,5,9,17,0.86,74,454,0,3,0,0,0,0,0,3,19,0,24,0,1,3,1,0.4,1,78,4,0,3,1,2,2,0,1,0,0.4,15,0,0,18,6,0,0,0,15,3,10,13,15,2,0,45349,0,20,0,3,9,0,0,0.94,4,34,0,0,2,539,0,4,0,338,0,0,0,2,3,2,0.81,0,0,16,72,0,1,12,2,152,0,38,17,97,5,4,1,0,4,0,0,1,83,0,0,0,6,0,10,1,1,0,17,27,1,0,1,0,0,0,11,10,6,518027,0,0,0,0,23,0,2,3,7,0,4,0,0.95,454,2,0,14,1,0,0,0,0,0,0,18,27,0,17,0,125,2,0,0.58,0.6,0.56,0.61,0.65,0.56,7,23,37,34,22,94,139,114,0.62,0.73
27,Blues,home,9,12,18,0,2,7,3,9,0.83,93,512,0,4,0,0,1,1,0,8,21,1,16,0,0,0,1,1,0,95,9,0,0,0,1,2,0,1,1,1,7,0,0,15,5,0,0,4,19,1,7,6,14,1,0,45314,0,22,0,0,16,0,0,1,0,33,0,0,2,540,0,2,1,75,0,0,0,2,4,2,0.82,0,1,18,79,0,1,11,1,151,1,41,9,93,4,8,0,0,1,0,1,1,99,0,0,0,6,0,11,0,1,0,8,22,1,1,0,1,1,0,7,7,6,518021,2,0,2,0,14,1,2,3,6,0,2,0,0.98,512,1,0,15,1,0,0,0,2,1,0,9,19,0,3,0,134,6,1,0.57,0.63,0.5,0.57,0.65,0.46,9,26,47,31,40,105,160,98,0.57,0.52,7,8,12,0,2,5,5,9,0.86,77,448,0,2,0,0,0,0,0,9,14,0,30,0,1,0,0,1,1,80,7,1,0,1,2,3,0,0,0,1,8,1,0,12,6,0,0,2,13,1,2,8,11,1,0,45348,0,29,0,0,8,1,0,0.82,0,38,0,0,0,452,0.22,3,4,172,0,0,0,1,6,2,0.88,1,0,11,64,0,1,13,1,179,0,45,9,91,5,8,2,0,1,0,0,2,100,1,0,0,4,0,10,0,1,0,8,17,0,1,1,0,0,0,8,10,4,518024,1,0,1,0,15,0,1,2,7,0,1,0,0.96,448,1,0,17,0,0,0,0,0,0,0,11,17,0,0,2,120,5,2,0.52,0.53,0.51,0.5,0.53,0.45,12,27,30,29,46,130,113,92,0.57,0.38
21,Chiefs,away,7,8,12,0,2,5,5,9,0.86,77,448,0,2,0,0,0,0,0,9,14,0,30,0,1,0,0,1,1,80,7,1,0,1,2,3,0,0,0,1,8,1,0,12,6,0,0,2,13,1,2,8,11,1,0,45348,0,29,0,0,8,1,0,0.82,0,38,0,0,0,452,0.22,3,4,172,0,0,0,1,6,2,0.88,1,0,11,64,0,1,13,1,179,0,45,9,91,5,8,2,0,1,0,0,2,100,1,0,0,4,0,10,0,1,0,8,17,0,1,1,0,0,0,8,10,4,518024,1,0,1,0,15,0,1,2,7,0,1,0,0.96,448,1,0,17,0,0,0,0,0,0,0,11,17,0,0,2,120,5,2,0.52,0.53,0.51,0.5,0.53,0.45,12,27,30,29,46,130,113,92,0.57,0.38,9,12,18,0,2,7,3,9,0.83,93,512,0,4,0,0,1,1,0,8,21,1,16,0,0,0,1,1,0,95,9,0,0,0,1,2,0,1,1,1,7,0,0,15,5,0,0,4,19,1,7,6,14,1,0,45314,0,22,0,0,16,0,0,1,0,33,0,0,2,540,0,2,1,75,0,0,0,2,4,2,0.82,0,1,18,79,0,1,11,1,151,1,41,9,93,4,8,0,0,1,0,1,1,99,0,0,0,6,0,11,0,1,0,8,22,1,1,0,1,1,0,7,7,6,518021,2,0,2,0,14,1,2,3,6,0,2,0,0.98,512,1,0,15,1,0,0,0,2,1,0,9,19,0,3,0,134,6,1,0.57,0.63,0.5,0.57,0.65,0.46,9,26,47,31,40,105,160,98,0.57,0.52
