@relation parsed

@attribute home {Richmond,'Western Bulldogs',Essendon,'Adelaide Crows','GWS Giants','Gold Coast Suns','North Melbourne',Hawthorn,'West Coast Eagles',Collingwood,'Geelong Cats','Brisbane Lions',Carlton,'Port Adelaide','Sydney Swans','St Kilda',Melbourne,Fremantle}
@attribute away {Carlton,Collingwood,Fremantle,'Sydney Swans','Geelong Cats','Port Adelaide','St Kilda','Brisbane Lions',Melbourne,Richmond,Hawthorn,'Adelaide Crows','West Coast Eagles','North Melbourne',Essendon,'Western Bulldogs','GWS Giants','Gold Coast Suns'}
@attribute percent numeric
@attribute aaa numeric
@attribute aab numeric
@attribute aac numeric
@attribute aad numeric
@attribute aae numeric
@attribute aaf numeric
@attribute aag numeric
@attribute aah numeric
@attribute aai numeric
@attribute aaj numeric
@attribute aak numeric
@attribute aal numeric
@attribute zzzz numeric
@attribute aam numeric
@attribute aan numeric
@attribute aao numeric
@attribute aap numeric
@attribute aaq numeric
@attribute aar numeric
@attribute aas numeric
@attribute aat numeric
@attribute aau numeric
@attribute aav numeric
@attribute aaw numeric
@attribute aax numeric
@attribute aay numeric
@attribute aaz numeric
@attribute aba numeric
@attribute aca numeric
@attribute ada numeric
@attribute aea numeric
@attribute afa numeric
@attribute aga numeric
@attribute aha numeric
@attribute aia numeric
@attribute aja numeric
@attribute aka numeric
@attribute ala numeric
@attribute ama numeric
@attribute ana numeric
@attribute aoa numeric
@attribute apa numeric
@attribute aqa numeric
@attribute ara numeric
@attribute asa numeric
@attribute ata numeric
@attribute aua numeric
@attribute ava numeric
@attribute awa numeric
@attribute axa numeric
@attribute aya numeric
@attribute aza numeric
@attribute baa numeric
@attribute caa numeric
@attribute daa numeric
@attribute eaa numeric
@attribute faa numeric
@attribute gaa numeric
@attribute haa numeric
@attribute iaa numeric
@attribute jaa numeric
@attribute kaa numeric
@attribute laa numeric
@attribute maa numeric
@attribute naa numeric
@attribute oaa numeric
@attribute paa numeric
@attribute qaa numeric
@attribute raa numeric
@attribute saa numeric
@attribute taa numeric
@attribute uaa numeric
@attribute vaa {MCG,MRVL,AO,GS,MS,OS,GMHBA,G,SCG}
@attribute waa numeric
@attribute xaa numeric
@attribute ptpa {'Western Bulldogs','GWS Giants',Hawthorn,Richmond,'Gold Coast Suns','Port Adelaide','Geelong Cats','Adelaide Crows','North Melbourne',Collingwood,'St Kilda',Fremantle,'West Coast Eagles','Sydney Swans',Carlton,Essendon,Melbourne,'Brisbane Lions'}
@attribute ptpb {Carlton,'Brisbane Lions',Essendon,'West Coast Eagles','Sydney Swans',Melbourne,'St Kilda',Fremantle,Collingwood,'Geelong Cats','North Melbourne','Western Bulldogs','Gold Coast Suns','Port Adelaide','GWS Giants',Hawthorn,Richmond,'Adelaide Crows'}
@attribute Result {win,loss}

@data
'GWS Giants',Richmond,0.372447,9.448256,8.213184,166.66464,128.522176,295.186816,60.076544,6.375744,40.427456,125.229504,169.550272,294.779776,33.598144,5.337408,6.877504,28.883968,50.443456,71.092966,54.287424,21.918976,19.143872,1155.88928,17.208269,26.132186,41.577408,6.033472,48.930029,56.36064,57.517376,4.462912,19.222912,28.230656,57.225754,25.59945,25.840666,24.874266,24.628672,9.896704,10.682432,182.187712,118.685312,300.873024,87.618112,6.221632,48.126208,94.55392,203.802624,298.356544,50.846976,11.364352,5.39712,24.925248,45.380608,77.973075,40.909184,12.354432,18.33344,1289.647296,7.524032,18.707789,27.227264,3.968256,47.978208,49.126976,58.296768,8.837696,20.24512,19.649338,40.055181,27.659366,23.616269,21.476339,15.648179,GS,-17.653402,45.137869,'Brisbane Lions','North Melbourne',win
'North Melbourne',Carlton,0.289352,2.945024,10.87232,166.195904,135.973568,302.169472,61.100224,0.055872,44.097216,113.86304,179.239168,293.102208,31.474944,7.929088,6.952832,28.846848,33.851328,71.537869,43.762816,18.346752,12.354368,1165.273088,11.294848,28.548736,37.854144,1.21856,22.18503,58.38112,47.66208,4.403584,12.35616,8.653427,39.246298,20.771686,15.080678,16.727091,14.979904,10.07872,7.020352,172.098624,98.979712,271.078336,66.579264,5.329664,46.007488,117.13984,148.176704,265.316544,37.592704,9.225216,12.167616,26.33664,33.785088,71.504909,45.092288,16.205824,19.91616,1146.182272,11.813235,21.017702,37.145152,7.719744,55.538374,61.748224,59.950016,8.728832,17.922624,26.59255,47.601645,30.466483,23.535629,20.90281,28.550272,G,-47.042458,5.351475,Richmond,'Port Adelaide',loss
'Sydney Swans',Hawthorn,0.354521,7.92032,6.377984,172.336128,117.13184,289.467968,52.787968,2.607104,57.339584,133.26976,144.734592,278.004352,42.895168,6.048256,9.92192,17.44832,55.423168,69.638752,57.26912,26.124864,18.69632,1178.767936,11.357696,21.034637,40.28576,3.748288,53.350554,73.003264,67.86048,8.787392,14.662464,18.131507,34.391629,26.712077,26.839539,26.870886,20.924659,6.371968,6.536064,164.304064,122.707648,287.011712,84.645696,0.92224,36.15072,100.21856,185.719296,285.937856,33.08192,5.499328,10.457728,18.72416,33.017984,77.396211,43.823424,15.69024,17.642432,1161.096896,8.463168,15.317542,36.15648,5.155584,39.652794,56.306496,59.425728,4.270912,16.089792,19.213382,48.672397,24.359846,19.851853,21.055846,22.988186,SCG,-28.134502,-40.555622,'Gold Coast Suns',Melbourne,win
'Port Adelaide','St Kilda',0.802105,8.94016,9.90976,185.47296,119.08032,304.55328,83.9072,7.63584,48.00128,117.28672,185.03744,302.32416,46.48,11.58528,12.56416,19.97792,45.24896,74.807328,41.08192,19.0672,15.9264,1293.0144,13.671808,18.228416,27.11264,6.74688,39.880608,61.63136,60.81504,6.96416,22.43712,19.259936,48.49408,13.138816,36.15168,22.297344,16.292992,11.818432,6.173952,173.790912,86.736704,260.527616,63.713216,1.1888,54.71104,117.127232,135.586496,252.713728,35.97952,4.970048,8.6976,33.785472,37.0944,68.99815,55.32064,18.334784,27.41888,1149.344512,17.619418,25.730342,30.785536,5.568576,61.029504,56.997632,59.571776,11.859008,19.434752,33.001696,54.053376,24.054003,24.642266,20.351309,17.435546,AO,4.351232,18.135962,Carlton,'Adelaide Crows',loss
'Adelaide Crows',Essendon,0.040899,7.379904,6.5936,168.306816,123.916224,292.22304,68.986688,0.233408,47.448064,110.54688,175.873152,286.420032,37.4096,5.827968,12.033984,26.709376,40.336768,72.257299,50.156032,26.642816,18.618176,1196.157888,8.067584,27.519936,25.910144,2.180288,44.943968,61.33024,56.789504,9.092416,16.530816,19.816141,44.031232,25.745203,30.946432,25.528013,25.643213,7.42944,9.40704,164.77568,143.24576,308.02144,71.88416,6.17984,43.48608,99.18496,195.45536,294.64032,42.7216,12.68384,8.74144,34.58848,29.8144,74.059712,52.40992,12.96928,17.59072,1218.17152,15.121024,15.248128,34.62336,4.368,37.3152,54.22464,56.54912,8.3968,20.25536,17.464448,47.368288,23.667264,19.314112,22.636544,18.654528,AO,-24.643994,-30.877184,'St Kilda','Western Bulldogs',loss
'West Coast Eagles',Collingwood,0.418925,9.200384,7.917184,204.392128,112.772096,317.164224,106.680512,4.444288,44.95328,118.439232,203.677568,322.1168,42.431936,7.4112,13.39552,26.247872,49.821504,77.411917,33.183168,13.687872,13.8224,1398.545024,11.255078,24.127232,20.862016,4.3792,46.130637,54.318272,61.088128,11.020864,19.966656,21.747731,47.301907,22.375616,21.30281,23.35881,22.437235,7.979072,9.229568,179.45696,145.760576,325.217536,58.344832,2.950784,62.74336,138.469056,180.621056,319.090112,46.00128,9.286272,7.640256,42.519744,45.388288,68.225811,37.176256,21.49856,10.915328,1340.742976,11.196032,36.435699,25.691456,5.067584,45.036832,60.081792,59.582208,7.79072,17.72512,17.351898,38.507341,27.209766,27.939853,25.630182,26.297216,OS,30.012518,22.286182,Fremantle,'Geelong Cats',win
Melbourne,'Brisbane Lions',0.261079,13.42688,7.06976,174.11488,135.83904,309.95392,76.79872,4.48352,45.65408,124.15168,184.73248,308.88416,52.616,14.26176,17.64832,30.1488,33.608,75.334464,44.59648,16.75616,16.18592,1292.49472,18.928256,19.585344,26.07328,10.33344,62.6384,59.08288,54.97056,10.23872,21.37088,25.428992,40.549248,28.021312,28.288064,17.979264,21.904192,11.824448,10.183936,186.084608,85.445824,271.530432,88.488704,1.171904,39.50016,109.46592,161.601984,271.067904,53.684352,10.918656,9.838848,33.77088,33.478144,71.419021,48.046464,20.637632,22.918144,1217.851392,10.629645,32.570586,23.507072,6.658432,48.124352,53.65728,55.86592,8.671104,24.301312,21.738957,44.895891,22.937216,22.543539,22.95977,24.063002,MS,36.231168,13.140838,Hawthorn,'GWS Giants',loss
Fremantle,'Geelong Cats',0.249639,6.24256,2.9456,159.77792,120.7936,280.57152,72.74848,1.80544,43.78144,111.39776,170.91872,282.31648,29.32224,7.42432,10.07328,23.06368,40.5344,74.608448,40.85088,14.61984,13.3264,1151.24128,11.359104,18.67936,31.60192,4.89184,50.990112,60.54496,54.9376,5.57056,12.08928,20.62048,40.399616,27.019648,24.30048,21.477696,20.608064,6.239936,5.520064,181.41568,108.130176,289.545856,63.40064,0.072128,52.160832,123.124416,157.258176,280.382592,32.794752,5.481536,5.011712,30.361856,50.869632,66.119558,48.275264,11.680192,22.452736,1175.033408,8.632998,38.742426,36.417856,4.792512,45.963162,56.70688,58.153664,7.495488,13.479744,18.496269,40.150221,23.91392,21.666573,15.323302,15.121293,OS,-22.500096,-12.065382,'West Coast Eagles',Collingwood,loss
'Western Bulldogs',Richmond,0.647204,8.16247,8.997274,179.504269,134.487642,313.99191,56.292314,1.879757,50.733286,127.495859,178.63104,306.126899,39.324954,5.139174,5.43671,17.980198,54.438758,69.349829,47.177754,17.903258,16.841254,1218.864922,13.930573,24.559926,39.473011,3.78135,40.951127,71.061402,67.765018,4.709325,19.575718,20.43951,49.594636,24.806497,19.546578,28.811732,18.547302,6.779341,13.336486,153.237542,94.937062,248.174605,62.323622,5.244326,52.825242,102.910784,144.760525,247.671309,46.969395,7.07287,5.079424,40.18505,34.676122,68.394615,48.981837,18.470886,21.266688,1093.929459,7.504806,27.741558,23.045453,3.193651,34.875642,40.225395,53.259354,12.167539,19.249024,14.329868,41.051036,25.531873,24.723254,19.295268,18.129636,MS,9.409055,-0.572426,'Gold Coast Suns','GWS Giants',loss
Carlton,Hawthorn,0.758581,9.215744,9.40407,176.019725,102.195942,278.215667,61.315853,1.865933,62.001498,122.627968,155.235341,277.863309,50.718541,5.045043,7.233523,28.467328,47.557018,66.860982,59.418458,22.441165,29.583232,1190.036454,16.362647,29.20354,32.22903,5.543949,49.027675,65.149645,68.790003,16.145766,18.784525,18.67851,37.680329,29.093297,30.707126,20.180562,20.710054,6.874394,10.107213,175.260813,106.14153,281.402342,48.929139,0.184448,52.030144,135.243712,134.743859,269.987571,49.016384,3.499866,6.891546,26.944832,57.003597,58.919242,69.564685,13.538048,21.128486,1116.219379,11.692634,28.063508,36.831296,5.831117,40.890559,72.061299,73.485146,8.054182,16.817958,14.402676,35.414479,27.871969,23.970371,20.211169,22.597637,OS,6.670295,-13.711124,'North Melbourne','Sydney Swans',loss
Melbourne,'Port Adelaide',0.25185,8.285376,7.013952,158.822976,114.367808,273.190784,56.159744,0.896704,50.730816,120.830336,150.546496,271.376832,43.3232,7.652352,9.129664,41.22976,44.3216,70.186893,48.919296,20.151232,18.437184,1138.498944,9.785651,19.917069,31.614656,5.266688,45.48768,62.216576,62.194112,11.647744,17.874176,18.765798,41.30985,28.604262,22.657613,25.595853,21.380838,6.588032,8.381952,163.494592,111.016064,274.510656,63.18144,3.127168,44.800256,117.857344,153.807488,271.664832,38.096,9.517056,12.112832,16.795584,55.449792,68.561466,55.416384,15.81344,19.98528,1101.00288,12.734362,24.645683,28.622528,6.149376,34.616122,56.326272,63.363008,8.592832,18.887424,17.211987,49.698816,20.627763,26.230336,24.459469,23.258598,G,4.046234,-22.329754,'Brisbane Lions','St Kilda',loss
Essendon,'Brisbane Lions',0.355558,8.685888,8.281408,173.755136,145.449152,319.204288,67.176832,8.435968,69.497216,130.236992,179.091072,309.328064,46.14432,5.736768,9.748288,26.917696,38.76288,69.451942,61.681984,18.593856,16.318144,1346.834304,14.024205,29.049626,36.524672,7.2736,41.78304,62.844928,60.909824,16.07936,20.851072,18.77289,45.233658,22.733453,27.862822,21.527309,15.730906,7.96489,10.836787,187.616922,99.489165,287.106086,80.897741,4.234381,53.500032,121.893184,163.520397,285.413581,44.33687,7.783731,9.16777,21.154176,47.495629,67.643804,48.809293,19.327526,21.383629,1251.570278,13.125929,30.514117,31.101414,4.531686,30.34487,61.931456,61.573184,12.134221,26.460262,17.707791,60.419178,22.587443,24.508708,19.591954,17.8126,MS,-3.775437,5.828168,'Adelaide Crows',Melbourne,loss
'North Melbourne','Adelaide Crows',0.845509,7.789005,4.574464,173.239181,110.394714,283.633894,64.220045,0.811174,59.219443,119.572608,158.247834,277.820442,39.094989,4.785818,6.190566,40.96937,37.170266,71.347574,53.552563,29.26935,21.670874,1225.854618,9.25897,28.709747,42.770829,5.843712,59.797006,68.476224,63.132416,7.280717,12.871232,19.330685,33.20926,24.154337,25.016136,21.345418,19.995981,7.875981,10.11872,167.261363,144.783245,312.044608,57.797338,3.246682,52.689613,126.909376,184.77463,311.684006,43.48192,4.365594,11.206797,26.941875,50.467354,73.97146,51.631206,18.128563,19.723635,1217.631578,7.613517,28.503987,35.582029,5.236058,42.668794,61.866048,63.357901,9.818483,18.506163,18.203228,42.566246,27.149041,30.189286,22.105603,18.128643,MS,-15.008492,-7.328799,Carlton,Essendon,win
'St Kilda','Sydney Swans',0.761191,11.963686,2.03479,183.558182,103.747341,287.305523,63.142643,1.83776,46.142208,126.625446,150.317299,276.942746,39.995904,4.19401,6.53952,38.757094,45.01888,68.19963,56.664128,20.466957,17.483776,1212.268902,15.523884,34.146068,28.557107,4.313715,68.685901,62.599526,55.914355,8.771802,17.48695,30.040339,44.010675,23.810801,24.928453,23.070262,22.487109,8.784064,6.075597,188.867226,121.826368,310.693594,61.757594,2.921421,49.867917,133.853952,164.146918,298.00087,47.779034,6.009651,8.384384,25.089664,61.484634,69.60775,52.253824,22.824973,14.139264,1258.953587,8.271539,22.206927,44.857152,3.949658,52.990111,76.200653,75.172096,3.357478,16.532493,18.346301,34.638326,31.342415,22.367908,20.374177,25.184932,G,26.827192,-0.0269,'Port Adelaide',Hawthorn,win
'West Coast Eagles','Geelong Cats',0.490873,16.240077,3.983437,190.478426,112.154419,302.632845,90.136102,2.488858,47.390656,106.887846,191.935514,298.82336,36.486387,12.68224,11.479104,27.649574,46.764301,77.802383,42.636634,19.537574,19.56448,1345.309005,15.251016,23.825446,28.172403,8.87584,64.586127,51.663654,48.217626,5.404173,24.793331,45.469546,68.900381,27.475123,25.260562,30.671762,19.487447,6.047987,10.704013,189.083136,142.426035,331.509171,52.680128,0.814426,68.832166,157.424883,165.851635,323.276518,44.15895,8.296307,5.802342,34.072371,60.573926,60.263912,61.655053,15.936038,19.690547,1319.806682,9.7266,39.748485,27.283571,4.158502,31.032632,68.941376,70.030733,11.099098,20.295949,13.939254,45.470044,22.782784,16.333315,20.06466,26.024259,OS,58.802504,23.186924,Collingwood,Fremantle,win
'Gold Coast Suns','GWS Giants',0.301666,7.23584,10.561651,188.459789,102.761254,291.221043,62.627469,2.673894,60.06903,129.312333,150.488512,279.800845,47.466842,7.04809,6.76297,45.713741,43.779725,66.308854,51.627789,18.147814,19.463693,1255.619597,7.855693,36.882099,30.315354,4.838182,33.967811,70.007846,74.579482,7.805005,20.884378,15.191748,43.779151,25.522819,21.854723,27.521528,23.16258,9.089651,8.042637,175.732928,108.904435,284.637363,68.815309,2.875149,62.485491,122.645901,149.910054,272.555955,32.319629,7.467482,7.775501,28.976794,45.288691,68.378593,46.857485,21.983795,19.828774,1254.377856,13.441654,31.226437,38.715482,5.206694,49.786006,52.872128,41.903475,3.292582,18.244582,28.126131,56.485151,26.11989,24.168133,24.974853,20.925734,MS,0.37118,6.06932,'Western Bulldogs',Richmond,loss
Fremantle,Collingwood,0.258609,2.848512,3.78912,157.555584,124.15872,281.714304,47.349696,1.961088,67.156288,130.279552,134.983744,265.263296,27.464448,3.084864,6.014656,39.012736,51.30688,61.48169,45.770176,18.123968,16.26528,1159.848256,5.271821,29.735872,37.520384,1.778368,30.198022,70.508992,68.58752,11.514112,8.817856,10.044096,31.759923,22.40393,22.860096,24.295539,24.121613,6.395814,9.045914,159.091392,123.552115,282.643507,59.668966,2.190157,42.148672,122.093811,160.924211,283.018022,38.800256,8.257254,11.128051,30.103949,34.677658,68.685162,40.235251,21.099712,18.983066,1109.748595,12.239206,21.28714,18.738291,3.413517,37.247366,48.016358,52.716442,4.758144,17.145024,16.43038,44.421468,26.441953,26.587971,29.126036,27.259443,OS,-30.100019,-48.342764,'Geelong Cats','West Coast Eagles',win
'Port Adelaide','Western Bulldogs',0.628142,10.917606,10.47639,173.498918,140.603213,314.102131,67.836288,2.225434,56.960051,126.771469,189.161498,315.932966,45.2192,9.103411,10.422566,13.759117,41.489958,76.432293,50.283277,21.562688,16.797056,1291.400576,12.546872,23.929137,25.724506,7.629875,45.323224,60.065254,67.072602,11.318566,23.777485,23.842397,52.499763,24.125553,25.246067,25.891894,24.65172,7.232494,7.399455,148.700854,136.497528,285.198382,50.458463,1.175951,38.946657,111.099172,172.526208,283.62538,35.864991,9.827835,6.687342,17.19604,43.687752,69.709966,53.435551,20.380652,23.368251,1042.972984,14.786115,17.911985,34.294602,5.55627,43.230225,67.81228,56.753004,7.341865,16.715144,20.087902,46.478927,23.961299,23.909316,18.762346,21.70946,AO,36.334049,-30.918189,Melbourne,Richmond,win
Richmond,'Brisbane Lions',0.305928,11.755868,12.267297,177.847509,118.987413,296.834921,76.464724,4.248865,48.165048,110.982157,183.352105,294.334262,47.793879,11.014574,8.215885,32.03701,40.535224,75.278923,56.196367,23.694177,21.053338,1265.185892,12.500961,17.548312,26.209091,8.63873,52.175128,51.245079,64.251871,5.633508,22.249805,24.545973,46.530207,28.106375,26.944651,24.859054,23.625927,12.792978,7.767357,205.523384,105.497833,311.021217,95.379548,2.446876,50.700006,124.378637,188.704079,313.082716,38.467374,13.556746,9.033554,24.230835,35.099126,75.368761,38.561859,23.065505,17.076726,1395.914056,9.625186,28.102823,37.420283,9.706337,56.948974,52.386291,57.914637,10.426844,22.892052,33.781558,59.683836,23.517489,22.901742,24.918391,20.56252,MS,32.685515,51.565634,'Western Bulldogs',Essendon,win
'Geelong Cats','North Melbourne',0.764352,9.209597,5.340803,183.416627,106.885207,290.301834,86.536026,0.162885,50.566433,117.884977,170.770327,288.655304,40.03179,8.859261,10.760468,27.614474,41.714785,71.492782,46.731011,12.787208,15.938109,1278.361336,14.94532,26.949697,31.856714,7.2317,63.326526,56.188275,51.606147,10.21982,15.25919,23.267851,37.814009,27.556557,26.266663,23.012932,22.204852,16.757801,4.914893,195.447836,147.678943,343.126779,92.844009,5.762235,64.643889,123.914522,217.249567,341.164088,46.218998,8.957164,13.238113,31.393874,33.834053,74.349515,53.110513,19.45387,21.934175,1507.570924,17.851794,24.741949,31.754166,11.568742,68.279401,59.295245,55.826483,11.856143,24.174246,35.546137,51.681852,23.830867,28.003227,23.269084,23.999196,G,-2.562615,52.198302,'West Coast Eagles','Adelaide Crows',win
'Adelaide Crows',Melbourne,0.081852,7.175196,8.423744,143.052273,125.756649,268.808922,53.959468,4.649336,68.937923,106.981875,160.954926,267.936801,37.496384,4.873119,6.241359,26.988375,40.493471,72.154292,47.926241,21.225713,17.544727,1161.126316,11.522703,15.700797,30.316406,3.447212,43.573759,55.57321,58.27158,5.963697,16.501233,19.160646,44.033249,27.429808,32.037857,27.421121,22.625729,4.857075,7.80279,151.764595,138.873562,290.638157,58.431949,0.179341,43.746163,117.766067,164.509299,282.275366,33.46464,5.53047,9.025933,43.445952,44.86432,66.917379,53.783859,16.830246,22.087437,1113.299789,9.95713,25.983414,34.322931,4.253338,33.737536,66.843315,61.238822,7.929549,13.974835,14.07316,41.78197,23.720852,23.531523,30.119171,25.276168,AO,-56.66576,-39.990753,'North Melbourne','Port Adelaide',loss
Collingwood,'Sydney Swans',0.641254,6.879163,7.409183,167.018278,143.910423,310.928701,63.933793,1.238031,46.029734,116.418762,190.584842,307.003604,42.160051,5.651451,9.42561,46.82079,45.335532,69.097032,48.04705,11.419942,17.396613,1215.549719,10.447841,26.257428,22.147658,5.482703,50.489473,60.803272,65.743288,7.351629,13.829005,16.326076,33.044294,26.288391,29.317594,26.825207,26.451889,6.556813,10.815119,171.373445,128.365274,299.738719,53.951519,0.584284,50.773583,131.57079,161.629384,293.200174,38.355807,10.00193,8.076877,34.617933,55.496927,64.32155,54.450765,18.164995,14.827853,1192.590717,10.654308,30.441385,39.37143,3.989932,31.478022,69.640131,67.034419,9.471496,21.706499,17.02926,58.047665,31.268483,26.473582,21.074835,27.036986,G,-19.268553,-42.40538,Fremantle,'St Kilda',win
'Gold Coast Suns','St Kilda',0.209009,4.647168,10.91233,172.891958,100.552251,273.444209,69.325494,4.534779,42.413806,116.262467,148.497702,264.760169,40.693368,8.609618,8.552594,30.742748,36.755945,64.141771,46.325558,11.629563,17.492739,1123.123919,7.571139,21.37642,34.863071,2.567636,24.553562,66.801569,70.915896,5.561001,18.576876,11.27835,45.71583,23.104564,23.370945,16.504306,27.632516,14.392737,9.206958,190.311636,115.949468,306.261105,68.628529,9.167552,67.628442,130.925089,169.26346,300.188549,51.199181,8.838802,11.707904,35.751419,47.403776,69.719926,55.332826,16.093391,17.096755,1374.45378,16.104777,31.829214,29.711421,11.262743,58.21718,63.719905,65.582871,24.15436,25.09739,28.248068,48.802135,28.76216,24.985691,25.614052,28.497422,MS,-20.725764,47.765438,'GWS Giants','Sydney Swans',loss
Essendon,'GWS Giants',0.438434,4.137178,9.656282,146.751027,115.48983,262.240858,46.235366,6.487194,45.099443,114.047398,142.218214,256.265613,42.828864,5.147354,5.949658,32.583539,35.752576,68.370388,49.136397,16.518771,22.463629,1005.366861,15.804841,26.809925,25.704934,1.45472,23.396608,58.168986,52.181965,13.615872,16.970214,9.434578,39.526732,24.546691,22.572564,22.305462,21.146181,9.01793,7.208527,202.346586,132.980887,335.327473,88.163062,3.77503,49.297098,129.32918,202.782011,332.111191,42.463926,9.493496,9.5551,21.795359,49.857738,72.555719,46.171497,17.996759,11.965755,1398.875571,11.688331,24.245287,34.943096,7.441339,45.957201,66.574426,61.180695,9.458516,19.648916,21.625226,46.81703,25.223978,20.833627,16.994971,22.185147,MS,-51.155087,22.013864,'Brisbane Lions','Gold Coast Suns',loss
'Port Adelaide',Richmond,0.585966,8.583521,7.695278,172.299784,129.720643,302.020426,67.167258,1.245087,72.19201,138.154294,164.2323,302.386593,37.04384,7.420682,18.884513,37.951823,54.697992,72.006459,49.256655,17.912538,14.559411,1337.480115,10.509374,29.785827,31.544901,7.125975,44.584645,63.213051,64.61452,10.263713,19.155497,23.088479,51.619953,25.825111,23.049213,25.178379,23.930344,11.951174,10.453459,181.969502,113.397482,295.366984,79.292945,4.849773,40.83301,104.596431,182.270421,286.866852,44.758776,11.802915,12.043177,24.807402,27.307045,76.095785,56.839273,13.538835,18.610668,1235.437178,12.500192,13.509662,33.241818,8.927746,56.115026,56.649016,57.650374,5.926702,21.249961,26.749195,47.466041,25.621275,28.38893,23.971811,24.725185,AO,17.66681,39.337103,'Western Bulldogs','Brisbane Lions',win
'Brisbane Lions','Western Bulldogs',0.666506,5.758596,15.153471,209.904677,90.699567,300.604243,114.27591,1.289375,37.340001,102.475727,196.940816,299.416543,39.693475,9.111349,8.206711,23.246167,33.419825,73.313752,34.912372,19.013101,12.215345,1357.582811,9.925037,26.620565,32.284057,2.741267,26.589795,55.277258,57.982927,5.285369,21.378411,14.756312,53.936767,23.703498,27.580348,17.983678,21.112504,5.446499,11.079891,154.540171,136.099506,290.639676,45.291693,1.83519,58.989331,135.019834,160.105242,295.125076,38.372998,5.965567,6.137468,27.439208,45.53755,67.941993,41.88711,15.27613,18.27365,1135.794597,7.957223,32.582397,27.65892,4.311254,29.686045,64.762456,62.550601,13.468373,18.543029,14.25758,48.255785,27.79226,18.781863,21.752469,21.341892,G,-22.486873,-16.583638,Richmond,'Port Adelaide',win
'West Coast Eagles',Carlton,0.712436,12.048015,6.396687,170.895685,96.030884,266.926569,63.62722,4.497772,46.278131,111.777569,153.587103,265.364672,43.297277,10.536448,10.295821,36.729915,47.75286,70.760477,39.727327,15.907515,13.512896,1170.661801,13.050203,29.765089,28.834481,8.175168,54.837225,47.932731,52.043525,11.480835,21.758666,28.613909,51.140076,26.495025,22.052112,21.134352,23.897489,9.043149,5.080814,152.803945,98.839188,251.643133,54.663171,2.773187,57.2003,111.725594,131.047068,242.772662,38.943708,7.409009,11.046705,20.093466,37.511404,68.252196,48.683692,23.688233,22.716646,1082.807291,14.272529,29.840708,28.045806,4.30879,61.245535,62.629929,52.958001,10.429153,14.956905,23.735702,38.656066,31.818659,26.141425,20.036112,22.142011,OS,18.960501,-23.465941,'Geelong Cats',Hawthorn,win
Melbourne,'North Melbourne',0.633995,11.371415,9.560558,171.152919,118.974712,290.127631,64.48639,1.635868,53.549233,131.553213,150.50186,282.055073,42.692928,9.106094,13.805187,43.08919,40.172864,66.343476,53.956772,16.966049,24.417487,1221.859958,9.991426,32.196683,29.264586,5.650668,51.947507,61.368663,65.847764,16.78591,21.194967,25.934632,49.236394,26.74417,23.706305,24.023834,27.055234,10.55156,3.382979,163.089567,130.335789,293.425356,55.368802,3.552447,53.728778,104.782904,177.849913,282.632818,45.2438,5.791433,4.247623,25.478775,39.566811,74.629903,45.022103,18.290774,17.186835,1188.714185,14.570359,24.94839,32.750833,8.713748,73.65588,60.659049,50.365297,11.171229,14.434849,23.109227,31.69637,23.766173,19.600645,20.653817,25.799839,AO,32.801849,-15.96034,'Adelaide Crows','Geelong Cats',win
'St Kilda','Geelong Cats',0.579781,12.478547,6.641392,193.262327,118.389894,311.652221,77.725706,5.83351,47.125688,130.985018,179.452692,310.43771,47.839836,8.16776,13.541581,29.550284,51.880755,71.943985,46.266565,17.618678,18.619351,1309.290756,16.220955,15.365843,37.142284,7.052549,57.323436,63.943981,69.916574,10.430872,21.819478,26.049614,45.520427,27.752432,28.997138,22.12281,25.699484,12.241919,10.668161,186.283325,130.177041,316.460367,72.507205,1.632577,41.313287,118.776995,186.154065,304.931061,46.406358,12.971852,6.952094,27.922895,35.542957,70.538556,40.546202,15.357442,17.587622,1274.872267,17.989064,29.389939,34.371343,9.44634,51.145305,50.437655,59.921229,6.043964,24.651838,26.33357,52.602802,30.511311,25.253333,25.602586,26.44097,G,12.753088,25.887477,'Gold Coast Suns','North Melbourne',loss
Fremantle,Hawthorn,0.494765,8.569702,1.557824,185.111117,136.031744,321.142861,61.469939,1.992218,55.031258,146.85591,173.396749,320.252659,32.69289,5.416973,7.602931,30.202547,43.061376,64.536338,49.954035,17.224794,10.453056,1300.769651,12.054364,39.947174,36.304077,6.755674,56.039604,69.301798,64.917504,7.102822,14.563571,25.528819,44.031985,22.480786,28.572019,28.859108,25.824323,12.574879,6.021443,168.652163,117.228306,285.880469,64.185828,2.43689,44.006029,123.848742,166.948772,290.797514,43.403277,11.899973,10.178309,38.988966,40.200719,69.463848,53.912937,19.50761,23.425697,1177.643876,15.338527,15.612702,27.366259,8.366223,56.898112,53.61226,64.297029,7.210836,21.763592,29.520535,50.922896,28.574394,25.794074,23.042234,22.519527,OS,3.579996,22.057775,Collingwood,Carlton,win
