@relation parsed

@attribute home {Richmond,'Western Bulldogs',Essendon,'Adelaide Crows','GWS Giants','Gold Coast Suns','North Melbourne',Hawthorn,'West Coast Eagles',Collingwood,'Geelong Cats','Brisbane Lions',Carlton,'Port Adelaide','Sydney Swans','St Kilda',Melbourne,Fremantle}
@attribute away {Carlton,Collingwood,Fremantle,'Sydney Swans','Geelong Cats','Port Adelaide','St Kilda','Brisbane Lions',Melbourne,Richmond,Hawthorn,'Adelaide Crows','West Coast Eagles','North Melbourne',Essendon,'Western Bulldogs','GWS Giants','Gold Coast Suns'}
@attribute percent numeric
@attribute aaa numeric
@attribute aab numeric
@attribute aac numeric
@attribute aad numeric
@attribute aae numeric
@attribute aaf numeric
@attribute aag numeric
@attribute aah numeric
@attribute aai numeric
@attribute aaj numeric
@attribute aak numeric
@attribute aal numeric
@attribute zzzz numeric
@attribute aam numeric
@attribute aan numeric
@attribute aao numeric
@attribute aap numeric
@attribute aaq numeric
@attribute aar numeric
@attribute aas numeric
@attribute aat numeric
@attribute aau numeric
@attribute aav numeric
@attribute aaw numeric
@attribute aax numeric
@attribute aay numeric
@attribute aaz numeric
@attribute aba numeric
@attribute aca numeric
@attribute ada numeric
@attribute aea numeric
@attribute afa numeric
@attribute aga numeric
@attribute aha numeric
@attribute aia numeric
@attribute aja numeric
@attribute aka numeric
@attribute ala numeric
@attribute ama numeric
@attribute ana numeric
@attribute aoa numeric
@attribute apa numeric
@attribute aqa numeric
@attribute ara numeric
@attribute asa numeric
@attribute ata numeric
@attribute aua numeric
@attribute ava numeric
@attribute awa numeric
@attribute axa numeric
@attribute aya numeric
@attribute aza numeric
@attribute baa numeric
@attribute caa numeric
@attribute daa numeric
@attribute eaa numeric
@attribute faa numeric
@attribute gaa numeric
@attribute haa numeric
@attribute iaa numeric
@attribute jaa numeric
@attribute kaa numeric
@attribute laa numeric
@attribute maa numeric
@attribute naa numeric
@attribute oaa numeric
@attribute paa numeric
@attribute qaa numeric
@attribute raa numeric
@attribute saa numeric
@attribute taa numeric
@attribute uaa numeric
@attribute vaa {MCG,MRVL,AO,GS,MS,OS,GMHBA,G,SCG}
@attribute waa numeric
@attribute xaa numeric
@attribute ptpa {'Western Bulldogs','GWS Giants',Hawthorn,Richmond,'Gold Coast Suns','Port Adelaide','Geelong Cats','Adelaide Crows','North Melbourne',Collingwood,'St Kilda',Fremantle,'West Coast Eagles','Sydney Swans',Carlton,Essendon,Melbourne,'Brisbane Lions'}
@attribute ptpb {Carlton,'Brisbane Lions',Essendon,'West Coast Eagles','Sydney Swans',Melbourne,'St Kilda',Fremantle,Collingwood,'Geelong Cats','North Melbourne','Western Bulldogs','Gold Coast Suns','Port Adelaide','GWS Giants',Hawthorn,Richmond,'Adelaide Crows'}
@attribute Result {win,loss}

@data
'Gold Coast Suns',Fremantle,0.850256,12,9.16,196.84,124.92,321.76,82.84,3.92,67.72,125.04,192.6,317.64,53.88,9.28,10.28,27.44,39.64,71.168,60.84,15.92,24.04,1411.24,14.04,31.56,27.48,7.32,50.608,58.52,60.88,14.64,23.68,22.212,43.848,23.808,6.008,14.776,8.064,9.6,9,169.2,124,293.2,63.8,4.4,39.4,119.6,168.2,287.8,42.4,8.2,15.8,22.8,34,73.08,39.8,17.4,13,1169.8,14.44,24.6,31.2,5.4,48.42,60.6,60,9.6,19.8,22.6,46.96,27.28,27.8,18.56,20.04,MS,47.936,-10.56,'Adelaide Crows','Brisbane Lions',win
'Brisbane Lions','Adelaide Crows',0.833758,10.28,12.96,186.88,99.64,286.52,65.44,0.44,55.6,132.2,141.24,273.44,48.72,8.16,5.28,30.8,55.84,64.088,41.04,18.52,15.84,1253.12,13.528,31.616,27.92,5.52,42.52,59.8,64.2,7.44,24.32,21.248,49.932,20.76,19.712,24.856,19.376,4.44,5,143.76,107.64,251.4,52.68,1.88,55.04,107.8,140.72,248.52,29,2.48,5.24,37.36,34.48,70.412,47.52,23.76,16.36,1066.68,7.24,24.96,41.84,2.68,37.98,59.4,57.44,6.76,11.76,15.088,40.72,25.752,21.52,20.008,22.008,G,25.024,-54.496,'West Coast Eagles','Gold Coast Suns',win
Melbourne,'Geelong Cats',0.608945,7.8,6.6,173.8,135.4,309.2,71.2,2.2,45.8,114.8,189.8,304.6,41,9.6,6.2,31,41,74.44,40.8,16.6,12.2,1253.2,10.16,25.84,35.8,6.4,47,58.8,56.6,7.2,16.8,19.12,40.88,28.32,20.04,22.04,20.12,11.96,10.04,168.8,117.36,286.16,57.4,1.08,52.52,120.76,162.36,283.12,44.72,9.96,4.32,24.16,37.52,68.324,48.04,16.12,16.96,1191.88,15.624,29.016,25.16,7.32,48.176,61.8,58.04,8.68,24.84,26.568,55.888,26.2,21.608,17.064,15.808,MCG,-3.52,7.136,Carlton,Carlton,loss
Hawthorn,'North Melbourne',0.517562,10.48,5.04,182.04,124.28,306.32,71.56,0.4,38.2,108.6,186.56,295.16,36.2,5.08,4.08,26.6,40.24,74.232,53.64,18.4,22.52,1205.56,9.48,18.464,37.8,6.24,64.996,71.56,69.08,5.32,16.12,29.164,44.648,24.904,22.408,24.904,17.616,8.64,11.2,148.44,131.48,279.92,47.64,6.92,52.76,120.4,160.48,280.88,39.84,11.68,9.52,37.28,41.08,71.568,39.76,22.72,13.48,1143.68,14.28,27.96,30.84,5.6,38.444,56.2,48.8,8.24,22.6,21.592,56.936,22.304,25.424,24.432,22.44,MRVL,16.736,-5.536,Richmond,'Sydney Swans',win
'West Coast Eagles','Sydney Swans',0.250707,6.048,5.648,173.016,100.512,273.528,67.064,3.536,39.16,116.904,151.696,268.6,35.992,6.4,10.44,36.984,51.688,66.0896,47.896,10.984,15.8,1118.128,16.8848,25.904,35.752,3.4,38.3296,61.784,44.016,5.608,15.832,16.8664,43.9384,26.952,22.8512,24.8512,24.6544,6.04,9.248,166.016,109.48,275.496,70.496,1.888,59.448,106.72,155.824,262.544,41.896,12.032,8.24,41.04,31.896,68.044,42.64,13.608,17.04,1213.992,9.712,24.3296,31.72,4.536,35.2192,57.408,54.56,14.424,16.808,14.4384,40.1536,24.0096,24.9424,23.8608,25.5824,MS,-44.4352,-20.8128,'Port Adelaide','Western Bulldogs',win
Collingwood,Essendon,0.381116,9.384,9.696,180.12,120.072,300.192,77.104,0.848,62.92,124.632,169.632,294.264,46.16,8.784,11.032,50.968,29.536,70.6264,47.032,23.32,16.416,1352.872,14.504,24.4624,27.432,5.448,47.604,50.224,59.776,13.84,19.64,20.5872,43.0176,26.2208,32.4816,28.7728,17.152,8.68,3.88,164.96,109.72,274.68,57.52,8.48,55.76,114.12,147.92,262.04,36.2,5.48,8.68,31.56,50.8,68.264,51.24,13.16,14.84,1163.44,10.128,21.016,39.92,6,75.6,70.08,72.64,9.6,11.92,23.856,32.236,23.408,24.264,19.568,21.816,MCG,5.7728,0.352,'GWS Giants',Carlton,loss
Carlton,'St Kilda',0.560925,7.84,9.544,204.328,112.464,316.792,86.408,2.208,46.936,122.48,190.088,312.568,47.088,13.152,8.952,28.08,43.136,68.5136,52.536,13.728,13.52,1340.784,11.6544,32.2128,27.144,4.968,38.2968,70.528,69.752,7.104,20.328,17.2688,43.8056,23.3104,26.9536,17.8512,23.784,13.304,3.744,183.864,130.088,313.952,84.152,0.6,50.88,116.904,188.312,305.216,37.44,9.256,11.2,31.184,36.8,71.1688,47.08,15.848,15.36,1352.064,12.4272,26.2928,28.192,8.072,60.688,56.704,58.472,6.376,21.344,35.212,56.672,31.7504,25.2832,23.9136,19.4432,MRVL,0.9344,14.9952,Essendon,Richmond,loss
'Geelong Cats','Gold Coast Suns',0.308879,7.992,6.008,200.96,108.272,309.232,101.08,1.016,52.104,110.552,193.272,303.824,39.344,9.192,6.464,27.232,42.704,73.3448,42.408,16.024,18.592,1371.176,9.1248,22.8032,36.232,7.064,46.9952,52.36,57.208,8.936,16.968,20.0336,42.7776,24.24,18.3216,20.4128,20.1616,10.4,5.032,183.368,109.784,293.152,82.168,3.184,51.144,120.208,171.32,291.528,50.776,9.056,10.856,39.088,38.328,68.2336,55.368,14.384,20.808,1278.248,14.808,31.312,23.096,7.864,63.4816,62.904,56.176,14.128,16.736,20.4424,32.7696,26.7616,24.2016,20.9552,11.6128,GMHBA,3.8272,19.9872,Melbourne,Fremantle,win
'Western Bulldogs','North Melbourne',0.534748,9.544,7.296,166.168,130.776,296.944,62.696,2.848,48.304,124.912,168.4,293.312,42.096,11.984,13.944,17.624,32.224,69.6432,38.096,17.536,13.784,1198.576,11.608,24.9536,34.632,3.344,51.6544,53.376,57.136,7.328,18.824,22.6936,44.6472,24.0608,21.6112,17.3328,17.064,8.128,7.04,174.488,144.696,319.184,61.528,2.984,48.152,136.88,180.896,317.776,34.368,7.136,9.104,33.856,35.416,69.0336,42.352,21.344,12.296,1263.136,11.856,38.592,35.768,4.32,50.3288,61.64,57.76,6.448,16.52,23.6784,47.7872,21.4608,25.0848,25.8864,22.488,MRVL,24.6592,-4.3072,'Sydney Swans',Hawthorn,win
'Brisbane Lions','Port Adelaide',0.336325,10.056,20.992,196.576,88.728,285.304,77.088,2.488,65.52,131.24,144.248,275.488,58.544,16.832,17.856,29.36,44.768,66.1776,33.808,19.704,16.768,1339.424,13.7056,26.3232,22.384,8.304,30.744,47.16,63.24,19.888,33.664,17.3696,57.1864,22.152,17.9424,19.9712,17.8752,13.52,10.72,204.12,113.04,317.16,92.4,2.48,52.16,120.84,189.68,310.52,50,12.16,14.52,21.24,36.12,74.916,39.24,15.4,10.8,1418.8,8.976,23.552,29.08,7.36,55.076,43.92,61.88,14.52,24.64,27.092,49.36,27.352,23.96,27.168,21.624,G,34.6048,51.904,'Adelaide Crows','West Coast Eagles',win
'Adelaide Crows',Fremantle,0.50284,6.488,4.2,158.352,77.528,235.88,67.336,1.176,55.008,94.36,128.144,222.504,28.2,4.496,4.248,26.672,34.096,71.3624,49.504,18.352,19.272,1079.736,8.448,19.992,46.768,4.536,63.596,62.28,46.688,4.552,10.352,23.0176,36.704,23.1504,18.304,21.0016,20.4016,8.32,4.2,164.24,107.2,271.44,77.56,1.68,48.68,112.72,152.84,265.56,33.28,8.04,15.16,18.96,30.8,72.056,46.36,19.48,13.8,1185.16,9.888,19.92,38.24,3.48,55.364,56.12,63.2,8.32,15.16,25.16,45.552,27.456,27.56,19.712,16.008,MS,-40.4992,-12.512,'Brisbane Lions','Gold Coast Suns',loss
Melbourne,Richmond,0.357498,6.36,7.72,156.36,119.88,276.24,55.84,0.44,46.76,114.96,155.56,270.52,45,6.72,6.04,32.6,45,65.608,34.56,18.52,15.24,1113.84,11.032,28.168,31.16,3.68,41.4,57.36,51.32,7.84,15.36,14.224,34.256,22.664,21.008,22.408,23.024,9.088,7.304,153.464,155.664,309.128,64.264,1.704,47.776,119.24,195.328,314.568,39.872,8.544,6.64,23.656,44.576,70.2344,53.648,16.304,15.68,1209.912,15.504,18.4736,23.408,8.032,48.476,60.872,59.096,8.712,18.64,22.9672,46.8976,27.4208,27.0336,24.5424,26.0224,MCG,-3.104,-25.7664,'Geelong Cats','St Kilda',loss
'GWS Giants',Hawthorn,0.250139,9.032,6.648,165.08,121.272,286.352,69.568,0.968,49.432,113.688,161.784,275.472,35.768,7.176,7.688,22.496,41.432,67.4208,53.928,15.872,24.984,1166.16,11.0336,31.5232,37.176,6.184,60.2536,57.08,49.672,5.864,14.864,24.832,41.6192,24.9312,25.0832,24.2832,13.584,8.496,9.008,158.008,114.456,272.464,48.712,3.28,62.84,111.32,150.912,262.232,43.24,7.416,7.216,28.52,59.248,65.7264,45.928,13.28,21.304,1137.112,7.896,24.6928,27.56,4.448,44.9992,62.312,64.216,9.864,19.224,20.0728,44.4496,19.9808,26.4816,21.9808,23.5232,GS,-2.6752,6.5472,Collingwood,'North Melbourne',win
'Geelong Cats','Brisbane Lions',0.318703,11.9984,10.0016,187.392,131.2544,318.6464,85.016,1.8032,60.0208,118.1104,203.4544,321.5648,47.8688,13.0384,9.2928,31.0464,43.7408,70.98896,54.8816,12.0048,21.3184,1379.8352,15.82496,23.56064,22.4464,7.8128,47.87904,49.672,57.8416,11.3872,24.9936,24.80672,51.75552,22.848,26.66432,23.08256,23.03232,11.6112,14.5984,176.1152,100.1456,276.2608,72.2176,1.2976,59.504,120.648,148.0496,268.6976,50.1088,12.9664,13.9712,40.272,40.9536,71.07552,33.1616,15.9408,12.9536,1282.2848,15.74112,24.26464,27.6768,6.4608,43.1088,45.432,48.648,8.7776,27.5328,23.47392,54.79728,18.4304,18.58848,18.99424,16.57504,SCG,30.36544,36.52096,'Gold Coast Suns','Port Adelaide',win
Collingwood,Hawthorn,0.275264,7.4768,6.7392,166.424,148.0144,314.4384,62.6208,1.7696,52.584,125.7264,187.5264,313.2528,42.032,8.1568,7.0064,42.9936,46.7072,68.44528,33.4064,21.464,12.8832,1270.5744,9.9008,25.89248,26.2864,6.6896,49.5208,54.0448,61.5552,10.768,15.128,17.79744,35.88352,30.24416,18.49632,25.75456,17.4304,7.2992,7.4016,147.6016,115.6912,263.2928,56.1424,3.056,51.768,97.464,158.9824,256.4464,39.048,9.4832,5.4432,36.104,33.4496,68.90528,51.5856,12.256,25.0608,1071.4224,16.5792,22.93856,15.912,4.8896,40.11984,63.6624,57.6432,10.7728,18.2448,18.73456,46.80992,23.99616,26.29632,26.39616,9.70464,GS,-10.84544,-25.89056,Essendon,'GWS Giants',win
Fremantle,'St Kilda',0.160295,8.064,5.64,190.448,91.84,282.288,102.712,5.136,42.536,100.944,176.968,277.912,41.056,13.608,11.832,28.592,29.36,78.4112,41.272,17.496,13.16,1293.032,8.9776,16.984,38.048,6.296,56.7528,57.624,61.44,7.264,14.232,19.912,35.1904,25.4912,22.512,21.9424,20.2016,11.4608,6.3488,184.7728,108.4176,293.1904,88.8304,5.72,39.776,104.1808,185.6624,289.8432,39.488,16.2512,13.44,24.6368,35.36,75.35376,39.016,18.3696,17.472,1261.6128,15.48544,18.25856,25.6384,7.2144,52.1376,52.9408,53.2944,8.4752,21.8688,29.0424,55.3344,26.35008,26.05664,23.78272,20.88864,MS,13.4976,17.39904,'Adelaide Crows',Carlton,win
'West Coast Eagles','Adelaide Crows',0.865576,10.0096,9.9296,189.8032,103.3024,293.1056,87.0128,3.1072,47.832,120.9808,171.9392,292.92,44.7984,9.28,10.888,44.1968,41.5376,70.89792,33.5792,14.1968,13.56,1315.6256,16.37696,28.1808,25.5504,5.48,42.86592,53.9568,55.2032,11.5216,23.1664,22.09328,51.34768,24.3904,22.57024,18.97024,20.93088,4.4976,8.84,167.6704,121.9056,289.576,76.6672,1.8352,42.2016,103.672,180.8288,284.5008,39.24,5.6992,8.8496,19.7344,32.4192,74.43248,41.9008,14.0704,17.4544,1159.9472,6.6896,22.9984,35.7536,2.5072,35.5992,61.256,55.7376,11.3104,13.2704,12.20352,33.9808,23.63008,18.6608,23.20032,16.08032,G,18.31296,-24.09984,'Sydney Swans',Fremantle,win
Melbourne,'Gold Coast Suns',0.227844,7.672,4.744,164.872,147.976,312.848,71.968,0.088,45.352,115.792,194.312,310.104,43.4,8.544,9.208,33.72,44.2,72.9616,50.912,18.904,16.648,1240.368,13.2064,19.6336,27.832,6.336,53.96,69.072,62.264,7.968,14.272,17.7248,32.9312,25.5328,47.2016,4.4816,17.6048,8.48,4.2064,165.4736,93.1568,258.6304,68.4336,2.2368,64.6288,112.0416,147.064,259.1056,33.3552,5.0112,9.3712,34.2176,28.4656,65.80672,53.4736,20.4768,12.9616,1216.4496,11.9616,25.2624,33.4192,4.7728,58.37632,58.9808,50.4352,7.6256,14.5472,26.16848,45.19392,20.35232,21.84032,20.19104,15.32256,GS,-22.2208,-25.60256,Richmond,'Geelong Cats',win
Essendon,'North Melbourne',0.710297,9.736,3.176,171.392,101.144,272.536,65.104,2.496,63.152,115.624,154.384,270.008,36.04,9.096,6.536,16.712,57.36,71.8928,46.248,12.232,19.768,1194.288,13.0256,31.2032,33.584,5.2,68.48,63.616,57.728,17.92,14.384,27.0112,39.8072,26.6816,17.8528,20.9136,21.3632,5.6256,7.808,158.8976,119.3392,278.2368,63.5056,1.3968,50.4304,122.576,152.9792,275.5552,38.8736,6.2272,13.8208,33.1712,38.2832,70.84672,42.0704,18.6688,16.8592,1147.8272,12.3712,23.7184,30.3536,2.464,43.42576,63.528,59.552,10.0896,12.904,14.73568,33.55744,19.29216,22.01696,18.17728,14.4976,MS,12.0704,-40.06144,Collingwood,'Western Bulldogs',win
'Port Adelaide','GWS Giants',0.516998,7.504,11.744,160.824,113.008,273.832,57.68,2.896,60.032,108.168,157.936,266.104,38,5.632,6.104,27.448,55.224,72.1832,35.048,12.68,14.16,1173.36,6.7952,35.7104,33.816,4.672,35.0152,44.784,48.376,18.104,20.928,19.0984,55.552,23.4704,23.792,22.4336,22.3248,12.2064,5.3296,198.616,133.0544,331.6704,109.9136,3.3936,50.6864,114.7376,214.7568,329.4944,27.9536,9.4352,11.9376,22.0992,37.0864,72.92416,45.1856,23.9744,14.5968,1473.232,10.20672,23.30464,31.4352,6.8368,73.25072,57.016,61.9344,7.5728,16.5728,44.9664,60.64384,24.98624,26.01664,26.85664,15.7168,MS,-19.2192,26.66496,'Brisbane Lions',Hawthorn,win
Richmond,'Sydney Swans',0.600547,11.4176,7.0608,174.6928,155.1328,329.8256,78.4528,3.5408,39.1552,119.848,203.0656,322.9136,39.1744,12.1088,10.928,15.1312,34.5152,72.52688,46.7296,16.8608,18.336,1277.1824,13.1008,17.69472,32.6816,7.2064,51.4552,64.1744,69.4192,4.9424,22.128,29.23344,56.57952,46.48416,5.40672,26.90848,16.20448,6.008,7.4496,152.4032,136.296,288.6992,67.6992,1.1776,49.4896,99.744,178.3648,278.1088,32.3792,11.2064,8.048,16.208,37.5792,73.3688,39.728,13.1216,15.408,1157.1984,8.9424,20.86592,35.144,5.7072,41.36384,57.0816,52.512,7.6848,14.5616,18.88768,45.39072,27.80192,25.98848,21.77216,23.11648,G,16.44672,-31.36256,Melbourne,'West Coast Eagles',win
Carlton,'Western Bulldogs',0.333365,7.968,7.5088,178.4656,98.4928,276.9584,84.4816,1.2416,38.1872,104.496,172.4176,276.9136,35.8176,10.6304,12.1904,26.416,36.6272,74.82272,51.3072,17.1456,17.904,1182.5568,10.33088,20.44256,28.6288,4.9936,39.65936,55.7056,54.7504,10.2208,20.0656,22.81376,57.24112,26.66208,23.39072,22.57024,23.7568,12.3088,8.6592,166.0336,158.9552,324.9888,68.5392,2.9696,45.6608,120.9824,204.88,325.8624,43.6192,14.3968,15.5888,15.5248,48.8448,75.12864,37.2192,17.9072,17.1568,1266.1152,11.3216,24.99072,34.1264,8.6688,53.69088,58.6752,62.6272,4.6656,22.9648,28.13872,52.52944,20.81216,18.32224,21.46656,13.4128,MS,-14.21312,44.13184,'St Kilda','North Melbourne',win
'Geelong Cats',Collingwood,0.69004,11.19968,7.60032,191.0784,124.65088,315.72928,77.0032,0.36064,64.80416,127.62208,182.29088,309.91296,39.97376,11.40768,5.05856,23.80928,42.34816,70.597792,53.37632,18.40096,24.26368,1355.16704,13.164992,28.712128,34.08928,7.96256,47.815808,55.5344,54.76832,9.47744,23.39872,28.081344,58.751104,19.5696,18.332864,21.616512,15.606464,7.89536,10.14784,169.2848,160.80288,330.08768,59.72416,2.75392,45.7168,124.34528,203.10528,327.45056,46.0064,6.43136,6.20128,28.59872,46.94144,73.129056,37.88128,19.4928,14.57664,1247.71488,10.98016,22.178496,28.45728,5.33792,47.58416,64.40896,65.91104,6.9536,16.6256,17.159488,36.136704,31.048832,24.699264,23.150912,21.48608,OS,27.673088,23.430912,'Brisbane Lions',Hawthorn,loss
Essendon,'Western Bulldogs',0.680736,9.1472,11.0352,179.8784,148.2288,328.1072,55.4208,6.8992,65.4304,123.9248,189.2768,313.2016,41.608,7.4192,7.7072,28.9424,49.072,71.89856,58.0496,16.8464,19.9536,1314.8576,10.60512,26.24064,37.1168,5.84,39.376,63.1232,66.7456,9.984,25.2768,22.12224,60.04144,23.33632,21.57056,23.18272,18.27264,8.06176,8.93184,167.60672,142.19104,309.79776,55.30784,6.99392,52.33216,115.39648,189.776,305.17248,51.12384,8.47936,7.91776,25.50496,28.96896,72.545728,31.44384,19.58144,13.03136,1223.62304,13.26432,23.998144,26.82528,6.53376,45.778176,60.53504,62.12544,13.73312,17.39296,16.187744,34.665888,25.162432,23.664448,20.293312,18.68256,MS,13.61408,-32.773632,'North Melbourne',Carlton,loss
'GWS Giants','Brisbane Lions',0.411391,7.24128,9.06592,177.3232,150.61088,327.93408,80.38272,3.87872,46.13728,126.14752,199.75136,325.89888,31.99072,10.68704,10.38752,20.41984,40.21728,71.064832,51.43712,13.59488,15.71936,1295.4464,6.041344,25.660928,39.88704,6.16736,44.650144,57.8032,71.58688,6.31456,16.11456,23.55328,50.928768,22.997248,24.203328,19.371328,18.14336,7.12224,10.91968,154.42304,87.22912,241.65216,50.44352,1.85952,61.5008,111.3296,120.00992,231.33952,44.42176,10.59328,9.19424,36.8544,39.39072,64.695104,40.23232,23.18816,18.59072,1089.25696,13.148224,22.852928,25.53536,5.29216,40.62176,52.2864,55.3296,7.35552,17.50656,15.894784,38.879456,19.68608,22.717696,19.798848,15.315008,GS,-8.267008,-14.295808,'Port Adelaide','Geelong Cats',loss
'Sydney Swans','Gold Coast Suns',0.480613,3.6016,7.88992,173.68064,125.6592,299.33984,67.93984,1.03552,54.69792,106.3488,179.67296,286.02176,34.47584,6.24128,5.6096,7.2416,41.11584,72.19376,50.3456,18.62432,17.4816,1197.83968,6.78848,20.173184,45.4288,2.74144,26.752768,65.01632,67.3024,7.93696,13.31232,10.657536,38.758144,23.560384,19.197696,19.354432,19.623296,8.896,8.04128,167.49472,109.03136,276.52608,73.68672,2.84736,57.72576,104.80832,170.2128,275.02112,34.67104,4.20224,9.07424,22.84352,38.49312,72.121344,50.69472,17.69536,14.59232,1230.48992,11.39232,17.05248,33.88384,4.95456,49.595264,58.19616,64.48704,11.12512,18.10944,25.793696,52.478784,28.070464,26.368064,23.038208,19.064512,SCG,-12.672512,-18.720512,Richmond,Melbourne,loss
Richmond,'North Melbourne',0.684633,5.48352,9.41216,182.93856,121.42656,304.36512,82.09056,11.10816,44.63104,108.7696,187.01312,295.78272,50.23488,8.82176,6.9856,28.62624,42.90304,73.865376,52.54592,17.77216,19.6672,1244.23648,7.62016,23.538944,32.13632,3.84128,30.29104,69.63488,67.48384,4.18848,17.2256,11.846688,35.475904,28.296832,18.081344,22.381696,18.240896,6.72512,10.3616,178.97952,99.86784,278.84736,57.50112,0.27936,52.48608,125.3152,140.19584,265.51104,45.37472,3.64544,6.76416,32.23424,45.25664,68.089344,50.81408,19.73376,17.77184,1166.36544,11.47424,27.74368,33.27072,2.0928,38.125152,67.9056,62.3104,6.01792,17.7808,14.867136,39.031488,18.858432,20.403392,23.635456,14.89952,MS,9.689344,-19.212288,'Sydney Swans',Essendon,win
Carlton,'Port Adelaide',0.337189,14.3936,7.10176,196.49312,94.89856,291.39168,72.89632,2.64832,42.03744,125.6992,156.88352,282.58272,39.96352,10.12608,8.83808,35.6832,40.92544,70.324544,49.46144,13.02912,19.5808,1246.91136,14.066176,25.088512,41.72576,10.59872,66.091872,60.74112,59.75008,7.64416,21.61312,35.762752,54.408224,27.332416,27.678144,24.514048,27.75136,8.7008,9.5488,183.3648,115.4016,298.7664,63.536,6.1792,48.0064,126.4336,165.1872,291.6208,48.4,5.9264,6.8208,31.8896,50.2448,70.83664,45.4096,15.336,11.632,1237.072,13.35904,36.14208,27.5632,5.7344,43.00304,68.1568,56.0752,10.8208,20.1856,17.89968,42.4704,20.69408,25.7584,21.48672,21.46496,G,38.757376,9.75616,'Western Bulldogs','GWS Giants',loss
Hawthorn,Melbourne,0.636602,3.85984,8.68032,185.52032,121.53824,307.05856,91.22848,0.6112,40.7536,105.0928,196.59648,301.68928,33.4096,7.49664,8.28864,21.6208,45.08992,73.381056,47.11712,14.4512,20.21216,1241.48448,7.31584,21.587712,32.7824,1.77792,23.063968,65.53248,65.12864,9.35456,16.44896,11.266912,49.361984,26.799232,19.259264,20.279232,19.940928,11.1344,7.3488,170.5744,115.1952,285.7696,67.9936,2.4176,40.2704,124.7584,155.6624,280.4208,47.08,11.3088,12.2416,30.744,36.04,69.07232,50.9824,15.7808,16.9296,1174.4736,14.64128,22.92672,26.3664,7.6672,58.792,67.4144,58.8528,7.1936,18.8544,23.54496,39.94624,30.10656,31.44032,19.89632,24.52096,GS,-30.778112,9.15584,Collingwood,'Gold Coast Suns',loss
Fremantle,'West Coast Eagles',0.465427,11.2128,6.728,182.8896,107.968,290.8576,91.7424,1.0272,34.9072,104.9888,182.5936,287.5824,42.6112,13.1216,10.3664,27.3184,38.672,78.24224,40.2544,21.0992,14.632,1256.2064,11.79552,23.3968,30.0096,8.4592,54.95056,54.7248,58.688,7.8528,20.4464,26.3024,47.99808,25.09824,21.5024,17.38848,18.04032,10.00192,7.58592,181.96064,103.86048,285.82112,89.40256,2.22144,44.7664,104.19616,186.38784,290.584,48.15968,9.056,10.9776,31.23936,41.10752,75.859584,41.91584,16.43936,17.112,1264.72512,16.275392,20.63616,20.31008,5.896,50.653184,55.59136,57.44064,11.10432,19.83328,20.738656,41.309536,21.87808,21.514048,26.794048,27.186176,OS,7.49952,30.062592,'St Kilda','Adelaide Crows',loss
'Adelaide Crows','St Kilda',0.087148,4.89952,4.968,177.53408,139.58112,317.1152,96.93344,1.16704,41.24032,96.7344,219.36576,316.10016,27.048,5.13984,8.16992,17.54688,29.68384,76.086496,46.78016,17.21408,17.09088,1284.78944,5.33792,17.59968,37.55072,2.90144,47.11984,58.6512,55.94752,9.46208,10.65408,19.080704,40.15616,23.726016,19.73216,27.640064,23.216064,11.09216,6.86976,168.95456,105.68352,274.63808,70.56608,5.944,33.5552,109.63616,157.93248,267.56864,39.8976,8.85024,7.488,32.92736,33.472,72.590752,40.6032,15.67392,21.0944,1122.72256,18.097088,18.651712,29.92768,3.84288,52.34752,56.98816,53.85888,11.29504,21.17376,27.80848,53.06688,30.270016,23.211328,16.756544,22.177728,AO,-31.219968,-1.320192,'West Coast Eagles',Fremantle,loss
'Gold Coast Suns','Western Bulldogs',0.294751,12.1792,12.808256,182.298944,109.806272,292.105216,65.137344,1.369472,56.345152,126.561664,164.44256,291.004224,49.334208,7.240448,5.814848,36.568704,42.898624,66.344269,54.138944,18.739072,25.318464,1250.097984,14.278464,29.410496,35.576768,4.190912,43.439053,66.039232,72.897408,7.025024,28.421888,24.758739,57.295757,27.614093,29.273613,27.607642,20.812902,12.812352,8.986368,177.521344,136.438208,313.959552,69.461568,1.398784,45.666432,125.479296,177.1552,302.634496,48.624768,9.695872,11.183552,17.900992,32.193792,70.349146,39.888768,17.516288,12.206272,1278.324608,14.652864,22.799629,33.365056,6.906752,49.155635,55.307008,54.825088,7.546624,25.878592,26.597549,53.573178,29.032486,22.73289,24.058662,22.736512,MS,21.855898,27.045274,'Sydney Swans',Essendon,loss
