home,away,percent,aaa,aab,aac,aad,aae,aaf,aag,aah,aai,aaj,aak,aal,zzzz,aam,aan,aao,aap,aaq,aar,aas,aat,aau,aav,aaw,aax,aay,aaz,aba,aca,ada,aea,afa,aga,aha,aia,aja,aka,ala,ama,ana,aoa,apa,aqa,ara,asa,ata,aua,ava,awa,axa,aya,aza,baa,caa,daa,eaa,faa,gaa,haa,iaa,jaa,kaa,laa,maa,naa,oaa,paa,qaa,raa,saa,taa,uaa,vaa,waa,xaa,ptpa,ptpb,Result
Essendon,St Kilda,0.21971142563950913,7.766006819853388,11.18642326962872,199.81040818395945,130.83569052341633,330.6460987073758,88.97454642859304,1.7092132212125406,71.56194874283418,124.69747667183802,200.82679314241042,325.52426981424844,40.03009379210492,9.244578728918214,10.755481866662482,51.14575390462301,47.170861510360155,72.51137819675799,49.56984852047303,13.265369502228577,17.261764664840616,1484.6823334569056,15.84266976076178,35.83445392637391,34.92391045219614,4.587361156805672,38.02366893320065,58.353650786081346,54.388229349705306,13.089102397794067,20.785460760848657,19.212905671459666,50.870624675906406,26.15258853381333,25.745065598975877,24.835727471162397,25.629145805147704,9.246009502002533,17.77169764640079,180.31146029956722,164.70992174845327,345.0213820480205,66.76704360660185,5.985749996715396,48.758465216990835,130.5255139593313,211.80586046468696,342.33137442401824,60.557301679571744,12.140750555129129,14.023623607026678,32.13894499676128,40.3498808258055,72.77274549599923,52.49636913490322,16.72255124795766,15.16514509558395,1342.3030316997601,19.627825548158874,15.295287182563797,43.5969312354994,6.886105597767602,32.9510763545509,64.88971024221803,65.60878620670267,10.260723644720184,28.4046293512268,15.492666463591679,46.983185874226045,30.725734282489356,25.288707291874413,26.202315104813245,26.979075305840485,MRVL,-70.74362467725558,-31.009188653272037,West Coast Eagles,Gold Coast Suns,loss
West Coast Eagles,North Melbourne,0.6165259166858263,19.65277232375125,10.156243480429893,216.57100082349044,171.64956965100401,388.2205704744945,108.21513948770027,3.5194500365298467,63.78173589199298,127.7990100866238,261.9428960394217,389.74190612604554,53.049734722086,17.32324667417389,12.843663857322095,39.82940744787107,43.95209104766185,79.05458197082402,34.956501842704526,18.415593898479855,12.891873003218073,1720.4267635631863,14.76963453661935,31.907461047155312,31.345805728272495,11.821652277538044,61.26053571571338,51.42896757367569,57.507726252184476,11.402434231376521,32.05673280811195,36.974705212557836,60.534373182124035,27.134671153671107,26.481892425884606,25.55034081819188,24.83569583825083,10.275724494753227,8.664196686922512,199.03115022887337,130.03788013959843,329.0690303684718,67.64872598689489,2.2312204036128582,77.87619762441645,154.25717478806712,162.71350923879012,316.97068402685727,51.36038098525446,8.133446617616919,11.262810882050454,53.50871363682847,39.95505994049549,65.42782359678546,59.001163780945106,17.389527929902986,18.28348456650454,1457.9865109468271,13.863953118198861,34.82548735735374,44.6472771353543,7.9253600794119965,55.7492008740696,79.46398769703228,66.76017661540565,16.87113188576913,19.05559835143721,20.028751469878497,36.891944296113294,26.680836664854468,29.117991693172165,23.37507592931003,30.354450460192677,DS,69.36634803892714,-28.39928845034826,Essendon,Adelaide Crows,win
Sydney Swans,Hawthorn,0.3509054903504937,14.219977994386984,9.004630351236681,202.69950053734956,173.44583175814603,376.1453322954956,72.39722370064452,3.091939451395514,79.41346503637057,157.38078353212953,215.77046947731614,373.15125300944567,44.93481433280136,13.028734332840239,8.422251772781932,34.55408669243314,46.95570235698139,72.05026114677159,52.142437800412004,21.75837344733766,22.788943019261872,1572.1058257753002,12.303286900091909,30.111711698765678,41.26695550321848,8.86884616436404,58.7947011690759,80.8108196318352,85.44422361327035,6.2317338278062575,24.246364050420716,32.14374661094455,54.230785817228515,28.610937938968007,29.115726707532403,25.92229633029831,25.34324812655012,14.535238065978003,11.434818953734018,240.327074890752,129.05055242161131,369.3776273123633,110.26075753665995,2.4099453368925126,55.00338966898329,133.18925694265,222.45203824943437,355.6412951920843,52.61177429033542,9.635910970885433,13.551947320910575,52.876477839517584,67.28265569104532,75.11976695206961,62.543248856072665,27.353402822060232,25.6904784586428,1631.6828534366432,19.738105754783142,29.845479689625236,35.8315784124066,8.790401422128364,52.26024242555357,67.0860226040139,69.38117524120177,14.334138729895194,27.85823933803519,27.863292701412924,53.1534847580408,28.503804958818513,27.059580421917712,25.538644764200455,28.866840955529483,SCG,31.30737283892879,22.774294860378077,Geelong Cats,Port Adelaide,loss
Fremantle,Geelong Cats,0.29465022790301915,7.759806647827952,7.235655514824918,198.61292695932121,138.10081368983163,336.7137406491528,83.14160770384524,2.0478653139357954,71.39430252124262,130.75811347119412,201.33852960681998,332.09664307801404,40.81989994298571,7.0731005993015295,10.13702228948484,33.15057844669247,58.08016344723206,72.47288220303999,49.324751874417885,10.422816875917164,13.42386940069155,1464.1387239764606,8.85774549525302,31.106442250989968,53.54071085595507,4.290857600540452,45.45912129183706,79.212677486607,69.22830777829759,12.701210964270787,16.909937266851575,18.811720742171715,41.28597581502211,30.33412191874369,23.87383190064189,24.20473388730769,23.787885116919984,9.909736951238482,6.966208952638015,197.60772277408205,149.12415465295726,346.7318774270393,81.82838544825556,3.7715413191297156,71.21152218533567,149.6754021500451,197.09581329361492,346.77121544366,51.80667955305061,12.726052503710727,12.8265496534522,33.3836514953615,46.920518814373025,70.81609976763058,54.20221139655369,22.39626523479843,21.78136385414393,1478.263178542067,19.67059184476186,22.636133459768388,30.36042689999605,6.27658398557599,48.638335363335344,82.27022248342749,78.99336323768738,16.231409831992693,20.304345185920692,19.20403120013838,39.205563230362145,28.545821420807563,25.57133103132402,24.724833900200302,25.571132361131266,DS,-32.11480079079966,-28.85048265004326,Melbourne,Sydney Swans,loss
Richmond,Essendon,0.9224093694279047,10.746593807900936,9.055538650075466,221.0337436739085,150.87044893606642,371.9041926099749,114.93065004752202,3.9760618853268457,73.24879185616008,137.77020281575247,233.43972765501843,371.20993047077087,46.61603811423597,12.470252779463728,13.115076661441002,54.55088978378619,41.352965705626914,73.30256677535492,56.81655611122075,15.642416526842624,23.113069911228056,1677.0184445354905,14.385476842723723,27.672522746819233,37.51340124715195,7.3639232764320965,51.849106166791266,62.063200432227056,61.15003634677913,4.006848771139023,20.74414482555387,23.142350388710195,44.68949574005755,27.678896064375156,23.210448319952533,29.80673327103367,28.33169579501927,12.753201363970678,13.437284653925746,203.96208163679188,158.16713810468326,362.12921974147514,90.59490928571861,3.541842644242508,68.71238974856684,153.73949533436763,217.76535862848212,371.5048539628497,52.006018758420986,10.648915745783643,18.151096373332496,37.4291507809246,55.834172302072034,74.1822756393516,41.913969704094605,19.453073900445716,16.252352932968122,1572.9364666913812,13.168533952152355,33.16689078527478,39.784782090439236,8.117472231361134,43.764733786640136,63.67073015721627,69.27764586994107,11.417820479558815,28.957092152169732,24.242581134291935,55.29412493518129,30.230517706762665,24.149013119795175,25.96714549423248,29.125829161029543,MCG,-12.705228639092594,-22.948724935451118,Western Bulldogs,St Kilda,win
North Melbourne,Port Adelaide,0.6758009136199365,10.855144898950646,6.5328393373845035,197.4062300457747,135.6075760279197,333.01380607369435,74.32974519737898,1.2462440807225716,63.57523952488329,140.45143495761343,186.94270184775803,327.39413680537143,48.6720761970509,10.426689323523384,12.652562176410092,65.9017427273657,38.3910119880991,69.88556471935709,55.00023275618902,22.6779055859806,25.25669691330091,1425.1973021893655,18.77279062363977,37.96509747147075,33.72945542707086,4.7850720158824,53.06984017481392,63.09279753940646,61.35203532308113,16.17422637715383,20.611119670287444,22.3257502939757,42.41838885922266,23.336167332970895,32.82359833863443,24.675015185862005,22.070890092038535,12.24737592170747,7.781178882990275,197.23669749129897,151.2885263857919,348.52522387709087,66.76280708104348,4.4996979695325985,64.32873386134177,149.63269278033349,196.31505761014822,345.9477503904817,50.36489861732548,3.6526077015343734,7.273957639122772,24.660306562861834,63.13284480896655,70.00759268941698,64.61315047287121,26.926261229522645,27.812929205180907,1401.303716524055,14.478945732317765,31.849823367789728,36.55240778164486,5.045632381699569,59.24211346731425,73.20947201225661,72.14665433154676,13.443997174710415,20.764205210437193,24.55046234145282,41.803851405434784,24.096658038871723,28.364297430038256,24.410544696739183,29.46748828555658,MRVL,-31.279857690069655,-11.986183220956587,West Coast Eagles,Hawthorn,loss
Western Bulldogs,Gold Coast Suns,0.9121965536838511,11.954903060801389,11.696952527032312,208.13468064359918,186.50265377979903,394.6373344233982,101.88270413695803,3.4551948277596054,81.69977899962143,132.05704547071784,262.69728637511224,394.75433184583005,49.24219913177258,7.174872246215637,6.363437061508591,30.1597827841262,32.62000684581827,72.78831324265585,41.0421618994671,21.883420359108047,15.37367167651919,1719.2051369052729,12.514446544439583,34.522599639242756,34.979601202644844,6.437624134521456,53.37482103842122,58.616656301493336,59.67813020152195,12.811681942241576,22.491891218479314,24.28496763706233,45.92839322223437,25.93368566516827,28.713720240702663,23.338467553880026,28.392695639082696,20.362160087264293,8.918988620625331,221.28610893517416,165.02991508821881,386.316024023393,112.77167915626744,10.320456576294536,68.14368661092463,140.63267812683796,247.16976625932017,387.8024443861582,51.69274729030873,15.801420141251572,11.408148137985982,37.1741192506064,43.20459501432319,74.23820858171646,57.68849164928426,19.71358380780691,20.165407326409767,1732.291371117856,20.811047246156583,25.757429872563886,43.11171165226793,15.25786610553738,67.02530343870278,59.400033343802264,59.132245003615594,10.919252694781811,30.601077589874013,39.8868588494626,59.18604756814198,29.15799281207301,30.047500258802337,26.44323248761733,20.738347492013293,CS,6.849892813816124,26.185874378169657,Richmond,Brisbane Lions,win
Adelaide Crows,Collingwood,0.8353494640674046,16.18944132400634,11.741622360638177,233.09479134392703,203.26632824432966,436.36111958825666,83.97310724831975,5.411059015097432,79.51451551784272,175.7742293167778,263.8917601870595,439.6659895038373,58.09237999858204,15.07513502211424,8.57112118300562,40.304700981328864,61.79400819260404,71.69113218058494,63.50420407353181,18.011588154246805,17.719761564014966,1789.8296890849774,18.899176022741678,33.61694029409911,41.98685847587734,13.9572171029294,53.0552061297498,85.55141444777696,92.95823519513384,19.246282598482498,30.57615946946505,27.960786889888844,52.72455567427597,25.25677037119864,29.024609283579395,24.6147425586812,28.692224045903764,16.92700626787471,10.743970032263023,211.51893328625488,177.07296638725524,388.5918996735101,91.25873727112966,6.418665413317307,78.10737746890298,152.38502195929243,242.50545177136348,394.8904737306559,62.637937350091555,16.834001641041706,16.57439929616799,35.1390454021928,54.038834709175056,75.05758680671556,50.673375899473804,17.954959023816734,16.25028149024805,1691.5576219170528,18.65487930781097,30.72285381489021,34.56564738796183,10.580584206510359,57.632723419366805,71.0562891195088,73.58006180531376,14.338163376170453,28.798779235889405,26.558814912538146,45.998779953760874,27.721383840535573,27.35104361191246,25.543117958220108,28.592165572868154,AO,52.88342862761749,28.672440379058095,Carlton,GWS Giants,win
Carlton,West Coast Eagles,0.05542241032178424,6.949862334659973,5.84075664988992,199.8624536557935,150.21964447340753,350.08209812920103,80.51172676120116,4.975660369280803,65.92474121151712,138.95198486494976,207.71583668071588,346.6678215456657,49.573574510253984,7.505265091664798,2.683355731345878,36.945326241429186,56.435195068218675,68.4928025093816,63.010158328808856,18.076475918295255,18.721337754917514,1451.6585145966892,12.052418803128079,31.123258009099843,39.76888429130406,5.040130752443445,44.55020896369836,90.57539238908127,81.83702850925904,12.998909432231413,15.718239694967808,14.02960995210234,32.005038477605424,27.543599970693297,28.797734160205973,26.373615495361342,25.288168663708433,16.730554464750252,8.43124869608598,215.3142001646981,128.7299139302008,344.04411409489893,103.24302789754006,2.3038900073059696,74.3563471783986,131.95980201732476,215.58857920788438,347.54838122520914,49.00994694441721,13.864649334834779,12.96873277146442,33.56588148957422,45.59041820953237,79.01091639416481,50.19130036854091,25.28311877969597,21.778374600643616,1612.8853527126375,14.95392690732387,35.38149220943106,34.2691611456545,11.16433045550761,61.45210714314268,56.685793514735145,58.7015452504369,7.880486846275305,27.211346561622392,34.03494104251157,55.46687463642481,28.426934230734222,29.296378485176923,27.110068163638378,20.967139167650167,MCG,-52.05866953750218,39.47326960778543,Adelaide Crows,North Melbourne,loss
Brisbane Lions,GWS Giants,0.06685088182447041,15.817032351645052,10.639911921334019,167.19661630688134,168.41520190114565,335.611818208027,65.92065804192991,1.1649146413183868,65.84685230742687,135.215052963325,197.84770554850988,333.0627585118349,54.612541120720024,13.061339715951085,10.632891350491736,37.214214075238296,44.24628646820069,71.369276530523,53.522343615523525,20.784757389962746,20.823048035547593,1400.641569468195,18.935185513397577,23.083222892418163,30.575819813760774,10.664251494344821,57.1205145091646,59.25439301876821,58.9477312038748,10.476779974307364,27.54234781789002,29.153057511661906,51.26378659510969,25.205332381444425,28.262585669299007,25.92006768428699,25.061600855137797,14.742281742329313,10.823525272881305,189.5290653978624,167.13767163812707,356.66673703598946,84.41110307126485,6.739308158536479,61.20541089310706,146.81569292920403,210.93152520867704,357.7472181378811,51.988642646219006,13.018648272152923,12.213843395726665,40.237692051794056,45.32225504982606,69.07899529404888,60.70956561429074,16.743219264381402,18.508383578182734,1501.6504685645486,15.569470338341413,28.237437576255054,43.77744871035428,10.715121528793894,53.04098444028941,73.41986396069007,73.3953367634286,11.129633220492837,27.991941232854533,28.420701523116985,53.6983307882397,27.052182862851467,27.418351497475427,27.517372509127423,25.460686747178418,G,-29.684315630584862,-14.563347390751964,Gold Coast Suns,Collingwood,loss
St Kilda,Melbourne,0.5067765269822058,15.449201900400508,9.154339529280158,180.86229205991344,196.94198434969064,377.8042764096041,63.753408721320376,4.397149999343079,73.75169304339816,146.10510279186627,235.16117209293742,381.2662748848037,58.51146033591436,12.028150111025827,8.404724721405337,54.42778899935226,50.46997616516111,77.35454909919986,48.09927382698065,16.144510249591534,19.83302901911679,1535.6606063399522,19.925565109631776,33.05905743651276,41.51938624709989,10.177221119553522,63.23021527091018,71.37794204844361,65.92175724134054,9.252144728944037,24.880925870245363,26.538533292718338,42.51663717484521,29.14514685649787,27.057741458374885,24.24046302096265,31.395815061168097,12.246912950651351,13.565424903252707,232.90485624092577,219.01085475615702,451.9157109970827,97.34204451219048,4.647588967729749,86.51604492257849,151.8378088959644,293.20003628721435,445.0378451831787,63.16570381195806,15.416726331071818,11.22457888052265,47.42167248866127,46.003403518342154,74.9249758579393,44.479866444719434,13.153628908903436,10.111034738112943,1892.1156912523634,16.214672982237488,27.880134879675012,33.574247053673304,8.778541323448328,40.41023434018929,69.96387539873406,79.19008542397789,15.410501799854574,30.219530834223306,19.85024342644332,48.35745765605513,29.46292370031251,26.136280067810613,27.7087089119402,25.135407675650463,MRVL,2.5981622693455932,20.58287470211104,Essendon,Fremantle,win
Collingwood,North Melbourne,0.231750190704585,11.385401253574942,9.348794006452605,203.103786657251,198.61459327745106,401.71837993470206,89.45174745422594,7.683733082663462,93.2214754937806,158.4770043918585,245.3010903542727,403.7780947461312,50.92758747001832,9.766800328208342,15.314879859233598,43.02780908043856,54.007766941835015,71.73151736134312,48.53467517989477,13.190991804763348,13.650056298049611,1740.7115243834107,10.730975861562193,35.14457076297804,41.31312947759237,6.1161168413020714,49.606544683873366,76.61125782390177,78.71601236106275,18.06763267523409,22.559755847177883,21.95176298250763,44.23975599075217,27.544276768107114,27.47020872238249,25.108623591644022,29.71843311457363,10.17102897979013,14.906567867476902,181.08124600915494,184.72151520558396,365.8027612147389,70.8659490394758,9.049248816144516,51.91504790497666,146.49028699152268,222.98854036955163,369.4788273610743,48.13441523941019,15.685337864704678,8.930512435282019,41.18034854547314,38.87820239761982,69.81711294387142,47.0000465512378,22.935581117196122,20.251339382660184,1412.2394604378733,12.754558124727954,27.59301949429415,29.145891085414174,6.55701440317648,40.21396803496279,64.61855950788129,68.27040706461622,7.234845275430766,25.72222393405749,21.10515005879514,53.52367777184453,23.66723346659418,29.564719667726887,26.9350030371724,28.414178018407707,MRVL,-16.665511924188383,-28.655971538013933,Adelaide Crows,Port Adelaide,loss
Gold Coast Suns,Fremantle,0.2485124251503151,10.47243201745286,10.583797724125066,201.85722178703486,148.20598301764377,350.0632048046786,106.5543358312535,7.664091315258908,51.22873732218493,120.1265356253676,230.23395325186405,350.36048887723166,41.53854945806175,11.160284028250315,10.281629627597196,35.43482385012128,41.440919002864646,72.7676417163433,57.13769832985685,15.942716761561382,22.433081465281955,1484.0582742235713,15.162209449231316,22.151485974512777,41.42234233045359,8.651573221107476,47.08506068774056,61.48000666876045,54.22644900072312,5.383850538956363,21.320215517974802,24.377371769892523,50.7972095136284,27.8315985624146,30.00950005176047,20.288646497523466,29.14766949840266,8.75196132956559,7.047131102964984,191.72258539186424,161.22016273796632,352.9427481298306,70.22832154076904,11.60957306278716,76.67886050424853,137.3516226942388,216.26770592136398,353.6193286156028,40.16397998859714,6.214620119860307,7.627404457896969,38.630115689338496,50.01603268944642,72.334576440608,53.06495037488358,18.084563375183432,18.68477388013831,1475.2277447952922,10.771549099050604,36.221288450197996,41.90814217119102,6.458171520108091,57.09182425836741,76.6425354973214,69.84566155565952,15.34024219285416,15.381987453370314,21.762344148434345,38.257195163004425,27.066824383748738,29.774766380128376,21.84094677746154,21.757577023384,MS,-33.16282512436607,-20.022960158159933,Western Bulldogs,Geelong Cats,win
West Coast Eagles,Melbourne,0.9110145469089225,12.946110892950053,9.686249739217196,195.06284003293962,137.74598278604017,332.8088228189798,90.24860557950802,2.060778001461194,76.47126943567972,123.19196040346496,208.7177158415769,331.90967624504185,48.20198938888345,13.172929866966957,11.393746554292886,39.513176297914846,36.318083641906476,77.16218327883297,47.63826007370818,18.656623755939197,21.155674920128725,1519.3770705425275,13.990785381464775,33.07629844188621,30.8538322291309,8.632866091101523,52.290421428628534,61.737158702947035,64.54030905008739,12.776097369255062,24.64226931232448,26.806988208502315,51.09337492728496,23.685386846146844,26.859275697035386,28.422013632727676,26.193427833530034,11.24938259013027,9.113084980650541,192.98097124818517,216.60217095123141,409.5831421994166,86.6684089024381,5.72951779354595,58.9032089845157,138.3675617791929,267.44000725744286,405.80756903663575,52.63314076239161,12.683345266214365,11.044915776104531,40.68433449773226,49.20068070366843,74.90499517158787,48.895973288943885,12.230725781780688,14.022206947622589,1595.2231382504726,17.242934596447498,25.576026975935,41.91484941073466,10.555708264689667,54.40204686803786,69.19277507974681,56.638017084795585,5.482100359970915,21.243906166844663,21.570048685288665,40.07149153121103,29.892584740062503,26.227256013562123,25.54174178238804,29.027081535130094,DS,13.494653921557088,-24.683425059577793,Carlton,St Kilda,win
Western Bulldogs,St Kilda,0.8091646826359782,14.390980612160277,15.939390505406465,241.62693612871985,210.90053075595984,452.52746688467965,119.57654082739161,8.691038965551922,61.139955799924294,132.01140909414357,319.73945727502246,451.75086636916603,55.448439826354516,15.834974449243127,6.872687412301719,25.231956556825242,36.924001369163655,76.71766264853117,39.408432379893426,22.776684071821613,15.074734335303837,1855.0410273810546,15.502889308887916,26.90451992784855,31.79592024052897,8.487524826904291,44.034964207684254,54.12333126029867,61.53562604030439,15.362336388448316,33.298378243695865,25.89699352741247,59.745678644446876,27.186737133033652,24.742744048140533,25.667693510776004,24.67853912781654,15.089840380080101,17.83086790585603,189.7724584119827,175.38839686993813,365.1608552819208,83.15068174426408,5.679429999868617,68.35033860867964,139.62102055837326,229.43223441858748,369.0532549769608,59.702292067182874,18.405630022205166,12.880944944281069,41.28555779987045,40.49399523303222,74.51090981983997,43.219854765396136,15.228902049918307,13.566605803823359,1567.1321212679904,12.985113021926356,28.611811487302553,39.50387724941998,11.635444223910707,46.006043054182044,55.07558840968873,68.38435144826812,13.05042894578881,33.776185174049075,25.30770665854367,56.503327434969044,29.829029371299576,24.411548291674976,26.84809260419253,31.27916301223362,MRVL,39.76997856276323,29.31963245386912,Gold Coast Suns,Melbourne,loss
Sydney Swans,Carlton,0.9125185055582897,10.843995598877397,9.800926070247336,209.33990010746993,165.08916635162922,374.4290664590991,82.47944474012891,5.418387890279104,59.082693007274116,159.4761567064259,208.75409389546326,368.23025060188917,52.18696286656028,11.405746866568048,15.284450354556387,43.710817338486635,40.59114047139628,68.49005222935432,49.628487560082405,11.551674689467532,16.557788603852373,1522.42116515506,14.460657380018382,31.022342339753138,37.8533911006437,5.773769232872808,38.39894023381518,73.76216392636704,76.28884472265408,11.646346765561251,28.849272810084145,21.22874932218891,55.32615716344571,28.722187587793602,27.823145341506482,26.184459266059662,27.068649625310023,10.189972466931994,8.368151329977984,201.57249073115872,155.64392889468152,357.2164196258402,100.10234535224023,6.595132073856162,65.18494824230342,125.39039697298996,230.34316733614318,355.73356430913316,44.314714902050795,10.301053018332961,12.536671146269175,41.78906524828584,44.08703901364374,77.61856050187633,54.20203166576177,20.41529518365905,17.344267550983503,1556.731702919338,15.410483760625617,33.22465160181997,36.753776858260814,8.208026150488688,45.55004179273968,70.91507847781625,66.76740570185181,11.399781886446284,22.343647938993563,23.285921990420473,51.04100769552109,27.50871999413866,26.759546832041195,30.27472309907227,26.057633732741685,SCG,2.2614745677857577,-16.01173390750044,Hawthorn,West Coast Eagles,win
Geelong Cats,Adelaide Crows,0.38159918887892086,10.781947390247698,10.993241790527605,209.92154455481642,181.82483093059145,391.7463754854079,101.96567708965112,4.754308263825943,81.44230443706714,149.935080430009,249.01916265872302,398.954243088732,50.36133591061012,9.745210500742147,12.965309930690442,35.4767302990723,37.3841037628746,73.68321995352613,45.24044227931074,20.479253046959688,20.356272770828788,1695.6526357084135,14.934118368952372,27.52722669195368,30.872085379999213,6.055316797115199,51.64766707266707,72.4540444966855,76.59867264753748,8.046281966398539,20.860869037184138,21.440806240027676,41.44111264607243,28.709164284161513,30.114266206264805,23.944966780040062,25.114226472226253,14.43788826480127,12.748324472127635,217.0189582687854,179.05326564886593,396.07222391765134,90.39462144966396,3.482211803019487,67.90290310356855,161.55484586335558,235.97835203741192,397.5331979007675,57.21847599971641,18.21502700442285,9.714224236601124,36.060940196265776,55.55880163852081,70.898226436117,51.90084081470636,14.002317630849362,13.143952312802995,1661.9659378169954,20.779835204548334,31.723388058819822,37.997371695175474,10.79144342058588,46.771041225949965,81.11028288955539,80.99164703902677,15.8492565196965,30.91523189389301,25.272157377977774,54.064911134855194,24.05135407423973,30.80492185671588,22.92294851173624,30.738444809180752,GMHBA,7.829903469991349,32.9766857255235,Fremantle,Collingwood,win
Essendon,Brisbane Lions,0.5568684676183517,11.350640272794136,16.28745693078515,198.3924163273584,134.03342762093666,332.42584394829504,87.71898185714373,3.108368528848502,83.34247794971338,140.34789906687354,193.95307172569642,334.30097079256996,52.801203751684206,10.12978314915673,8.4302192746665,32.28583015618492,43.16683446041441,68.27645512787032,41.98279394081892,17.490614780089146,15.250470586593625,1548.1872933382765,14.633706790430471,24.633378157054956,31.15695641808785,5.623494446272227,43.95294675732803,63.13414603144326,73.05552917398822,16.683564095911763,25.791418430433946,21.488516226858387,48.818824987036265,27.046103541352533,23.829802623959036,28.193429098846497,24.825165832205908,10.36340647032901,12.527982384266805,182.23932326137628,148.08304038022914,330.3223636416054,49.18413160838598,1.8329829282636774,79.56937046148538,145.44301059266502,176.369541109702,321.812551702367,50.922508224144,10.612267943190217,4.526578270098348,40.242842815047666,64.84925729364014,67.7938553061046,39.50446872310471,24.15695147799255,15.36460960710952,1401.728313893639,14.787037102679516,32.61664457848363,49.31516396275216,8.532850298868965,45.74410290183292,77.45087860375365,73.38954624077496,10.895355994861474,22.308469563578004,20.23061150233238,43.85275731902194,26.041066476288886,31.652517133859803,26.1840135368574,22.01232017102756,MRVL,-19.789744987090224,-69.13686312611698,Richmond,GWS Giants,loss
Port Adelaide,GWS Giants,0.4841906897903829,15.249475184341495,8.756235776598055,189.8473394982598,174.25770527715838,364.1050447754182,78.95256141620871,11.29993959390652,65.66574677226836,136.3265385560667,227.26301152202964,363.5895500780964,46.072979723465096,13.530521540306875,9.454791527824554,24.132061312572368,55.026568961793316,74.6415185378834,56.12263009457425,20.58525224590453,23.962585841036184,1490.6607433048111,22.895789146463553,23.369964673557945,37.71048155632897,10.609126476339915,57.52842269346286,69.84189440245133,67.22933086630935,10.688799434942084,26.55284104208744,33.39009246829057,58.12077028108696,28.819331607774345,28.672859486007653,22.882108939347837,30.89349765711132,20.548456348465862,13.364705054576262,238.7058130795725,189.4275343276254,428.1333474071979,82.48222061425298,13.347861631707296,80.24108217862141,189.3631385858408,238.98630504173542,428.34944362757625,71.9977285292438,19.403729654430585,12.042768679145334,45.64753841035881,45.864451009965215,69.97579905880978,60.94191312285815,14.548643852876282,23.701676715636548,1789.13009371291,23.113894067668284,37.647487515251015,40.75548974207086,14.143024305758779,53.56819688805789,74.68397279213801,80.27906735268573,23.02592664409857,38.39838824657091,28.5641403046234,53.29966615764794,26.410436572570294,30.483670299495085,29.503474501825487,24.092137349435685,AO,20.002763355808685,60.28733052184961,North Melbourne,Brisbane Lions,loss
Hawthorn,Richmond,0.8105530715335767,11.707047613195602,9.486963790746804,215.26541497815043,153.01011048432227,368.27552546247273,93.252151507332,5.281989067378503,75.80067793379666,125.03785138853,234.89040764988687,359.92825903841685,49.722354858067085,9.927182194177087,9.910389464182115,46.57529556790352,57.456531138209066,75.02395339041392,44.508649771214536,17.470680564412046,12.338095691728562,1641.5365706873288,10.947621150956628,37.96909593792505,42.36631568248132,5.758080284425673,47.092048485110716,72.61720452080279,71.47623504824035,16.46682774597904,24.77164786760704,23.492658540282584,49.83069695160816,24.7007609917637,25.41191608438354,23.10772895284009,28.773368191105895,14.949318761580187,6.611107730015094,237.80674873478173,171.77408978721328,409.580838521995,114.98613000950441,5.59521237706537,65.04975837123203,145.9540405631505,259.4879455310037,405.44198609415423,46.1232076228472,14.494050555892745,16.223015332288202,50.11017795675724,37.87059314112538,73.86051335507099,51.36331122224415,15.128483305368524,18.222613982245612,1769.0036889070982,16.877095368544744,28.534504549363845,41.10268024943039,7.87278465528642,61.569821233358255,71.61264008644541,62.63000726935583,4.801369754227805,24.148828965110773,32.46847007774204,52.37789914801151,27.53577921287503,27.642089663990507,24.961346654206736,26.666339159003854,MCG,8.554858972075616,12.658954272181482,Sydney Swans,Essendon,win
Geelong Cats,Western Bulldogs,0.5094814389243891,11.756389478049542,12.598648358105521,220.38430891096328,189.1649661861183,409.54927509708165,85.99313541793023,1.7508616527651888,83.48846088741342,164.3870160860018,237.00383253174462,401.3908486177464,54.072267182122026,10.74904210014843,11.39306198613809,38.29534605981446,63.47682075257492,70.17664399070523,55.448088455862155,16.09585060939194,18.471254554165757,1713.5305271416828,10.986823673790475,36.505445338390736,37.374417075999844,8.41106335942304,47.289533414533416,72.8908088993371,78.5197345295075,12.009256393279708,24.97217380743683,21.728161248005538,46.12822252921448,25.741832856832303,27.02285324125296,27.788993356008014,29.02284529444525,10.078196122432056,7.987878101081294,201.125387225744,186.980106151192,388.10549337693595,89.51530816547833,4.138207793110385,67.42799115998486,140.00228181882872,252.7478914550045,392.75017327383324,51.089687965270905,7.9669948898486265,9.374537482460344,29.04639131136505,49.78480027383274,75.10353252970624,54.28168647597869,24.555336814364324,22.21494686706077,1571.008205476211,16.100577861777584,26.38090398556971,35.9591840481058,6.497504965380859,44.806992841536854,71.62466625205974,67.50712520806088,17.472467277689663,22.659675648739174,19.579398705482497,43.949135728889374,24.43734742660673,28.948548809628107,21.1335387021552,15.93570782556331,GMHBA,25.56598069399827,-4.046004287447354,Adelaide Crows,St Kilda,win
