home,away,percent,aaa,aab,aac,aad,aae,aaf,aag,aah,aai,aaj,aak,aal,zzzz,aam,aan,aao,aap,aaq,aar,aas,aat,aau,aav,aaw,aax,aay,aaz,aba,aca,ada,aea,afa,aga,aha,aia,aja,aka,ala,ama,ana,aoa,apa,aqa,ara,asa,ata,aua,ava,awa,axa,aya,aza,baa,caa,daa,eaa,faa,gaa,haa,iaa,jaa,kaa,laa,maa,naa,oaa,paa,qaa,raa,saa,taa,uaa,vaa,waa,xaa,ptpa,ptpb,Result
Adelaide Crows,Port Adelaide,0.7383348201482408,15.547084199407495,8.196805369767107,200.9007632429366,170.95121259509128,371.85197583802784,89.70258707197331,3.656254848683341,68.41007787471517,124.22803933949672,244.53232675769019,368.76036609718693,50.571812718042864,17.17661121029677,5.487347411342585,44.96867421983,52.27848693017941,77.60921801487405,52.429033435872704,15.08646708941307,20.30518897492585,1587.9716725844503,19.32510504884231,28.19152978155541,41.31821542621388,13.497753508196908,62.25438237864691,72.7071603057786,65.4193739492795,9.389704808737536,25.400015434970502,30.7321918512484,50.3930525173727,26.71606840316909,25.71201082546173,28.88333040968373,27.538920240988055,9.377804244017732,9.476686469897304,223.63237783994524,118.63146054184324,342.26383838178845,82.03085098222441,2.6948684843058732,75.00565774953806,150.74886770176522,182.2392891113157,332.9881568130809,57.44866614914591,10.777450694279311,14.817437163762765,50.702842541248046,53.05968084017614,62.54017129564831,79.81593067263826,18.91575690759868,27.61843944104747,1506.7820316080556,14.670594923674201,29.08268277872555,45.84836171569321,4.995451748916709,46.445002911018626,80.23679069265482,81.01748073375322,9.732573685042926,20.211783283735457,16.518988488810848,35.85427594965193,28.307679601918412,27.80495846686448,25.057436470822292,29.484400561258685,AO,5.224302664714663,0.35753689014767653,Collingwood,St Kilda,win
Western Bulldogs,GWS Giants,0.5301343939381342,14.838884691470877,17.81575453495164,225.44182843293586,163.57999578174133,389.02182421467717,100.85082777925908,14.087892872328036,50.078901180637665,128.30066139787112,252.17449789033193,380.4751592882031,62.10642543465444,18.453347043035492,8.009028622569684,29.83204632634326,36.11987215939976,77.32567785581486,36.80567101773044,11.485515796191613,16.740864007724706,1604.2975977057558,24.35872415984835,28.383571607531977,25.437651514433036,11.712179795560628,45.009495366914365,55.951610844087156,55.271541251381215,11.308522995284186,32.95541968788482,24.232414296011715,53.34319477998549,31.695303020384852,23.93297034056557,22.204175252206543,27.957406062773053,13.571822354303452,13.970314037048665,208.63900257132133,175.18096221118216,383.81996478250346,61.17014932065903,12.274414719738004,107.06855761094467,155.27281290805115,230.12943911907553,385.4022520271267,52.64971272644915,10.161135103448341,3.1539816579055833,57.48234125505704,59.749258397879416,70.97488719007309,58.780021962800184,22.20007707267301,19.081793612781446,1705.9018961943393,18.93653166031903,52.04793376075604,43.043979579342654,9.930835493454971,46.547345446088784,66.99858349323634,73.14686834259645,15.11908373264081,29.190218605840244,25.753557076617074,55.46445802062115,29.62925412513686,25.06773048460729,26.612179289521933,26.064155570353417,MRVL,17.778075700058423,29.231898032289546,Brisbane Lions,Melbourne,loss
Sydney Swans,Fremantle,0.7992451019741461,14.802893005333152,11.367287448615107,194.19549328055606,141.79179168639334,335.9872849669494,73.24106524966946,4.240377099589434,80.27932465281943,141.09414289602609,185.71744827178338,326.81159116780947,46.96506040543164,10.181238943539501,11.207290250431571,35.45431754312911,48.39240269251446,72.4643487340834,58.522141695537144,23.875976820140878,24.081830602005212,1494.2800056126093,16.7864613357453,22.559715930172246,39.45380414885147,9.569434696550422,51.22945424000728,63.447328760026465,69.88496479290134,13.4286988064137,28.674735269358436,31.458866350305193,60.96873808373874,32.113934627329726,27.97297699681278,23.451671001847515,22.927983830729495,11.956395685682047,15.974327996321394,229.14815902692558,140.8753407191764,370.02349974610195,124.686334705387,6.9956643855519856,73.27380356808517,110.09652501327653,253.4134759734201,363.51000098669664,47.29178429428134,11.872527645866228,9.125780718057982,35.163242520880345,39.67971021730431,76.16639531148824,36.950816066510335,15.507593083846526,16.770270812958074,1724.4221021838976,15.156396189561415,31.028897229163288,37.846130356921265,6.80219058119577,47.17869608803616,60.9182936205294,65.42630386175034,10.512362180722999,25.60066430939537,25.294408772585236,54.03491798878556,28.85932659634529,28.57660053815903,25.721793498034035,23.985644698597902,SCG,37.36216005280098,14.62605099502931,Geelong Cats,Gold Coast Suns,win
Geelong Cats,Richmond,0.6385679998437396,9.718407112814559,13.203551148459434,206.3385720462369,176.70613776306013,383.04470980929705,101.34312660489223,7.124784465543448,80.77336742198592,146.36608496725245,246.88819536521936,393.2542803324718,50.54275854655709,13.277158614312263,10.055315136352863,38.72964900364685,37.80539342700178,71.46022712588332,59.69683282740742,24.385167472024364,25.607644171878434,1657.3567189528342,15.703459684667981,33.82862015366992,30.05854541927826,6.430092568203875,36.64197484722927,67.19984933357681,63.997705817052825,15.095254763691493,25.78421903938199,18.787986888446603,50.859684724116335,29.47088607309455,26.81300038182979,25.777730639937992,22.214913162120652,13.046715805333825,14.680116627366585,212.97518955849227,182.71999655585526,395.69518611434756,89.23689602374684,10.09558050520942,60.60033408193811,144.35484565068958,238.99957999506714,383.3544256457567,47.255531847295636,19.120474139238418,8.307651183030098,40.44803047690294,48.727899915027635,69.1794130894991,56.76934593133589,16.938929101607453,19.78574410651104,1605.4677249045271,16.349200171533464,24.718867745443163,35.12515923136842,10.49500054996473,44.67903605962686,69.95988347314152,74.49961294971379,9.980772577691262,29.16133933105968,27.797579884164023,62.01350076929339,27.173420880391134,26.670111142621813,23.457013081374885,24.630154235720724,GMHBA,-26.943983332697698,29.205284522429523,Sydney Swans,Hawthorn,win
Brisbane Lions,Gold Coast Suns,0.3331641171256823,11.998988270510495,10.63687169873198,198.7155116484289,150.21821765286188,348.9337293012908,97.01784650011383,4.06192993369846,56.228169915674485,120.46901301073842,225.01344290590797,345.48245591664636,38.56607051075653,10.920760277748123,12.894157849141434,46.133300073975455,45.634452355767664,74.05271580041496,41.14303100786567,18.223405461766845,10.772498559147127,1527.2192005941458,10.06476901808876,31.13505221781673,46.43702091029652,10.941358118493714,51.371166145799364,56.758392076956326,57.25101149231868,7.540744689110207,23.151179678447654,31.544147713185353,60.97083962306294,29.18784381409475,22.352872101484458,23.049320297788803,29.23122840416152,9.953424970524894,6.734807657326046,213.77017696366866,167.94848092407125,381.7186578877399,93.91266888253601,5.802468010881029,45.547214190100426,143.1989011320161,235.31688061367734,378.51578174569346,46.30836412235695,9.732300416752526,5.328982906993394,44.64240139229421,39.680163881143216,68.43255107535954,49.74887757337543,18.327774287362914,16.936138240390925,1519.751474586118,12.564465469094227,28.09123844960584,35.55884742618996,6.61535942598921,61.450439669093896,69.87434554748242,62.71059776038046,6.447657152106983,16.20689179679473,21.866198830009214,35.80021421982372,28.905344361737125,24.25027497476108,22.539364487873463,21.97673865705815,G,-21.42854270928494,-25.586555584405993,Western Bulldogs,Fremantle,win
Essendon,Adelaide Crows,0.07966330767474586,11.655501655966825,17.942881751182792,192.41935382695735,180.1799031116895,372.5992569386469,82.97245590895437,10.332864918356544,56.948572760845344,131.71451414656912,238.78957613697747,370.5040902835466,52.70259880419804,12.212734392163776,10.506618647942569,34.45856157320241,42.35477987179415,72.30094830428851,50.11411523149724,19.379285986877797,17.770359586641675,1502.7321869616346,10.613145160706317,24.091807814920706,38.340884538897846,6.588862434148851,35.48173545958064,65.78810800096164,74.6016628987014,11.635652233762032,32.844689732263014,22.150547359846314,62.381520641722155,27.530201758130964,21.389380204805814,27.351370499392356,26.684242242459163,17.5094168398815,19.23936107395342,240.18015264858732,159.79024251901825,399.9703951676056,89.94051741439466,2.3312509697366686,80.08201557494304,169.64560786789934,235.30646535153804,404.95207321943747,74.91436254360858,17.035322242059355,16.297469482268518,44.193734843966006,52.855697386035885,72.32184360297481,58.485806687174545,24.617293417882614,20.06103779498517,1763.1943345168902,21.865021009768462,43.638305956311086,27.46364308524278,12.299550701639383,42.45087647572938,71.34143206115573,80.2838747898559,21.877940961747505,43.4800030869941,23.90643837024968,57.51861050347454,26.343213680633816,28.142402165092346,26.776666081936746,25.50778404819761,MRVL,2.9003438181136447,68.24486053294294,Carlton,Port Adelaide,loss
West Coast Eagles,Carlton,0.9214515046164662,14.426970566702002,10.852655051225753,196.79621817601443,153.42631688200782,350.2225350580223,88.46159402947735,9.519283851619202,53.23799041040083,131.50766284057437,227.0821429851483,358.58980582572264,47.88716744507596,12.923572255991319,5.271239674120941,25.80023301623654,60.65129030359118,71.01303036042873,56.24535065005747,13.19454500662737,21.55593006581587,1447.3194982989485,11.269627602016042,30.19600982949543,45.129395725874396,11.770502882811144,57.27797917539075,69.4998676441966,64.44863637529303,6.344528245064416,25.326657937530264,30.13207022399287,52.74097318935484,26.47134112058301,29.216777928956176,27.243152409885873,27.12208874062262,10.508591891582615,10.177930490504163,220.35101739591533,118.81942762062323,339.17044501653857,96.55623692255878,11.137423264726575,69.2317236285002,132.2466509113737,200.41625751170915,332.66290842308285,49.16499880145698,12.972783694500345,11.77000464820913,39.44487142961198,48.42566919509574,67.8972919132713,59.668352079780526,18.62790594783196,19.954048901288548,1536.7276252242477,17.491616217087866,33.881769765140774,41.79811934942491,7.079031997174009,47.16420013378383,74.83486503665767,64.67281188998781,6.54957806973729,22.23090112070684,21.37063528607389,45.25879942639686,29.21984457328232,24.304092411350602,28.54443211613313,28.79146500846952,DS,4.376797286887323,-17.90254881831013,St Kilda,Essendon,win
Melbourne,St Kilda,0.4533729034910198,10.10069357522523,3.91433694250887,190.38645458078122,221.38325939646893,411.7697139772501,70.3309338715475,11.873137469754809,84.10292139289999,170.84695459425296,243.38932640241885,414.23628099667184,55.846694692330956,5.549302129938429,13.573701495502908,55.18948065385171,41.41469190541536,69.80721873651967,61.867490608261505,18.931049268656135,22.954890918869598,1631.1047252812832,11.869538034531027,41.875663490690314,37.42881239448137,6.329810832058877,66.54725542855032,77.96697246974537,72.26330608226009,21.042122699776748,15.694887602400968,18.098893114838457,28.006464805230635,30.839086616009453,25.3659113291177,25.267240787241846,24.842956252202654,13.643609965919397,12.756887652806913,228.75003437680547,186.23303394786987,414.98306832467534,99.23929003842801,12.145648971885473,80.55617019156273,159.74804527803684,259.6169393702882,419.36498464832505,59.803263454152656,15.933716835807232,15.370464231783208,49.45122829301111,41.96650591751181,74.09305426343309,47.2164204939822,22.083252507286385,13.234157217924103,1805.1092785025394,20.835534472943877,31.207203775538964,35.72854614717037,10.717033722583603,47.89726645905358,66.25306552777312,71.10390925557736,27.24009283774335,28.339363569906265,22.657329242237857,47.18955338194985,25.988709226596733,29.346010359610382,25.46975374646029,30.374816502548466,MCG,-28.196360653946513,4.435288495339394,GWS Giants,West Coast Eagles,win
Hawthorn,North Melbourne,0.6998306886731609,9.38018816466722,10.343100717329692,197.34409164478163,179.4469898722657,376.7910815170473,100.46333629195539,8.435015279194673,67.80133135318928,136.0733151185328,235.3426413189149,371.4159564374477,46.650868169068985,12.995774139945363,15.961843307949795,34.599700463401334,33.23441534647384,71.50676344498198,57.81771112073186,18.274392253656924,16.66734045602613,1593.0178900218125,12.24837953064405,30.43270395373069,33.132104034290236,5.84301570220332,37.16359189033655,72.42833770858232,70.11110802826474,8.125284987893554,25.21640535242375,20.10405493585005,54.040861395201965,27.1420690932194,24.597134986640807,25.251677768648385,34.00265342564667,7.943092488367162,13.96290535636062,185.88698254684553,193.39396094229016,379.2809434891357,93.54324592474872,2.5844149752783836,53.21679542933914,121.19439183153773,260.5344014301869,381.7287932617246,53.1659454494136,12.15536523369077,11.024914674833639,27.26248470323783,33.2603085648979,74.37720718821137,65.47086838725654,17.548963588105607,20.391714262507797,1483.203554807103,16.617910378605757,26.229977413892815,34.74834798112937,4.807302548386806,32.45160225086104,75.06549094800636,68.76783887721332,10.501924280855942,24.32323884465532,15.071318814288658,45.82099194697978,26.703213394652302,24.035245539464732,23.8808584357858,26.244302616354474,UTAS,-20.588605917872723,-43.882273337164335,Richmond,Collingwood,win
Port Adelaide,Collingwood,0.6302360045938099,7.475560848803547,5.095337293979461,175.92647556798906,138.12629210836866,314.0527676763577,54.80617019644489,2.138973696861175,79.80113154990761,138.14977354035304,170.04785782226315,308.1976313626162,36.28973322982918,4.555490138855863,7.763487432752553,49.34056850824961,52.21193616803523,65.62803425912966,75.96318613452766,19.783151381519737,27.123687888209496,1325.356406321611,10.934118984734841,31.81653655574511,58.769672343138645,4.999090349783342,52.329000582203726,83.24735813853097,73.00349614675065,7.546514737008586,14.44235665674709,21.383797697762173,40.69085518993039,27.661535920383685,25.5609916933729,28.01148729416446,27.896880112251736,15.731597841262692,14.656552491981056,243.9868290267059,197.66662487947022,441.6534539061761,126.66897880170836,15.676526609540455,55.54361874125585,131.66476627861834,304.0590545317255,435.7238208103438,50.920562560050655,15.345796714474183,9.04489719983976,35.756089346124455,35.88803177087768,76.52606876693889,55.46096049533783,20.626163212452298,15.320600561325207,1848.941738623365,12.998749729848152,23.701668311923722,43.64793616522808,10.715597051168814,48.09385645945487,66.35317363371777,74.57022742362972,11.044817994940189,32.83718283477911,31.15534274002714,65.15188568695667,25.70000728436048,28.45670929607996,24.447091333727826,24.940000884600995,AO,-67.12849262197047,43.496928598303676,Adelaide Crows,North Melbourne,win
Adelaide Crows,Sydney Swans,0.5608752522940268,17.9018833679763,15.847872214790684,232.83603052971748,156.75804850380365,389.59407903352115,113.18810348287894,10.866250193947334,70.41640311498861,149.12912157357988,241.46129307030762,390.5904146438875,64.58287250872172,21.007064448411874,22.459493896453708,36.8387469687932,39.37113947720718,75.82436872059498,43.697161337434906,21.723458683576524,15.212207558997036,1769.4388669033783,20.37300420195369,22.727661191262218,33.492728617048556,14.459910140327876,49.61017529514588,70.26828641223115,77.65677495797118,21.975588192349502,36.69600061739882,27.981287674049938,56.70372210069491,27.268642736126765,28.62848043301847,25.35533321638735,30.101556809639522,20.56057860106663,11.073457489723022,222.83909865611122,169.95835833727867,392.7974569933899,114.6482130499339,6.448075419917887,66.45586493056389,135.4188285792052,259.5434896543567,394.9623182335619,58.19301208108634,17.2362477887079,15.841458050086317,32.690863508625824,44.07848053850289,78.57286974681668,49.30442833910743,21.575195364028176,16.016366120401045,1758.8560011225218,21.35729226714906,14.51194318603445,46.2907608297703,14.713886939310086,60.56589084800146,58.2894657520053,69.17699295858027,16.28573976128274,33.734947053871686,35.17177327006104,58.11374761674775,30.422786925465946,27.594595399362557,25.690334200369502,24.585596766145898,AO,48.048972106588586,90.6724320105602,Essendon,Fremantle,loss
Western Bulldogs,Port Adelaide,0.6398651391371248,8.567776938294177,15.563150906990328,186.68836568658716,155.91599915634828,342.60436484293547,86.57016555585182,7.6175785744656075,56.41578023612754,118.46013227957424,222.4348995780664,340.8950318576406,64.4212850869309,14.8906694086071,8.801805724513937,31.566409265268653,29.623974431879954,71.54513557116297,36.16113420354609,18.297103159238322,12.148172801544941,1437.6595195411512,16.87174483196967,22.676714321506395,18.687530302886607,5.542435959112126,29.721899073382872,61.59032216881744,63.05430825027624,10.261704599056838,28.191083937576966,13.486482859202344,43.8686389559971,31.33906060407697,25.786594068113114,24.440835050441308,24.591481212554612,12.69511216976071,12.219067458795893,197.58529511359782,186.82525842167377,384.41055353527156,96.56123403928899,2.027794739372235,54.36022630998153,128.42995470807062,257.20957156445263,385.63952627252326,49.65794664596584,18.511098027771173,7.152697486550512,37.06811370164993,54.44238723360705,74.24560685182594,55.19263722690553,19.15663027630395,19.0247375776419,1561.0712812643224,16.186823796946967,26.363307311149022,38.953934468627736,9.799818069956668,47.82580011644075,69.4494716277062,67.40069922935014,4.709302947401717,26.888471331349418,25.396759539552434,53.41817103798608,26.532307184076735,27.11219833867458,27.602297458832894,25.579376022450347,MARS,-34.844384859988324,8.174301475605908,GWS Giants,Collingwood,loss
Collingwood,Geelong Cats,0.19138317301788,11.146319568252538,11.731310498396212,211.9973658053412,169.93332497589404,381.9306907812352,115.73379576034168,8.735305321908092,62.308723748251175,132.7329532557237,257.6118109063451,390.34476416206877,46.18411251201013,12.669159342894838,13.008979439967954,35.151217869224894,24.77760635417554,76.34521375338778,55.09219209906757,17.72523264249046,18.264120112265044,1648.988347724673,12.59974994596963,32.74033366238474,39.92958723304562,6.943119410233764,49.61877129189097,66.07063472674356,67.71404548472594,5.408963598988038,22.56743656695582,23.99106854800543,48.55037713739134,24.140001456872096,28.691341859215992,28.889418266745565,23.9880001769202,10.743681422562913,13.840710229691888,192.4677144092474,172.14122755261204,364.6089419618594,81.06862532097846,9.42495689310869,73.75467348439719,149.2732169934505,216.57763907304388,365.8508560664944,56.508551709311426,9.055431722862453,10.811063027270574,43.74592980072937,44.36107868540036,71.81204542517668,51.939366565481485,27.277033494404876,18.72152883437569,1553.071343790567,12.140691936933596,32.765724030733985,42.01170908385565,6.886018513640776,42.528394969445856,69.43996986671536,76.79954116341057,11.019050952738299,25.1568438078764,18.95759737768932,44.65193694482327,31.89417721461891,25.362600076365958,26.1555461279876,21.44298263242413,MCG,-12.900614280339266,5.811203333460461,Port Adelaide,Richmond,loss
GWS Giants,West Coast Eagles,0.45445709823528735,15.514364470860691,9.994062807409733,219.32780051426428,166.23619244223644,385.5639929565007,100.2340298641318,8.854882943947601,71.01371152218894,141.45456258161025,242.82588782381512,384.28045040542537,37.72994254528983,14.032227020689668,11.030796331581117,44.29646825101141,46.349851679575885,72.43497743801461,56.55600439256004,13.240015414534604,19.816358722556288,1676.380379238868,14.787306332063807,35.409586752151206,54.208795915868535,7.586167098690995,60.50946908921776,65.39971669864727,65.0293736685193,11.823816746528163,25.83804372116805,42.830711415323414,69.89289160412423,28.92585082502737,25.01354609692146,26.322435857904388,29.212831114070685,14.8853941133404,10.170531010245151,196.1592436352029,146.68526337640156,342.8445070116045,80.09231880589547,5.103856770323841,46.647598082080165,135.90153256811487,213.41642859702966,349.31796116514454,46.377433489015196,10.584714451198264,9.854247934824189,40.36004660324731,39.330258060718236,71.24260607208575,57.6490701300115,21.038909001325475,25.911186013163174,1391.8638996597897,19.253925520403207,28.039201965899085,42.62587914517488,9.554100576562229,59.45559583507815,62.69997352883932,66.48972727505861,7.668905649012884,25.06533158750605,32.106414044798576,53.98819463787097,29.294268224116603,27.843355585791237,24.448630481977176,26.424417748124526,GS,44.246379606457914,14.475359457377467,Western Bulldogs,Carlton,win
Gold Coast Suns,Essendon,0.4488613696950028,11.590684994104981,10.946961531465211,198.75403539273373,146.38969618481426,345.143731577548,87.5825337765072,5.960493602176206,58.70944283802009,137.43978022640323,209.46337612273547,346.90315634913867,50.86167282447139,10.746460083350506,9.06579658139868,38.528480278458844,42.33603277622864,70.80651021507191,53.94977551467509,22.065554857472584,21.787227648078186,1462.3502949172237,19.512893093818846,25.61824768992117,27.911769485237993,7.723071885197842,54.05008793381879,57.97486910949648,57.3421195520761,21.2895314304214,21.64137835935895,22.853239766001842,42.52004284396475,30.781068872347426,27.850054994952217,24.507872897574693,25.39534773141163,11.931100331193367,9.98857635023656,204.0838707653915,172.0359806223379,376.1198513877294,95.79449118179087,7.666572983671309,60.18971455216907,127.94290282931384,246.1579152273955,374.10081805670933,48.14051976083961,8.842546878432756,10.901323729588515,33.291712314640485,45.270955974358834,72.6201896608577,50.822823046299455,15.07585719737556,20.354071917328337,1553.346437392327,16.122629032141262,20.81836156298414,42.068176907779566,8.51777248682977,48.856347091916135,74.75762160019232,70.92033257974029,13.527130446752407,24.968937946452606,24.830109471969266,51.596304128344435,27.506040351626194,28.277876040961164,24.470274099878473,28.336848448491832,MS,-51.5173111168812,-33.81993123637727,Brisbane Lions,Adelaide Crows,loss
Carlton,Hawthorn,0.08632303207887004,11.701718378316524,10.835586098100833,222.47020347918308,140.56388552412466,363.0340890033077,98.51124738451176,7.827484652945316,65.84634472570005,124.84933018227474,237.68325150234185,362.53258168461656,53.8329997602914,13.79455673890007,8.754000929641826,38.2889742859224,36.885133839019154,76.21945838265427,58.333670415956114,25.325581189566392,22.39080978025771,1584.9455250448498,14.498323243417573,32.776353953028156,33.15962386988498,10.215806399434802,49.432840026756764,68.56697300733154,61.73456237799757,9.309915613947458,23.64618022414137,21.71412705721478,43.93175988527938,26.843968914656465,24.86081848227012,29.708886423226627,30.758293001693904,16.276037632933445,8.46862014346594,220.26881832895634,187.08939797445316,407.35821630340945,116.89266725839109,6.487003055838935,61.560266270637854,124.81466302370657,280.668528263783,405.4831912874896,46.9301736338138,17.799154827989074,15.19236866158996,27.719940092680268,41.84688306929477,77.7413526889964,47.563542224146374,17.254878450731386,21.73346809120523,1717.8035780043626,12.44967590612881,27.086540790746138,32.22642080685805,13.968603140440665,58.872718378067304,62.48566754171647,69.22222160565295,8.025056997578712,27.44328107048475,34.66081098717001,58.4881722790404,28.428413818643882,28.919426997328163,29.050335553729678,24.800530685129335,MRVL,-17.180509763662027,17.482278816425456,West Coast Eagles,North Melbourne,win
Melbourne,Brisbane Lions,0.8369121379762158,13.220138715045048,10.382867388501776,207.67729091615627,213.0766518792938,420.75394279545003,94.0661867743095,11.974627493950964,63.220584278580006,161.3693909188506,267.8778652804838,429.2472561993344,60.76933893846619,13.109860425987685,10.714740299100582,29.437896130770344,52.28293838108307,72.36144374730394,48.373498121652304,19.78620985373123,20.59097818377392,1661.4209450562566,15.373907606906206,22.375132698138064,41.885762478896275,10.865962166411776,54.82945108571007,82.79339449394908,86.45266121645201,12.208424539955349,24.738977520480194,21.699778622967692,40.40129296104613,30.16781732320189,30.07318226582354,25.05344815744837,24.968591250440532,19.9997976541021,10.127374339746396,214.94310232968581,160.4436435305724,375.3867458602582,103.40356930002277,2.412385986739692,52.8456339831349,132.8938026021477,241.0026885811816,373.8964911833293,47.713214102151305,19.784152055549626,11.378831569828288,40.4266600147951,50.72689047115354,75.930543160083,49.02860620157314,22.044681092353372,20.55449971182943,1618.2438401188294,23.01295380361775,26.227010443563348,42.08740418205931,17.388271623698742,62.03423322915988,56.151678415391274,55.450202298463736,6.308148937822042,31.830235935689533,41.50882954263707,66.59416792461259,29.83756876281895,24.47057442029689,27.60986405955776,27.846245680832304,MCG,13.5607278692107,42.114291458143015,St Kilda,Gold Coast Suns,win
St Kilda,North Melbourne,0.49274159296255843,10.72872199318388,12.151377530561383,208.1500068753611,189.24660678957397,397.3966136649351,87.8478580076856,11.229129794377096,72.11123403831255,152.74960905560738,247.92338787405765,400.67299692966503,55.96065269083053,13.586743367161446,12.674092846356643,37.09024565860223,43.59330118350236,71.77861085268663,59.04328409879644,20.416650501457276,18.646831443584823,1633.0218557005078,16.167106894588777,25.241440755107792,45.54570922943408,7.7434067445167205,41.579453291810715,85.25061310555462,82.22078185111548,16.64801856754867,25.667872713981254,19.091465848447573,45.83791067638997,25.197741845319346,26.869202071922075,28.09395074929206,25.074963300509694,12.788618497673433,6.792581071272124,201.17739650936912,175.47879218845804,376.65618869782713,93.10864918494975,5.3168829950556775,54.64335908586783,132.23887836630755,247.3068802860374,379.54575865234494,49.83318908988272,9.631073046738155,12.604982934966728,43.05249694064757,31.45206171297958,77.67544143764228,57.09417367745131,21.909792717621123,17.67834285250156,1547.8407109614207,25.323582075721152,19.245995482778564,30.149669596225877,6.561460509677362,62.490320450172206,70.21309818960128,61.75356777544266,10.100384856171189,20.864647768931064,25.894263762857733,41.80419838939596,26.34064267893046,25.807049107892947,28.77617168715716,24.248860523270896,MRVL,-18.312942300932125,-30.376454667432867,Melbourne,Hawthorn,win
Fremantle,Richmond,0.32327716584890404,6.39127913713641,10.394865599264278,183.4296318053851,124.17506814383528,307.6046999492204,84.9372669410774,2.999132877110397,53.05476071361704,120.4193050026553,190.68269519468402,311.10200019733935,51.858356858856276,8.774505529173247,9.825156143611597,32.632648504176075,43.135942043460865,71.15327906229766,49.79016321330207,14.301518616769307,20.154054162591617,1300.8844204367795,14.031279237912283,26.205779445832658,37.969226071384256,4.560438116239155,40.23573921760723,67.38365872410589,58.68526077235007,10.1024724361446,15.520132861879075,12.578881754517049,30.40698359775711,27.771865319269057,26.715320107631808,29.14435869960681,24.79712893971958,9.809343161066765,12.53602332547332,194.59503791169845,158.14399931117106,352.73903722286957,84.24737920474938,5.219116101041884,79.32006681638762,134.47096913013792,214.19991599901343,348.6708851291513,53.451106369459126,11.824094827847684,10.46153023660602,44.88960609538059,51.34557998300553,67.43588261789982,58.55386918626718,16.98778582032149,26.35714882130221,1524.2935449809056,12.269840034306693,36.94377354908863,44.625031846273686,6.0990001099929465,46.855807211925374,77.9919766946283,70.89992258994276,13.196154515538254,21.03226786621194,18.679515976832803,40.00270015385868,29.43468417607823,25.33402222852436,21.691402616274978,20.926030847144144,DS,-80.27478980099414,-5.358943095514096,Sydney Swans,Geelong Cats,loss
West Coast Eagles,Adelaide Crows,0.4209263027401874,10.17707882266808,6.834106202049031,205.6318487270406,144.5370526752803,350.1689014023209,88.81846376117909,5.820771354064769,56.52951961641604,135.980306513623,217.08328571940595,353.0635922330289,47.675486697803045,10.916942890239653,9.170849586964838,45.672009320649465,48.666051612143654,73.36852121441716,57.1298140260023,27.4077818002651,22.782237202632636,1471.1727799319578,16.850785104080643,34.60784039317981,45.32517582903498,7.5108201153124465,47.89111916701563,73.33999470576786,65.29794545501173,11.133781129802578,21.01306631750121,21.461282808959716,44.1576389275742,28.85885364482332,27.568671117158246,23.889726096395435,26.284883549624904,12.380376673595261,14.369574442958138,232.16720610594354,173.75160970076075,405.91881580670423,90.6376206965758,3.7732500387894667,83.68328062299773,179.42582431471598,232.29225861406152,411.71808292877756,63.31657450174435,15.401412889682376,14.891898779290742,49.76774939375865,55.874227895441436,70.204873744119,51.939432267486985,26.744691736715307,14.24244151179941,1773.0877733806758,15.074600840390739,30.545532238252445,29.098545723409714,10.091982028065576,38.322035059029176,77.25365728244623,85.93135499159425,19.5951176384699,32.13920012347977,19.596257534809986,50.70074442013899,27.453728547225353,26.725696086603694,25.07106664327747,28.020311361927906,DS,-13.904928108524507,7.209794421317717,GWS Giants,Sydney Swans,win
Port Adelaide,Gold Coast Suns,0.8319275917205282,13.739022433952144,12.043813491759181,213.1170590227196,159.76505168433476,372.8821107070543,100.91224680785781,3.605558947874447,85.27204526199631,145.68599094161414,236.24191431289054,381.92790525450465,58.73158932919317,13.302219605554235,15.030539497310103,56.21362274032999,52.48847744672141,75.8091213703652,53.43852744538111,19.03132605526079,24.60494751552838,1698.6142562528646,15.237364759389393,32.272661462229806,38.99078689372555,9.959963613991334,48.20516002328815,65.88989432554123,70.28013984587002,21.741860589480343,28.577694266269887,23.47935190791049,48.683634207597215,29.306461436815347,25.422439667734917,26.52045949176658,21.11587520449007,9.518136998820996,4.589392306293043,201.35080707854678,144.47793923696287,345.82874631550965,93.51650675530144,9.992098720435242,53.341888567604016,124.28795604528065,220.2926752245471,344.58063126982773,34.97233456489428,6.9492920166701015,9.813159316279735,29.30569605569177,54.06720655524573,72.88130204301439,54.78995510293502,20.41311097149452,18.757445529615637,1442.0700589834448,12.90257861876377,25.123649537984235,51.1823538970476,5.544614377039569,62.250017586763754,73.99497382189931,59.46842391041522,8.25790628608428,15.528275671871791,27.77064795320037,44.66400856879295,25.156213774469485,26.570010998990444,24.90157457951494,28.079069546282327,AO,15.234860295121184,-36.70346222337624,Western Bulldogs,Essendon,win
