@relation playerParsed

@attribute Home numeric
@attribute Away numeric
@attribute Result {loss,win}

@data
1575.067488,1438.296271,loss
1534.685572,1295.108518,win
1442.790149,1618.003917,win
1468.246466,1471.843887,loss
1557.12153,1551.498595,win
1690.720765,1729.267876,win
1560.962802,1573.203958,win
1816.892093,1543.67514,loss
1833.5554,1543.511818,loss
1703.310949,1539.330981,win
1624.0795,1437.847016,win
1640.079964,1581.198752,win
1557.049517,1309.808596,win
1431.320886,1519.19102,win
1574.750226,1612.321131,loss
1425.394407,1558.877241,loss
1532.331448,1637.10333,win
1612.624233,1651.86219,loss
1621.770523,1416.796207,loss
1683.022634,1747.475226,win
1474.378775,1405.609768,win
1639.781476,1550.731171,win
1537.639919,1708.857409,loss
1458.838378,1611.694807,win
1604.745133,1489.24402,loss
1571.819898,1559.133509,loss
1357.908644,1567.737779,win
1482.588759,1673.143347,loss
1535.434824,1426.226499,win
1438.593646,1591.768908,win
1494.272304,1656.409097,loss
1530.532824,1575.853378,win
1575.955177,1521.422546,win
1664.583823,1597.631163,loss
1470.01264,1618.090422,win
1674.11693,1535.084795,loss
1483.448938,1867.653161,loss
1791.69787,1588.524136,win
1542.002528,1553.173964,win
1401.970173,1630.203657,loss
1416.715956,1484.210144,win
1610.0157,1575.718729,win
1479.743008,1577.401515,win
1496.759046,1722.157813,win
1582.182708,1418.938991,loss
1518.790059,1646.180133,win
1769.200506,1540.272955,win
1751.546802,1734.780765,loss
1422.3737,1685.327428,win
1503.565366,1333.824503,loss
1662.405398,1582.538291,win
1589.772706,1742.79069,loss
1485.154988,1315.298198,win
1348.93608,1569.905623,win
1746.319394,1537.141245,win
1495.218798,1636.102544,win
1552.638392,1417.538003,loss
1485.253008,1576.369978,loss
1416.581598,1629.044912,win
1764.587595,1435.401445,win
1770.350549,1515.641718,win
1527.141735,1524.227187,win
1551.280292,1593.772328,win
1786.044906,1741.717519,win
1545.085942,1884.932594,loss
1578.497798,1486.572323,loss
1500.024844,1621.037382,win
1482.137928,1659.641049,loss
1864.801473,1331.11298,loss
1426.114465,1512.31561,win
1421.728744,1577.530095,win
1524.4367,1359.759322,win
1408.620424,1518.480882,loss
1435.332096,1395.053979,win
1433.136636,1514.370584,loss
1400.145478,1375.626191,win
1408.061649,1557.571039,loss
1385.353361,1487.389637,win
1574.804112,1378.077744,win
1567.031764,1536.390514,win
1466.547641,1307.959826,loss
1242.570965,1340.977591,win
1293.239939,1216.059021,win
1259.162952,1360.861701,loss
1507.852069,1167.041099,win
1217.951926,1511.232813,win
1276.697544,1225.254183,loss
1362.328014,1503.009505,loss
1230.978001,1258.399817,win
1276.14559,1157.78907,loss
1195.031875,1111.330987,win
1269.468524,1375.56563,loss
1399.126669,1443.510811,win
1348.939108,1221.146689,loss
1300.36884,1270.900181,win
1320.246036,1007.705153,win
1243.515047,1229.853069,loss
1164.690458,1491.213869,win
1625.724836,1094.427018,win
1363.537228,1211.003784,win
1226.588457,1192.63064,loss
1417.649207,1220.392124,win
1316.940525,1032.676634,win
1340.616952,1205.100567,loss
1244.334972,1145.304331,win
1161.912525,1189.729588,win
1312.186339,1118.601716,loss
1365.102333,1334.625128,loss
1441.638396,1277.129841,win
1232.258144,1300.819271,win
1353.686063,1420.344967,win
1137.449518,1250.301544,loss
1127.32339,1195.81714,loss
1091.380729,1132.693858,win
1354.021495,1296.880106,win
1228.621892,1107.513037,win
1252.353756,1259.296789,win
1353.813225,1172.526913,win
1282.709571,1300.520935,win
1222.526273,1139.659852,win
1169.170099,1493.604341,win
1184.085393,1162.396114,win
1212.138499,1292.641933,win
1421.432907,1333.326907,loss
1278.751507,1259.063331,loss
1367.149366,1092.176021,loss
1141.584584,1239.441158,loss
1226.417079,1100.831084,win
1252.8277,1293.318392,loss
1268.473629,1190.82446,loss
1248.945314,1268.362645,loss
1270.995658,1121.80574,loss
1250.288232,1221.703258,loss
1212.290226,1330.382569,win
1220.542537,1139.813077,loss
1183.679717,1162.484832,win
1295.829101,1182.052678,loss
1165.434509,1208.284959,loss
1366.229009,1354.749941,win
1290.87792,1220.228768,loss
1115.161026,1163.41055,loss
1258.563616,1110.376868,loss
1206.570273,1163.242275,loss
1159.187514,1109.654662,loss
1327.370635,1320.187056,loss
1222.492856,1197.989692,win
1209.726336,1297.234662,win
1280.545583,1316.68211,win
1250.857646,1287.908503,loss
1136.281886,1150.874751,win
1296.380908,1133.955859,win
1274.064477,1372.107423,win
1229.652165,1536.390961,win
1125.666976,1188.701049,loss
1210.847256,1199.089142,win
1092.451181,1383.269537,loss
1092.969575,1380.16477,loss
1360.303323,1219.687747,win
1389.139121,1140.416815,win
1216.005394,1111.11829,win
1138.14337,1257.035311,win
1300.632447,1208.565619,loss
1309.900951,1185.811111,win
1179.228928,1305.108278,loss
1206.527066,1136.824847,loss
1185.449706,1265.189652,win
1413.208905,1347.282736,win
1173.142317,1295.684193,loss
1337.204242,1326.270552,win
1519.776736,1156.096259,loss
1208.069584,1203.45722,win
1073.14778,1178.597835,win
1249.153706,1194.466538,win
1131.576448,1095.410347,win
1122.997764,1207.629636,loss
1479.405432,1390.678302,win
1096.743676,1169.462611,win
1296.484947,1265.852029,loss
1250.480373,1279.571536,win
1067.52232,1504.227058,loss
1201.722132,1238.454838,win
1430.378145,1097.176103,win
1192.79662,1311.389426,win
1125.913924,1287.150096,loss
1288.769993,1227.113356,win
1317.243376,1457.509971,loss
1333.431535,1203.102424,win
1255.193449,1310.527041,loss
1202.576789,1255.438551,win
1326.435307,1235.735714,loss
1110.541278,1373.572665,win
1143.985445,1091.15299,loss
1271.361028,1336.133394,win
1278.679182,1164.178013,win
1308.022727,1207.683662,win
1384.378589,1264.888082,win
1157.769704,1366.033848,win
1103.867197,1253.839448,loss
1263.700948,1153.608618,win
1357.87196,1234.715305,win
1244.700518,1159.077611,win
1154.490328,1184.835603,loss
1203.886557,1179.339436,win
1088.230215,1200.804545,win
1243.237036,1225.308256,win
1380.498911,1047.479333,loss
1441.688847,1194.866892,loss
1168.032552,1364.472747,loss
1367.218625,1151.489701,win
1204.078467,1023.135872,loss
1349.739384,1279.004424,loss
1175.612063,1212.596105,loss
1123.854247,1408.26573,loss
1434.785034,1126.389661,win
1306.531909,1179.828391,loss
1161.282011,1302.268332,win
1394.753818,1458.442504,loss
1097.697774,1266.681395,loss
1328.818891,1461.06053,loss
1184.812355,1225.576062,win
983.8236,1186.253845,loss
1235.424048,1241.696595,win
1217.104484,1355.703295,loss
1282.250017,1303.188854,win
1209.367145,1329.05429,win
1203.274841,1270.612106,win
1265.651942,1275.426232,loss
1209.055369,1157.708006,win
1230.510792,1205.485246,win
1212.450003,1299.411074,loss
1231.824598,1551.702158,loss
1128.682215,1366.340432,win
