@relation out

@attribute home {Mystics,Pulse,Stars,Steel,Magic,Tactix}
@attribute away {Steel,Magic,Tactix,Stars,Pulse,Mystics}
@attribute rea numeric
@attribute gfcpa numeric
@attribute gfta numeric
@attribute pa numeric
@attribute tipa numeric
@attribute ga numeric
@attribute posa numeric
@attribute oraa numeric
@attribute gma numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 0 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute ba numeric
@attribute passa numeric
@attribute gaa numeric
@attribute da numeric
@attribute tuwa numeric
@attribute cpra numeric
@attribute opa numeric
@attribute fea numeric
@attribute goalsa numeric
@attribute offa numeric
@attribute badpa numeric
@attribute dra numeric
@attribute breaka numeric
@attribute blocka numeric
@attribute badha numeric
@attribute mgta numeric
@attribute gfga numeric
@attribute sia numeric
@attribute goalaa numeric
@attribute deflaa numeric
@attribute cpa numeric
@attribute turna numeric
@attribute picka numeric
@attribute intera numeric
@attribute rb numeric
@attribute gfcpb numeric
@attribute gftb numeric
@attribute penb numeric
@attribute tipb numeric
@attribute gainb numeric
@attribute possb numeric
@attribute orb numeric
@attribute gmb numeric
@attribute bb numeric
@attribute passb numeric
@attribute gasdfb numeric
@attribute dispb numeric
@attribute tuwb numeric
@attribute cprb numeric
@attribute opb numeric
@attribute feedb numeric
@attribute goalsb numeric
@attribute offb numeric
@attribute bpb numeric
@attribute drb numeric
@attribute breakb numeric
@attribute blockb numeric
@attribute bhb numeric
@attribute mgtb numeric
@attribute gfgb numeric
@attribute sib numeric
@attribute gab numeric
@attribute deflb numeric
@attribute turnb numeric
@attribute pickb numeric
@attribute interb numeric
@attribute result {LOSS,WIN}

@data
Stars,Magic,3.265272,39.774715,5.350561,50.535398,0,24.720196,24.08642,14.221174,8.360241,48.793789,12.982369,150.893494,6.275635,0.137841,73.628534,5.112087,47.897137,145.001636,0,56.040502,8.388508,73.628534,52.536402,3.569987,3.713413,29.302611,0.522993,0.003441,2.585477,0,7.411126,6033.184492,5.112087,25.556396,58.812037,42.13706,54.281715,8.255286,7.087245,0,3.846267,38.308636,5.153436,67.966917,0,19.057325,27.238572,11.181688,8.847813,46.184118,14.633708,162.495624,11.748844,0.61536,82.609549,6.236477,46.109458,156.037942,0,55.728645,15.392691,82.609549,52.108155,4.020618,4.401208,19.240241,1.06336,0.136038,2.721027,0,8.646083,851.504038,6.236477,33.340856,63.856998,52.574226,57.39915,16.009933,7.014853,0,LOSS
Mystics,Stars,7.175992,32.247801,8.759861,62.562776,0,29.850185,24.831801,16.743972,6.228814,47.536362,14.292913,151.494624,11.256184,0.016736,76.703766,5.136435,43.679159,148.925258,0,46.910695,13.631834,76.703766,49.501476,1.266254,4.404354,27.233982,0.139244,0.286576,5.910083,0,8.493813,805.935473,5.136435,29.508256,60.75766,48.930549,52.688508,14.831375,6.171966,0,4.906109,35.109886,9.340225,55.614159,0,36.554745,25.834568,8.68847,8.744096,50.717516,12.392948,147.357398,9.710254,0.055136,79.851414,5.044835,46.758855,151.600654,0,52.416201,8.755403,79.851414,51.614561,1.427995,2.685365,26.721045,2.009197,0.001376,1.634191,0,7.16445,2898.673797,5.044835,28.222558,61.324815,46.854824,57.112686,8.102114,5.234898,0,LOSS
Magic,Steel,3.938507,36.923454,7.461374,63.786767,0,25.62293,24.695429,7.472675,5.939125,47.273647,16.053483,150.198249,8.899537,0.246144,82.24382,6.094591,50.843783,153.615177,0,49.891458,13.957076,82.24382,54.443262,3.408247,1.760483,16.267525,0.425344,0.054415,3.488411,0,10.058433,5212.601615,6.094591,29.536343,63.342799,49.82969,58.95966,11.203973,8.205941,0,7.28353,32.738836,6.881073,70.698233,0,27.141196,23.653157,13.128979,5.667537,46.837196,16.043292,142.240451,9.855613,0.000813,76.394145,4.580639,42.995442,142.02666,0,49.173996,10.770348,76.394145,49.924249,0.071951,4.271402,16.014476,0.297487,0.01536,0.828041,0,10.304339,915.869371,4.580639,27.275538,59.779861,59.925322,53.204034,9.612079,6.000711,0,WIN
Tactix,Pulse,8.040106,33.496334,8.200315,46.487911,0,29.704603,22.55546,14.511038,5.014166,53.480683,13.616252,159.14436,14.234315,0.019194,95.945857,4.683658,46.343792,174.512479,0,45.844399,7.685819,95.945857,51.071096,1.651559,3.523555,27.608592,0.04131,0.007284,1.468395,0,9.374447,1506.736213,4.683658,25.962305,65.305411,38.801109,60.212495,16.978143,5.278009,0,5.662825,37.724674,10.073731,54.90364,0,35.49582,19.872003,8.990142,7.109738,54.170638,12.97541,158.208051,11.387009,0.038662,82.182246,3.43282,46.675829,165.450958,0,50.425295,5.12472,82.182246,55.658783,1.085917,2.188479,33.843353,0.104995,0.016343,0.555751,0,7.860379,806.044483,3.43282,24.387661,67.045792,49.765649,56.470081,8.110992,7.811145,0,LOSS
Stars,Pulse,3.162444,38.043954,9.73609,43.245664,0,38.621898,22.333827,11.275388,5.297639,53.287006,10.357179,153.742959,7.484102,0.622055,87.140565,2.617934,51.103542,165.040262,0,54.56648,8.302161,87.140565,55.445824,0.571198,1.074146,10.688418,0.803679,0.600551,3.653676,0,7.66578,6031.469519,2.617934,25.689023,62.929926,34.94193,58.845074,9.840846,5.693959,0,4.06513,31.28987,10.029492,47.761456,0,31.845387,22.348801,11.996057,8.243895,52.868255,15.390164,153.28322,9.954804,0.015465,74.872899,4.373128,43.270332,153.780383,0,43.570118,6.249888,74.872899,50.463513,2.834367,3.275392,26.870674,0.641998,0.006537,0.222301,0,9.144151,804.217793,4.373128,26.555065,60.418317,41.50626,51.988032,13.444397,9.724458,0,WIN
Steel,Tactix,4.713412,41.295535,5.752429,65.479293,0,24.492842,26.861263,11.251592,5.267015,46.334879,14.817317,151.69618,5.742245,0.000325,82.157658,4.832256,50.798177,150.410664,0,57.469598,14.508139,82.157658,55.969699,1.82878,5.308561,46.405791,1.918995,0.006144,2.731216,0,8.921736,851.747748,4.832256,28.310215,61.711945,50.970129,55.481614,9.244832,7.200285,0,5.616042,27.798534,7.480126,54.595164,0,26.881841,28.822184,19.004415,8.605666,50.192273,14.446501,138.657744,11.093726,0.007678,78.578343,3.673463,37.737517,144.204992,0,42.93776,9.074328,78.578343,42.028438,2.460623,3.809422,17.710104,0.016524,0.002914,3.587358,0,6.749779,1083.894485,3.673463,30.784922,53.122164,45.520443,48.684998,12.791257,7.511203,0,LOSS
Magic,Mystics,2.775403,47.769382,10.18455,54.314707,0,35.076758,21.878171,7.18907,7.17565,51.309459,14.221393,172.2793,6.559815,0.098458,97.697528,7.237836,64.137513,184.446071,0,57.156583,14.582831,97.697528,67.377305,2.563299,0.704193,30.50701,0.170138,0.021766,2.595364,0,9.423373,2569.840646,7.237836,25.014537,73.93712,39.731876,70.383864,12.281589,6.282376,0,8.870397,35.699121,7.703944,65.82511,0,29.440074,23.13272,16.897589,6.091526,46.014545,14.117165,161.99785,12.902474,0.606695,75.081506,6.854574,42.671664,153.170103,0,49.964278,17.452734,75.081506,52.80059,1.706502,4.761741,36.607878,0.055697,0.71463,4.764033,0,9.397525,805.374189,6.854574,26.803303,65.703064,48.372219,53.475403,14.93255,4.268786,0,WIN
Tactix,Pulse,6.446417,33.919413,10.19205,56.038066,0,34.752737,25.928874,10.001766,11.242267,50.676909,14.1786,156.863098,12.23749,0.603071,91.431337,3.869385,46.295007,168.681997,0,51.375104,10.829731,91.431337,52.211375,0.984249,2.123769,25.54558,0.60661,0.001165,2.034943,0,8.099911,918.357794,3.869385,29.713969,64.448866,45.208177,57.873999,9.916503,7.204481,0,4.626052,33.515948,9.411797,44.904582,0,33.507386,28.73952,12.598423,10.497558,49.947302,12.756066,150.113288,8.181921,0.006186,75.549159,3.549251,46.108133,151.512153,0,49.228047,10.299955,75.549159,50.185405,1.733747,4.310157,27.891127,0.256799,0.002615,3.08892,0,7.257661,5193.687117,3.549251,32.222026,58.367327,34.002504,53.795213,10.177759,6.889783,0,WIN
Stars,Mystics,5.464977,41.017582,11.094436,44.298265,0,35.448759,21.533531,14.110155,5.119055,52.514803,14.342872,169.497184,8.993641,0.248822,89.456226,2.247174,55.841417,173.416105,0,56.026592,8.720865,89.456226,61.17833,2.628479,2.229658,28.275367,0.921472,0.24022,2.661471,0,9.066312,2894.387807,2.247174,25.875609,70.17197,35.576772,64.33803,12.336338,9.477584,0,5.948159,31.679648,9.081578,65.930044,0,33.204601,24.253088,10.359035,6.03661,49.005818,11.046866,146.39914,11.760989,0.242678,73.232603,4.54183,42.268665,148.268041,0,46.985711,16.581093,73.232603,48.720236,2.482601,3.704697,20.097697,1.222279,0.285852,4.305613,0,7.95901,807.549676,4.54183,29.321321,60.481226,49.348888,52.590161,10.77302,3.507515,0,WIN
Steel,Magic,7.285365,41.718214,4.700972,56.791717,0,18.072999,25.144505,8.100637,6.306806,47.933951,19.126927,164.478472,12.496898,0.00013,80.863063,5.532902,48.519271,153.764266,0,55.387839,11.203256,80.863063,55.98788,1.331512,4.523424,36.209375,0.767598,0.602458,2.892487,0,9.568694,821.899099,5.532902,29.324086,68.484778,45.588052,59.392646,12.097933,10.680114,0,5.910161,39.507753,9.47382,65.525883,0,31.450058,21.951269,8.875628,4.67026,49.923784,15.888557,157.71172,8.623926,0.039383,85.879011,6.495135,54.455005,166.778428,0,49.262633,16.633132,85.879011,58.750922,2.22532,2.081677,30.202804,0.068055,0.008706,3.438146,0,9.769349,1510.936258,6.495135,26.805815,67.374848,48.89275,62.353546,9.112636,6.112951,0,WIN
Stars,Pulse,3.985991,42.807033,12.837774,54.319306,0,34.179504,26.613412,12.244062,5.647622,51.605921,14.737149,179.398873,8.997456,0.099529,85.58249,2.698869,58.936567,174.966442,0,56.610637,11.888346,85.58249,66.471332,1.051392,5.091863,11.310147,0.368589,1.896088,3.464588,0,10.826525,1640.755123,2.698869,30.150244,75.468788,42.430709,67.735212,16.334535,9.791033,0,4.250421,28.406379,8.564719,65.361833,0,31.180732,27.095808,12.239369,10.799023,49.378921,12.302426,135.645315,8.672769,0.002474,69.219664,2.0197,38.843253,135.004861,0,43.091219,14.319982,69.219664,43.474162,0.693499,3.524063,24.489784,0.10272,0.001046,1.835568,0,6.503064,2559.274847,2.0197,30.88881,52.146931,50.801002,46.718085,12.471103,8.155913,0,WIN
Mystics,Magic,5.979263,33.671859,9.632631,58.772018,0,31.463659,31.901235,10.743614,8.414644,49.002327,12.218746,150.359656,10.104396,1.897071,73.693041,4.216732,45.107466,149.307217,0,48.794285,12.632437,73.693041,50.688094,2.19304,5.681879,21.372412,1.688912,0.114341,7.122245,0,7.383604,5195.01987,4.216732,36.928528,60.79249,46.139555,54.036065,10.909208,5.003006,0,5.364064,41.003101,7.989528,59.210353,0,29.380023,28.580507,11.350251,5.468104,49.369513,14.155423,157.884688,7.04957,0.015753,90.151604,3.798054,54.182002,166.311371,0,56.905053,10.853253,90.151604,58.300369,1.490128,5.032671,32.081122,0.627222,0.603483,4.975258,0,9.30774,1089.774503,3.798054,31.122326,65.349939,48.3571,60.941418,7.845054,7.24518,0,WIN
Stars,Steel,5.794396,44.722813,12.93511,49.327722,0,40.568353,20.845365,11.497625,5.859049,52.442368,11.294859,170.759549,8.398983,0.039811,83.432996,1.679548,59.574627,170.786577,0,55.644255,10.155338,83.432996,66.188533,2.820557,2.636745,34.524059,0.147435,1.358435,1.385835,0,8.53061,1138.102049,1.679548,24.060097,74.587515,39.172283,66.694085,12.533814,6.916413,0,9.514146,47.287286,12.080389,46.716687,0,37.2292,22.657802,8.040255,7.322722,49.773581,14.250771,186.391389,13.998759,0.600052,104.345225,4.613161,57.207708,195.305706,0,58.755136,9.281302,104.345225,67.395152,1.132605,2.40937,50.48375,0.907039,0.240983,4.156995,0,8.027478,813.55964,4.613161,26.729634,81.393911,37.435221,70.557058,14.439173,7.872046,0,LOSS
Magic,Tactix,3.945626,32.00124,10.395811,54.284141,0,36.579596,32.432203,9.9401,10.587242,50.347805,12.862169,145.953875,6.419828,0.606301,76.860642,1.519222,46.872801,148.724549,0,50.962021,7.941301,76.860642,49.720148,1.196051,5.613068,12.832449,0.850889,0.241393,6.190103,0,7.323096,921.309801,1.519222,35.24893,56.139976,46.34284,53.176567,7.938022,8.898072,0,6.178567,29.767765,8.27682,58.415226,0,27.901095,24.771549,13.000706,9.896907,50.870764,15.27144,140.145239,10.894996,0.241228,82.172535,2.747754,41.318003,153.272799,0,43.950042,9.731892,82.172535,47.28455,0.3937,3.249508,28.218232,0.842644,0.000466,3.213977,0,9.239965,848.543118,2.747754,28.085588,58.179546,48.683271,51.3496,6.966601,9.481793,0,WIN
Pulse,Mystics,5.300168,32.962552,5.225888,53.744733,0,21.472293,24.038323,9.095748,7.319609,47.951568,13.32097,146.058126,10.669107,0.60099,73.887866,3.80788,43.737301,141.601945,0,50.836488,11.127993,73.887866,46.189665,0.877399,5.009625,14.795914,0.041088,0.000418,3.134227,0,8.001226,5895.709939,3.80788,29.755524,56.858772,42.520401,53.487234,12.188441,6.862365,0,6.591705,35.668744,11.653052,57.708807,0,33.111779,28.360494,14.497446,9.365858,49.000931,15.687499,162.743862,10.041758,0.758828,77.477216,3.486693,51.042986,159.922887,0,48.317714,17.052975,77.477216,57.475238,2.677216,7.072751,38.548965,1.275565,0.645736,4.648898,0,10.153442,2561.007948,3.486693,32.171411,67.516996,40.655822,61.214426,10.963683,10.401202,0,WIN
Steel,Tactix,5.605658,18.914914,4.832155,45.086675,0,14.89168,17.463121,7.416102,4.129089,19.909432,12.900308,171.756556,8.599504,0.240021,104.73809,3.045264,60.683083,189.722283,0,59.502054,12.112521,104.73809,65.958061,1.653042,2.163748,20.1935,0.362816,0.096393,2.862798,0,3.210991,5197.423856,3.045264,21.491854,74.557564,32.974088,69.022823,11.175669,7.348818,0,5.471427,41.307106,4.510728,56.966091,0,18.660438,19.50862,11.200283,7.558763,50.948305,12.108576,144.858096,7.357998,0.096491,80.269014,2.299102,47.727201,154.309119,0,49.980017,13.492757,80.269014,54.91382,1.95748,3.699803,35.287293,2.737058,0.000186,1.885591,0,9.095986,824.817247,2.299102,21.434235,62.271819,43.473308,54.13984,6.38664,7.392717,0,LOSS
Pulse,Steel,8.120067,34.785021,8.690355,59.297893,0,31.347538,24.615329,10.838299,10.127844,50.380627,14.328388,152.02325,10.867643,0.840396,72.755146,3.923152,45.69492,145.440778,0,50.934595,11.051197,72.755146,51.475866,1.55096,2.00385,33.191093,0.016435,0.000167,1.853691,0,8.00049,2840.083976,3.923152,27.50221,62.343509,48.20816,55.594894,9.075377,7.544946,0,2.842263,29.165966,4.932862,47.43467,0,20.956672,18.985248,9.566441,4.651636,36.763773,12.360123,152.702622,5.839801,0.096008,89.295236,4.818106,50.673233,164.088913,0,53.200822,7.845008,89.295236,55.783224,1.261217,0.865499,8.0774,0.145126,0.038557,4.145119,0,6.084396,2560.169542,4.818106,21.796742,61.623026,39.589635,56.409129,10.470268,6.539527,0,LOSS
Steel,Stars,1.736905,36.266386,7.973145,47.773868,0,38.382669,17.194099,8.026576,4.260654,47.105509,7.944049,146.881049,7.135921,0.038403,84.318094,3.727242,49.069293,161.635565,0,53.080329,7.938003,84.318094,54.71329,0.504487,1.5462,3.23096,0.058051,0.615423,3.458048,0,4.233759,1508.867817,3.727242,20.718697,61.84921,39.835854,56.163652,7.788107,3.215811,0,6.517759,17.889125,5.174044,53.331089,0,16.227341,19.138146,11.19905,6.54362,20.976947,8.117944,159.50382,8.159593,0.015925,101.773198,1.271819,56.229851,182.314631,0,58.857702,14.862135,101.773198,61.875413,1.728223,3.454698,43.809623,1.258974,0.543374,1.154334,0,3.412244,940.04082,1.271819,22.224039,70.035006,38.468913,64.477634,8.013526,3.966565,0,LOSS
Magic,Tactix,5.17825,42.800496,7.758324,57.713656,0,35.808309,21.372881,10.57604,7.834897,49.539122,9.944868,150.78155,8.567931,0.242521,87.744257,1.207689,51.74912,166.889819,0,52.184809,13.97652,87.744257,57.088059,1.07842,4.045227,35.132979,2.140356,0.096557,3.676041,0,6.529238,849.723921,1.207689,23.699572,65.65599,43.737136,60.870627,5.575209,7.159229,0,4.588571,38.122842,7.804291,50.386436,0,34.736902,19.203448,11.680113,6.623505,51.579322,10.24343,145.543238,8.343199,0.038597,81.307606,3.319641,46.69088,158.923648,0,49.392007,11.997103,81.307606,53.765528,1.382992,1.479921,40.781584,1.094823,0.000075,3.754236,0,7.838394,814.726899,3.319641,20.573694,62.108727,38.389323,54.655936,5.554656,5.957087,0,WIN
Mystics,Pulse,6.236682,34.667497,7.661221,63.883523,0,24.783173,25.744198,10.598978,8.546343,48.400372,16.474999,155.097545,13.616703,0.303531,65.190887,4.394677,43.817195,144.969155,0,45.727086,13.42119,65.190887,51.790095,2.870886,4.629101,30.419586,0.510226,0.858295,1.859559,0,9.461377,1507.403179,4.394677,30.268565,65.406798,50.462329,56.28577,7.985473,11.360481,0,7.448027,37.914008,8.276142,69.919157,0,36.539015,20.046132,9.73532,4.651137,47.752251,11.131355,143.0093,10.947057,0.936158,71.702058,2.169261,48.277968,141.576311,0,50.973838,12.820479,71.702058,52.390346,1.220384,5.00154,24.185528,0.006574,0.000067,0.741476,0,6.200196,1617.83359,2.169261,23.000884,63.337404,57.083264,58.237957,7.830151,5.417978,0,WIN
Magic,Stars,5.6713,33.320198,9.10333,48.285463,0,30.523324,28.349152,10.830416,6.733959,52.215649,12.977947,142.51262,4.627173,0.097008,68.697703,1.683075,46.499648,141.755928,0,45.473923,10.390608,68.697703,51.635224,1.031368,6.418091,44.053192,1.456142,0.638623,4.470417,0,9.211695,821.089568,1.683075,29.879829,56.262396,37.294854,50.748251,8.830083,7.663692,0,3.807103,35.95565,6.869618,47.132436,0,26.290937,18.455258,9.27962,4.417448,38.990779,11.647178,166.401528,8.063837,0.00637,93.509279,4.108728,60.89194,176.725852,0,60.143081,9.544854,93.509279,64.350165,1.291289,4.381879,25.323849,1.10359,0.21735,1.061734,0,7.364898,5248.016328,4.108728,22.689616,72.414002,37.587565,68.391054,9.20541,5.786626,0,WIN
Tactix,Steel,4.235428,30.249137,10.321716,59.154574,0,34.894761,26.881379,14.872045,7.449402,48.231729,11.297372,147.017295,11.13728,0.615439,67.923042,4.327856,39.676352,142.169459,0,47.356803,13.798841,67.923042,46.706211,1.753197,5.391968,30.112634,0.437929,0.00003,3.301695,0,6.135358,811.29076,4.327856,30.429478,57.843491,45.355729,50.662374,11.221862,5.982835,0,7.894762,39.706555,10.389258,46.109547,0,46.553068,20.67764,8.010631,5.904262,48.242204,9.77762,161.35242,10.054368,0.015361,84.727238,3.290897,55.627717,166.054226,0,57.232131,7.975201,84.727238,60.285316,1.401795,1.21848,21.092384,0.02322,0.246169,3.183219,0,7.693503,1088.347127,3.290897,22.687479,70.339684,38.134342,63.265461,9.715243,3.086324,0,LOSS
Mystics,Steel,7.894673,34.266999,12.664488,47.153409,0,33.313269,24.697679,12.039591,9.418537,49.360149,17.39,165.839018,12.646681,1.321413,78.276355,2.957871,51.726878,166.587662,0,48.290834,8.968476,78.276355,57.916038,2.948355,3.65164,27.167834,2.60409,0.343318,1.343824,0,10.984551,1084.761272,2.957871,30.107426,70.562719,38.184932,63.314308,7.994189,10.544192,0,6.157905,41.082622,10.755703,52.643819,0,36.021227,23.271056,6.204252,4.161705,49.896881,14.711048,182.740968,13.021747,0.006145,91.490895,6.716359,58.251087,184.02169,0,55.892853,7.990081,91.490895,63.714126,1.160718,3.487392,24.636954,1.209288,0.098468,2.473288,0,10.877401,920.138851,6.716359,25.274991,76.735874,44.653737,70.306184,16.486097,6.03453,0,LOSS
Magic,Pulse,4.66852,36.728079,9.641332,63.714185,0,33.809329,25.739661,12.132166,5.693583,50.88626,12.391179,153.005048,6.050869,0.038803,69.479081,4.27323,50.999859,146.102371,0,49.389569,17.956243,69.479081,54.854089,4.012547,4.967236,26.021277,1.182457,0.255449,4.788167,0,8.484678,813.835827,4.27323,27.551932,60.904958,45.517942,56.8993,12.532033,4.865477,0,7.179211,29.565603,6.910457,61.567663,0,26.615606,28.418453,8.094128,7.860455,49.1009,14.652542,144.20372,13.378823,0.374463,62.880823,3.267704,40.311187,131.030524,0,48.589535,18.328192,62.880823,44.356139,0.488154,5.600616,17.474211,0.00263,1.200027,4.496591,0,7.880078,1130.133436,3.267704,33.800354,57.734961,43.233306,50.895183,9.13206,8.167191,0,WIN
Stars,Tactix,5.122841,35.38226,8.747847,45.852974,0,33.316375,21.782103,10.911848,3.566979,45.596312,10.658871,154.760611,9.825535,0.002548,80.603712,3.443491,51.956776,157.690341,0,53.457232,11.017942,80.603712,56.340066,1.716516,3.552752,20.92954,0.441436,0.08694,4.024693,0,6.545959,6971.206531,3.443491,25.875846,66.165601,34.835026,62.156421,10.282164,5.31465,0,4.694171,31.899655,9.528687,45.26183,0,33.757904,31.152552,13.748818,7.779761,48.692692,10.518949,144.606918,11.054912,0.246175,66.769217,4.731143,41.070541,136.067784,0,51.342721,10.319536,66.769217,46.282484,1.301279,8.756787,28.245053,0.175172,0.000012,3.120678,0,4.854143,805.716304,4.731143,34.971791,57.337396,34.942292,50.86495,10.488745,4.193134,0,LOSS
Pulse,Tactix,5.871684,23.826241,9.364183,53.427065,0,28.646242,31.167381,8.637651,10.344182,50.84036,16.661017,144.081488,13.151529,0.149785,57.552329,4.307082,36.524475,126.21221,0,42.235814,14.531277,57.552329,39.942455,3.195261,5.840246,11.789684,0.001052,0.480011,2.398636,0,6.752031,937.453374,4.307082,36.920141,53.093985,38.893322,47.958073,14.452824,8.666877,0,4.277669,36.159862,11.611475,42.104732,0,35.703162,25.661021,13.299527,7.311904,51.277077,12.60758,159.842767,9.821965,0.09847,76.507687,4.892457,51.828216,155.227113,0,51.737088,9.527815,76.507687,57.512994,1.720511,5.302715,31.098021,0.070069,0.600005,2.448271,0,9.741657,5194.286522,4.892457,27.788716,67.334959,32.576917,61.14598,13.195498,6.477254,0,LOSS
Steel,Magic,10.263162,44.033049,10.302281,46.257528,0,30.008491,26.108422,8.481701,5.264682,51.758753,19.084419,191.896387,16.608699,0.602458,95.396358,7.486544,56.300435,191.208676,0,54.157141,9.196032,95.396358,65.685651,0.464287,4.394957,25.454781,2.283715,0.039387,2.189315,0,10.950961,852.85554,7.486544,28.109997,82.294349,36.461495,72.522474,17.994439,7.213812,0,6.067408,27.291232,11.056533,59.685674,0,32.123732,28.895864,19.252867,7.677433,49.154504,16.956472,140.402019,7.820348,0.015521,66.191632,3.509292,45.599944,135.240948,0,41.355828,13.782497,66.191632,47.741636,1.605019,5.586895,17.008511,0.472983,0.10218,4.315267,0,9.393871,807.334331,3.509292,33.220773,55.561983,45.807177,53.35972,11.012813,9.146191,0,WIN
Stars,Mystics,2.049137,33.952904,8.899139,49.54119,0,36.72655,28.512841,15.164739,6.226792,46.438525,8.463548,143.504244,7.530214,0.601019,77.841485,1.377396,46.58271,151.276136,0,53.782893,14.007177,77.841485,50.136026,2.486606,2.621101,8.371816,0.776574,0.034776,6.409877,0,5.018384,3269.682612,1.377396,31.350338,57.66624,35.53401,54.262569,6.512866,6.32586,0,5.557869,32.9068,11.065795,53.661364,0,33.125308,29.079072,9.615837,8.567415,47.94406,14.756,154.535607,11.658673,0.528565,78.710542,4.183148,47.090751,155.435065,0,48.716334,17.98739,78.710542,51.966415,2.379342,5.060656,21.667134,1.641636,0.737327,3.537529,0,7.99382,916.904509,4.183148,35.44297,63.625088,35.673973,58.325723,11.597676,7.817677,0,LOSS
Mystics,Magic,5.823148,34.16272,12.226318,47.864545,0,35.450123,27.831629,12.246335,8.226966,49.777624,14.9024,161.414243,13.663469,1.411426,78.884217,5.273259,47.0363,159.374026,0,51.286533,15.594956,78.884217,53.786566,2.751737,5.624262,16.466853,1.256654,0.294931,4.415012,0,7.397528,5238.761803,5.273259,33.377188,67.450035,31.669589,60.530289,12.43907,6.127071,0,6.026963,33.716493,7.422613,56.87427,0,25.449493,28.358346,13.101147,8.470973,46.061802,16.982589,153.360808,9.128139,0.006209,76.276653,5.003717,49.439977,146.496379,0,51.942331,11.512999,76.276653,50.896654,0.642008,4.634758,12.803404,1.389193,0.040872,4.126107,0,9.757549,808.333732,5.003717,33.088309,60.024793,45.322871,58.543888,12.805125,7.258476,0,LOSS
Steel,Tactix,7.705265,46.413219,10.720913,35.903011,0,31.803396,21.843369,11.79268,5.705873,54.303501,17.833768,190.158555,14.44348,0.240983,110.158543,5.994617,62.720174,206.08347,0,57.662856,7.878413,110.158543,70.07426,0.185715,2.357983,23.981913,2.113486,0.015755,1.475726,0,12.780384,825.942216,5.994617,25.643999,84.51774,27.784598,77.008989,14.997776,8.285525,0,5.911067,30.663945,12.44459,48.641893,0,34.081265,28.264408,10.719811,5.924762,49.910831,15.843032,155.137107,8.128786,0.039388,69.003075,5.556983,47.131287,144.290845,0,45.894835,11.611126,69.003075,54.205198,0.688205,5.721086,29.839209,1.828027,0.240002,2.779308,0,11.096663,2559.514609,5.556983,30.915487,62.333983,37.030767,54.458392,14.878199,6.790901,0,LOSS
Stars,Pulse,8.619655,33.981162,9.559656,54.616476,0,33.29062,28.205137,10.265896,5.490717,47.97541,11.785419,161.801698,17.412086,0.240408,80.936594,1.750959,40.833084,161.910455,0,51.513157,15.202871,80.936594,49.454411,2.794643,4.04844,26.148726,0.91063,1.21391,3.763951,0,5.007353,1790.873045,1.750959,33.540135,66.866496,38.813604,59.505027,11.005146,7.330344,0,3.548674,23.330497,12.145673,55.570826,0,36.658497,32.266952,11.25506,8.337673,50.936144,12.064407,133.832595,10.060612,0.059914,54.220932,3.522833,36.80979,119.484884,0,43.294326,15.412511,54.220932,39.976982,1.278105,4.136099,12.515874,0.000421,0.192004,5.159454,0,4.500813,856.18135,3.522833,38.168057,50.037594,39.557329,45.583229,11.18113,6.466751,0,WIN
Tactix,Mystics,7.164427,40.465578,9.777836,43.456757,0,30.432506,20.905763,9.687924,4.769905,52.364332,17.137213,171.254843,9.851514,0.015755,88.20123,5.822793,57.252515,174.116338,0,53.157934,10.04445,88.20123,63.682079,0.275282,2.888434,33.535683,1.931211,0.096001,2.311723,0,13.438665,1508.605843,5.822793,24.366195,73.533593,32.812307,67.383357,11.35128,7.516361,0,7.129259,25.665088,9.090527,53.945818,0,24.380049,33.332651,13.298534,9.290786,48.71105,20.96096,153.965697,15.065388,0.56457,77.753687,7.509304,35.01452,150.14961,0,43.314613,14.037982,77.753687,41.914626,2.300695,4.649705,21.586741,1.102662,0.117972,4.766005,0,7.159011,2578.504721,7.509304,40.350875,56.980014,39.667836,48.812116,13.975628,10.250828,0,WIN
Pulse,Steel,3.819469,31.532199,8.458269,49.82833,0,27.863399,29.106781,8.702024,6.935069,51.574458,10.225763,145.933038,13.024245,0.023966,71.488373,3.809133,41.723916,144.993954,0,47.91773,12.165004,71.488373,45.990793,2.911242,2.254439,12.80635,0.000168,0.076802,6.863782,0,6.000325,5214.47254,3.809133,35.067223,59.015038,36.822932,55.433292,12.272452,4.3867,0,6.082106,41.365288,8.488365,46.161204,0,33.721359,23.737348,10.117072,7.082349,49.3214,12.533507,163.063422,9.977392,0.096393,89.063417,4.197847,53.88807,168.233388,0,57.865143,9.151365,89.063417,59.229704,0.074286,2.743193,26.992765,1.445394,0.006302,2.39029,0,9.312154,811.576886,4.197847,27.657599,69.207096,36.913839,62.603596,10.19911,5.71421,0,WIN
