@relation out

@attribute home {Mystics,Pulse,Stars,Steel,Magic,Tactix}
@attribute away {Steel,Magic,Tactix,Stars,Pulse,Mystics}
@attribute rea numeric
@attribute gfcpa numeric
@attribute gfta numeric
@attribute pa numeric
@attribute tipa numeric
@attribute ga numeric
@attribute posa numeric
@attribute oraa numeric
@attribute gma numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 0 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute ba numeric
@attribute passa numeric
@attribute gaa numeric
@attribute da numeric
@attribute tuwa numeric
@attribute cpra numeric
@attribute opa numeric
@attribute fea numeric
@attribute goalsa numeric
@attribute offa numeric
@attribute badpa numeric
@attribute dra numeric
@attribute breaka numeric
@attribute blocka numeric
@attribute badha numeric
@attribute mgta numeric
@attribute gfga numeric
@attribute sia numeric
@attribute goalaa numeric
@attribute deflaa numeric
@attribute cpa numeric
@attribute turna numeric
@attribute picka numeric
@attribute intera numeric
@attribute rb numeric
@attribute gfcpb numeric
@attribute gftb numeric
@attribute penb numeric
@attribute tipb numeric
@attribute gainb numeric
@attribute possb numeric
@attribute orb numeric
@attribute gmb numeric
@attribute bb numeric
@attribute passb numeric
@attribute gasdfb numeric
@attribute dispb numeric
@attribute tuwb numeric
@attribute cprb numeric
@attribute opb numeric
@attribute feedb numeric
@attribute goalsb numeric
@attribute offb numeric
@attribute bpb numeric
@attribute drb numeric
@attribute breakb numeric
@attribute blockb numeric
@attribute bhb numeric
@attribute mgtb numeric
@attribute gfgb numeric
@attribute sib numeric
@attribute gab numeric
@attribute deflb numeric
@attribute turnb numeric
@attribute pickb numeric
@attribute interb numeric
@attribute result {LOSS,WIN}

@data
Stars,Magic,1.591448,39.618287,3.598236,55.576459,0,19.278013,24.238245,15.646207,8.881816,48.27094,12.425936,144.953912,4.591517,0.009901,67.469802,5.152686,46.901295,134.539626,0,56.634545,8.526508,67.469802,50.381815,3.906283,3.973639,26.426191,0.109108,0.000001,2.125028,0,7.165292,7454.733328,5.152686,25.261049,54.973331,47.049947,51.50183,7.443804,7.151605,0,3.840081,37.203167,4.852237,67.853106,0,17.530933,28.638283,12.495896,9.130704,43.806366,15.74608,166.995991,13.337406,0.90009,83.933637,7.575141,45.027318,158.828098,0,55.953968,16.024857,83.933637,51.744688,5.42268,4.087226,19.730975,0.93709,0.0099,2.909093,0,9.689284,805.465794,7.575141,35.507332,65.082094,51.828248,58.184823,17.634591,7.078849,0,LOSS
Mystics,Stars,7.087556,28.395531,8.20613,66.181415,0,29.526249,25.067456,19.114483,6.08913,45.19032,12.020423,139.029221,12.517994,0.00009,72.410649,4.362995,37.434379,138.684438,0,43.309959,13.767774,72.410649,42.640733,1.012684,4.818018,24.438277,0.002793,0.090909,6.773141,0,6.039072,805.359823,4.362995,30.686554,55.158727,52.413642,46.440493,14.335209,5.369704,0,5.559145,32.761829,11.159824,58.657646,0,41.927801,26.723825,6.064621,8.988182,51.627094,12.042594,144.995391,11.259152,0.00099,82.34698,5.015269,46.09013,153.853963,0,50.663454,8.952651,82.34698,50.938181,0.390628,2.197364,25.142619,2.710911,0,1.112503,0,7.016529,1473.573333,5.015269,29.526105,62.197333,49.704995,58.250183,7.94438,4.31516,0,LOSS
Magic,Steel,3.984008,36.120317,8.585224,61.685311,0,28.753093,23.563828,5.74959,4.51307,47.580637,16.874608,144.499599,7.633741,0.090009,82.193364,6.157514,53.102732,152.68281,0,46.995397,13.302486,82.193364,55.574469,3.242268,0.408723,14.83024,0.093709,0.00099,3.890909,0,10.868928,7388.546579,6.157514,27.850733,63.208209,48.382825,59.818482,8.963459,8.807885,0,7.012717,30.61075,6.2168,79.663468,0,23.629836,25.25884,15.276178,6.540862,44.637003,17.501043,135.406291,8.33434,0,65.551253,4.894292,40.709,125.151488,0,48.08437,12.311274,65.551253,47.636708,0.00108,4.026193,13.164366,0.090927,0.00009,0.207216,0,10.809158,803.61808,4.894292,28.377084,55.971048,67.352193,49.8598,9.098997,6.71658,0,WIN
Tactix,Pulse,9.484331,31.697216,8.087762,41.815662,0,27.185757,23.388062,16.319841,4.94328,55.390261,15.166708,161.497396,14.143902,0.000091,95.260693,4.825039,46.05223,172.7432,0,43.574517,4.916731,95.260693,50.235511,1.837,3.876874,32.999399,0.0009,0.000009,1.108047,0,10.450533,868.402001,4.825039,26.552059,64.379413,36.898931,60.103493,20.555135,5.658768,0,5.964206,35.233221,10.655755,54.019999,0,37.060931,20.470799,7.293338,7.007731,55.574731,13.004522,154.784731,13.293765,0.0009,83.276,3.889059,42.596963,164.470493,0,48.772082,2.649055,83.276,52.457005,0.937829,2.714604,25.906198,0.00901,0.00009,0.180286,0,6.568029,807.500185,3.889059,26.070649,65.750769,51.370926,53.919646,8.641719,7.214172,0,LOSS
Stars,Pulse,2.355914,39.276183,10.115982,37.365765,0,40.19278,20.672382,12.306462,3.598818,54.662709,9.304259,156.699539,6.525915,0.900099,91.034698,1.401527,53.209013,171.985396,0,55.466345,8.095265,91.034698,57.293818,0.039063,0.219736,2.514262,0.271091,0.9,4.61125,0,7.901653,7455.357333,1.401527,24.55261,63.819733,29.270499,59.825018,10.694438,5.831516,0,3.296421,27.823322,10.065576,44.102,0,30.176681,23.64708,13.329334,8.800773,52.357473,16.600452,150.478473,9.429376,0.00009,71.3276,4.888906,41.159696,147.847049,0,39.977208,6.564905,71.3276,47.5457,3.693783,3.87146,22.59062,0.900901,0.000009,0.018029,0,9.656803,803.450019,4.888906,27.807065,56.975077,37.537093,49.491965,16.164172,10.621417,0,WIN
Steel,Tactix,3.401272,45.361075,5.12168,63.766347,0,22.817529,28.625884,10.527618,5.154086,45.8637,14.350104,155.740629,3.533434,0,83.955125,4.989429,54.4709,152.915149,0,61.508437,16.531127,83.955125,58.763671,2.700108,5.802619,61.316437,2.709093,0.000009,3.620722,0,8.280916,808.461808,4.989429,28.937708,62.297105,47.235219,56.28598,9.0099,7.871658,0,4.548433,24.769722,7.108776,58.181566,0,25.218576,32.038806,21.431984,10.394328,48.739026,15.016671,128.64974,9.51439,0.000009,69.826069,3.182504,33.405223,128.87432,0,41.257452,9.491673,69.826069,37.423551,2.8837,3.987687,13.29994,0.00009,0.000001,4.610805,0,5.545053,808.6402,3.182504,33.255206,46.937941,48.689893,42.910349,11.055514,8.665877,0,LOSS
Magic,Mystics,2.198401,53.112032,11.658522,49.368531,0,40.116689,20.356383,6.874959,7.651307,53.358064,13.387461,182.74996,5.263374,0.009001,105.419336,7.815751,71.010273,199.768281,0,60.49954,14.830249,105.419336,73.957447,2.124227,0.040872,37.483024,0.009371,0.000099,2.189091,0,9.186893,1466.054658,7.815751,22.585073,79.220821,34.538282,76.181848,12.596346,5.380788,0,9.708756,37.039553,7.120613,67.818142,0,29.202625,22.306746,17.211448,6.008913,45.019032,13.802042,166.002922,13.851799,0.900009,73.841065,7.6363,41.543438,154.268444,0,51.130996,19.376777,73.841065,53.764073,1.901268,4.981802,41.015256,0.000279,0.909091,4.277314,0,9.603907,805.035982,7.6363,25.568655,67.615873,48.441364,53.244049,14.933521,3.23697,0,WIN
Tactix,Pulse,6.754843,36.676972,11.510878,57.118157,0,38.521858,24.803881,5.743198,12.739433,50.773903,14.101667,164.964974,12.651439,0.900001,96.982607,3.91825,50.140522,179.387432,0,55.425745,11.749167,96.982607,56.842355,0.28837,1.298769,29.022302,0.900009,0,1.36108,0,8.654505,808.06402,3.91825,29.425521,69.493794,45.368989,61.891035,8.305551,7.166588,0,4.829642,34.282332,9.106558,43.1102,0,34.171514,32.064708,13.032933,11.680077,48.435747,11.560045,148.247847,7.242938,0.000009,75.53276,3.188891,47.31597,149.784705,0,51.697721,12.356491,75.53276,49.75457,1.269378,4.887146,27.973348,0.09009,0.000001,4.501803,0,6.36568,7388.345002,3.188891,35.180706,56.997508,29.853709,54.449196,8.816417,5.562142,0,WIN
Stars,Mystics,6.535591,42.627618,11.811598,44.236576,0,34.019278,20.967238,15.630646,4.859882,52.266271,16.230426,177.669954,9.652592,0.09001,91.00347,1.940153,58.420901,178.29854,0,56.846635,8.909527,91.00347,64.229382,3.603906,2.721974,36.251426,0.927109,0.09,2.261125,0,9.790165,1468.235733,1.940153,25.855261,73.881973,35.32705,67.182502,13.669444,11.383152,0,4.570876,29.803955,9.712061,66.181814,0,35.06312,24.730675,7.121145,6.000891,50.401903,9.480204,139.000292,11.28518,0.090001,72.184106,3.46363,41.954344,145.926844,0,45.6131,16.337678,72.184106,46.776407,2.890127,3.19818,12.283344,1.800028,0.090909,4.027731,0,7.260391,808.603598,3.46363,30.456866,58.061587,49.844136,52.124405,8.693352,3.023697,0,WIN
Steel,Magic,8.440127,42.336107,4.112168,52.276635,0,14.695546,24.462588,6.452762,6.815409,48.68637,21.23501,171.274063,15.653343,0,80.395513,5.898943,47.74709,155.691515,0,54.750844,9.753113,80.395513,56.276367,1.170011,4.180262,32.602232,0.270909,0.900001,3.062072,0,9.828092,802.646181,5.898943,29.893771,71.92971,42.523522,61.428598,13.50099,12.487166,0,7.41984,35.911203,9.265852,70.636853,0,30.140701,21.835638,9.687496,3.465131,49.435806,16.638746,151.474996,9.526337,0.0009,80.741934,6.181575,50.301027,159.476828,0,45.649954,17.683025,80.741934,55.095745,2.012423,2.704087,30.748302,0.000937,0.00001,3.818909,0,9.918689,871.105466,6.181575,27.458507,64.622082,52.953828,58.918185,7.559635,5.938079,0,WIN
Stars,Pulse,3.353559,43.862762,13.78116,59.323658,0,33.401928,29.096724,11.463065,5.885988,51.126627,15.123043,185.166995,9.065259,0.009001,83.800347,2.894015,60.74209,176.229854,0,56.984663,13.490953,83.800347,69.422938,0.360391,6.572197,3.625143,0.092711,2.709,3.826113,0,11.779017,871.323573,2.894015,32.285526,78.488197,45.832705,69.71825,18.466944,10.138315,0,4.082964,25.928233,8.110656,75.41102,0,30.083818,26.606471,12.103293,11.068008,48.943575,11.956005,128.224785,8.824294,0.000001,66.053276,1.218889,35.331597,126.57847,0,40.269772,16.535649,66.053276,40.075457,0.126938,3.188715,22.797335,0.009009,0,1.35018,0,6.036568,1461.5345,1.218889,30.518071,48.899751,58.785371,43.24492,13.481642,8.656214,0,WIN
Mystics,Magic,5.857088,34.480396,9.971206,55.218181,0,30.779039,35.773067,10.612114,9.600089,49.14019,12.64802,151.600029,9.228518,2.709,73.818411,3.946363,46.495434,149.592684,0,49.56131,10.633768,73.818411,51.477641,2.089013,6.619818,21.228334,1.980003,0.009091,8.502773,0,7.026039,7388.86036,3.946363,40.845687,60.706159,44.584414,54.71244,10.769335,5.70237,0,5.241984,41.39112,7.226585,56.563685,0,28.21407,31.883564,12.66875,5.746513,49.043581,13.363875,157.3475,6.352634,0.00009,91.774193,2.418158,53.630103,165.347683,0,60.364995,8.068302,91.774193,57.709574,1.101242,6.570409,33.07483,0.900094,0.900001,5.781891,0,9.091869,815.210547,2.418158,33.345851,64.062208,48.495383,59.891818,7.055963,7.793808,0,WIN
Stars,Steel,6.635356,45.786276,13.078116,47.332366,0,43.68502,18.209672,11.046306,5.988599,52.812663,9.612304,167.0167,8.106526,0.0009,82.180035,1.189402,60.074209,168.822985,0,55.198466,9.449095,82.180035,66.342294,3.636039,1.55722,45.362514,0.009271,1.1709,0.382611,0,7.477902,809.832357,1.189402,21.228553,74.44882,37.88327,66.371825,10.846694,5.513832,0,10.744013,50.133611,15.711217,41.227663,0,46.469555,21.346259,7.845276,7.881541,50.768637,12.023501,198.027406,15.065334,0.9,116.039551,4.189894,61.474709,216.269151,0,60.375084,8.175311,116.039551,73.127637,1.017001,1.318026,57.260223,0.927091,0.09,4.806207,0,7.282809,807.464618,4.189894,25.489377,88.192971,33.052352,76.34286,15.750099,6.648717,0,LOSS
Magic,Tactix,3.224198,27.539112,11.522659,51.556369,0,40.062786,34.688356,9.366875,13.174651,50.804358,12.136387,139.93475,6.035263,0.900009,70.377419,0.241816,43.16301,139.834768,0,48.3365,6.20683,70.377419,45.370957,1.010124,6.057041,3.307483,0.990009,0.09,6.878189,0,6.309187,809.621055,0.241816,37.534585,51.406221,45.349538,49.189182,7.905596,9.779381,0,6.075484,27.967697,7.451088,59.711816,0,24.852186,24.080388,14.07432,9.373943,50.97739,15.810167,132.596497,10.265144,0.09,78.098261,2.191825,39.214052,146.638743,0,40.642575,9.274917,78.098261,45.284236,0.028837,3.729877,29.90223,0.990001,0,3.736108,0,9.865451,802.606402,2.191825,27.242552,55.549379,50.436899,48.489103,5.330555,10.616659,0,WIN
Pulse,Mystics,5.808296,34.992823,3.511066,48.941102,0,16.508382,22.460647,7.510329,5.606801,47.194357,13.7956,150.522478,11.682429,0.9,75.905328,4.621889,45.83316,144.057847,0,54.426977,9.753565,75.905328,47.207546,0.912694,5.718871,9.779733,0.000901,0,3.735018,0,8.703657,7454.15345,4.621889,29.151807,58.889975,39.178537,56.524492,12.148164,6.265621,0,6.885709,36.74804,12.697121,56.821818,0,33.867378,26.977307,16.361211,9.960009,49.014019,17.464802,169.060003,9.922852,0.2709,79.381841,3.094636,54.149543,165.259268,0,48.156131,19.063377,79.381841,60.947764,2.908901,7.861982,47.122833,1.098,0.900909,3.550277,0,11.502604,1463.386036,3.094636,30.184569,70.870616,37.758441,64.871244,10.976934,13.170237,0,WIN
Steel,Tactix,3.774401,5.013361,1.571122,43.722766,0,4.646955,14.734626,7.084528,2.588154,5.076864,12.00235,165.602741,6.006533,0.09,106.103955,2.218989,62.847471,189.026915,0,60.037508,13.417531,106.103955,65.812764,1.9017,1.931803,5.726022,0.092709,0.009,2.280621,0,0.728281,7388.746462,2.218989,18.748938,71.819297,30.305235,68.834286,9.67501,6.964872,0,5.107548,46.89677,2.545109,56.371182,0,13.735219,16.808039,10.407432,6.337394,50.997739,10.581017,146.45965,5.526514,0.009,78.909826,2.019183,50.721405,154.163874,0,52.664257,15.327492,78.909826,58.528424,2.702884,3.972988,38.990223,3.699,0,1.273611,0,9.086545,808.36064,2.019183,18.024255,64.054938,41.04369,55.24891,5.933056,6.461666,0,LOSS
Pulse,Steel,9.58083,35.899282,10.251107,61.59411,0,35.788769,24.746065,11.551033,11.36068,51.519436,14.87956,155.452248,11.068243,0.99,72.390533,4.062189,46.883316,147.605785,0,51.342698,10.875356,72.390533,54.220755,1.891269,0.571887,41.887064,0.00009,0,1.273502,0,8.070366,1468.115345,4.062189,26.315181,65.288998,50.717854,56.952449,7.514816,7.826562,0,1.27744,32.901336,4.657112,48.472277,0,22.964696,19.473463,10.608453,4.758815,43.707686,12.000235,142.560274,4.200653,0.009,81.710396,5.621899,45.884747,151.202692,0,50.103751,5.841753,81.710396,50.681276,1.09017,0.19318,0.572602,0.009271,0.0009,4.728062,0,7.272828,1460.674646,5.621899,21.674894,54.88193,42.630524,50.083429,9.967501,6.096487,0,LOSS
Steel,Stars,1.027744,40.190134,9.465711,48.047228,0,47.29647,16.347346,7.360845,4.075882,52.970769,5.700024,142.956027,7.620065,0.0009,81.07104,3.26219,47.788475,159.120269,0,52.710375,7.784175,81.07104,53.668128,0.109017,1.819318,0.05726,0.000927,0.90009,3.172806,0,3.427283,873.267465,3.26219,20.167489,61.288193,40.263052,55.408343,6.39675,1.509649,0,6.963536,4.578628,1.307812,55.133237,0,4.368502,18.020967,11.004631,6.89886,5.281266,6.36123,153.50167,8.010653,0.00009,110.818003,1.01894,54.607421,187.882299,0,60.419847,17.14491,110.818003,59.734229,1.263604,3.755722,49.536251,1.800927,0.11709,0.938261,0,0.74779,808.183236,1.01894,21.022855,67.744882,37.988327,63.337183,5.584669,2.351383,0,LOSS
Magic,Tactix,5.72242,47.753911,6.552266,59.155637,0,35.770985,16.068836,10.836687,6.717465,49.180436,8.413639,152.593475,9.603526,0.090001,92.537742,0.924182,53.816301,175.083477,0,52.53365,16.820683,92.537742,60.337096,1.001012,3.305704,45.330748,2.799001,0.009,2.487819,0,6.030919,802.762105,0.924182,18.153459,69.940622,42.334954,64.318918,4.39056,6.377938,0,4.110755,37.089677,9.254511,47.037118,0,42.282613,18.780804,11.840743,6.033739,51.899774,9.158102,146.045965,8.652651,0.0009,81.690983,3.801918,46.472141,161.216387,0,49.366426,11.432749,81.690983,53.552842,1.170288,0.397299,43.899022,0.3699,0,4.627361,0,7.208655,808.036064,3.801918,19.802426,62.205494,35.604369,55.024891,5.093306,5.146167,0,WIN
Mystics,Pulse,6.088571,34.274804,5.769712,66.882182,0,20.69443,24.297731,8.836121,8.196001,48.101402,17.04648,151.906,15.392285,0.02709,59.238184,4.809464,40.514954,138.025927,0,44.415613,11.806338,59.238184,49.294776,2.99089,3.486198,27.212283,0.1098,0.990091,0.355028,0,9.25026,870.838604,4.809464,29.118457,64.687062,55.075844,54.187124,6.497693,12.117024,0,7.258083,39.589928,8.225111,75.459411,0,39.578877,17.774606,9.255103,2.036068,46.551944,9.587956,138.845225,11.006824,0.999,71.139053,1.306219,49.688332,139.860578,0,51.03427,13.687536,71.139053,53.122075,1.089127,6.357189,20.552343,0.000009,0,0.12735,0,5.307037,869.511535,1.306219,20.631518,64.1289,61.771785,59.695245,7.051482,4.382656,0,WIN
Magic,Stars,5.972242,29.075391,9.655227,43.715564,0,27.877098,31.306884,10.983669,6.071747,53.518044,14.341364,138.559347,2.760353,0.009,59.653774,1.892418,44.08163,130.008348,0,42.153365,8.882068,59.653774,49.23371,1.000101,7.53057,49.533075,1.1799,0.9009,4.748782,0,10.503092,802.076211,1.892418,32.415346,51.994062,33.933495,46.031892,10.339056,7.837794,0,2.496354,43.657863,7.330781,44.213324,0,30.13685,18.002097,8.300463,3.389886,46.428127,13.236123,169.250167,8.001065,0.000009,90.2818,5.501894,63.060742,174.48823,0,60.941985,7.114491,90.2818,65.373423,1.02636,4.875572,16.653625,1.080093,0.011709,0.993826,0,9.074779,7388.818324,5.501894,22.802286,73.374488,37.098833,70.233718,9.558467,6.535138,0,WIN
Tactix,Steel,4.011075,26.208968,11.725451,63.203712,0,35.728261,30.67808,16.484074,7.803374,46.589977,11.71581,147.804596,12.565265,0.90009,61.269098,4.880192,36.147214,134.021639,0,46.336643,14.643275,61.269098,43.155284,1.917029,7.23973,25.089902,0.03699,0,3.162736,0,5.220865,808.903606,4.880192,35.280243,55.720549,48.560437,48.702489,14.009331,5.914617,0,10.902774,41.819013,11.746571,45.304723,0,51.529647,22.334735,7.936085,6.707588,49.397077,10.470002,168.195603,11.562007,0.00009,84.607104,3.026219,58.778847,168.012027,0,59.271038,7.978418,84.607104,62.966813,1.810902,1.081932,29.705726,0.000093,0.090009,3.017281,0,9.342728,814.526746,3.026219,23.616749,74.528819,37.326305,66.740834,10.539675,2.850965,0,LOSS
Mystics,Steel,8.708857,34.02748,14.976971,39.088218,0,37.169443,24.029773,12.583612,9.8196,49.81014,17.904648,170.8906,12.339229,1.802709,84.223818,2.280946,55.351495,176.702593,0,49.441561,6.580634,84.223818,60.729478,2.999089,3.04862,25.221228,3.61098,0.099009,0.935503,0,11.725026,809.78386,2.280946,29.911846,73.068706,32.507584,66.618712,7.849769,10.211702,0,5.590277,41.981901,11.074657,55.830472,0,31.252965,24.733473,5.293608,3.370759,50.839708,17.247,194.11956,14.656201,0.000009,94.86071,8.402622,59.877885,193.201203,0,55.427104,7.997842,94.86071,65.696681,1.08109,4.608193,27.270573,1.800009,0.009001,2.101728,0,12.634273,808.652675,8.402622,26.661675,80.352882,47.832631,74.174083,19.953968,7.485096,0,LOSS
Magic,Pulse,4.197224,38.007539,9.965523,70.971556,0,35.18771,24.730688,12.798367,5.107175,50.351804,12.234136,157.855935,6.576035,0.0009,68.965377,5.589242,53.008163,147.100835,0,51.015336,21.588207,68.965377,56.223371,5.50001,4.353057,17.553307,1.01799,0.09009,4.974878,0,8.250309,808.307621,5.589242,26.641535,62.799406,49.29335,59.503189,14.533906,3.483779,0,7.025808,25.558993,6.222511,57.945941,0,21.957888,32.377461,7.22551,9.203607,49.655194,16.258796,144.384522,14.600682,0.0999,58.413905,3.730622,36.468833,125.586058,0,47.403427,21.168754,58.413905,40.412208,0.108913,6.035719,13.755234,0.000001,1.8,6.312735,0,8.630704,811.451153,3.730622,38.963152,55.01289,36.777179,47.369524,9.705148,9.438266,0,WIN
Stars,Tactix,5.649635,35.865786,9.733078,44.921332,0,37.213685,23.40021,11.630046,3.038989,49.642813,10.323612,149.225017,10.700107,0.000001,73.82818,3.250189,47.706074,147.948823,0,50.194198,11.511449,73.82818,52.437342,1.902636,3.187557,17.865363,0.108009,0.001171,5.499383,0,6.307478,8046.881832,3.250189,27.480229,63.137449,33.409883,59.223372,10.855847,5.153514,0,4.901108,32.320897,9.272545,38.720371,0,33.272826,33.667808,13.348407,7.980337,48.758998,10.171581,143.48046,11.156527,0.090009,65.52691,4.988019,41.414721,132.202164,0,53.233664,8.664327,65.52691,45.715528,1.091703,10.623973,26.80899,0.003699,0,3.016274,0,4.122087,802.690361,4.988019,37.728024,56.872055,30.056044,50.770249,10.400933,3.291462,0,LOSS
Pulse,Tactix,5.202581,20.555899,10.522251,48.994594,0,29.195789,32.937746,8.822551,11.720361,51.765519,17.82588,144.038452,13.160068,0.00999,54.441391,4.873062,34.246883,123.258606,0,38.940343,12.916875,54.441391,37.341221,4.510891,6.003572,8.575523,0,0.18,1.531274,0,6.26307,809.245115,4.873062,38.996315,50.501289,36.077718,46.136952,17.170515,9.043827,0,4.090111,38.33209,12.627255,39.872037,0,36.627283,23.166781,13.034841,7.098034,52.5759,13.617158,167.348046,9.215653,0.009001,81.252691,4.998802,57.241472,164.420216,0,52.123366,8.966433,81.252691,63.071553,1.90917,3.762397,32.380899,0.00037,0.9,2.101627,0,12.112209,7388.269036,4.998802,24.472802,72.287205,30.905604,66.277025,14.540093,7.529146,0,LOSS
Steel,Magic,12.259028,45.59819,10.107466,43.383047,0,26.525296,27.673347,9.529361,5.737076,52.783971,21.5247,197.611956,18.56562,0.900001,97.686071,8.040262,55.487788,195.72012,0,53.24271,9.799784,97.686071,66.869668,0.108109,4.960819,26.127057,2.880001,0.0009,2.010173,0,11.163427,808.065267,8.040262,29.666167,85.435288,32.683263,74.017408,19.095397,7.94851,0,6.719722,22.700754,11.796552,58.397156,0,31.418771,30.373069,22.879837,8.610717,48.23518,19.223414,134.585593,8.757604,0.00009,64.496538,3.258924,43.100816,129.910083,0,37.501534,12.058821,64.496538,44.322337,0.550001,5.835306,11.655331,0.101799,0.009009,4.097488,0,9.825031,803.530762,3.258924,35.964153,53.079941,46.329335,51.850319,10.453391,11.148378,0,WIN
Stars,Mystics,0.564964,33.286579,9.073308,51.292133,0,38.821369,32.040021,17.363005,7.503899,47.264281,7.332361,137.322502,6.470011,0.9,75.782818,0.325019,43.470607,147.094882,0,53.61942,15.551145,75.782818,46.643734,2.890264,2.118756,1.786536,0.910801,0.000117,7.749938,0,4.230748,1526.488183,0.325019,34.248023,53.113745,35.740988,50.022337,4.685585,6.815351,0,4.470886,32.202748,10.497697,56.108822,0,33.416944,31.202977,8.458361,8.18196,47.281014,13.490465,149.38906,11.133923,0.180271,79.522382,4.728095,45.13515,150.870259,0,49.044156,22.258063,79.522382,49.272948,2.099909,5.704862,18.722123,1.261098,0.909901,4.59355,0,6.572503,805.478386,4.728095,38.091185,60.406871,33.850758,56.161871,13.384977,6.42117,0,LOSS
Mystics,Magic,5.847089,34.720275,12.74977,45.210882,0,36.641694,27.420298,13.445836,8.018196,50.628101,14.849046,164.338906,14.613392,1.818027,79.052238,5.872809,46.813515,160.887026,0,52.604416,14.825806,79.052238,54.427295,2.909991,5.970486,13.572212,1.02611,0.09099,4.959355,0,6.95725,7388.547839,5.872809,32.609118,69.040687,29.485076,61.416187,13.038498,5.142117,0,6.071972,36.470075,5.679655,55.339716,0,22.041877,28.237307,10.387984,8.961072,44.423518,17.222341,159.258559,9.87576,0.000009,81.149654,5.725892,51.110082,151.591008,0,56.850153,10.205882,81.149654,52.132234,0.055,4.183531,10.165533,1.81018,0.000901,4.009749,0,9.982503,808.453076,5.725892,33.296415,62.007994,45.132933,60.985032,13.645339,6.514838,0,LOSS
Steel,Tactix,6.625903,47.759819,10.910747,30.438305,0,32.35253,19.867335,13.552936,5.973708,55.678397,17.45247,189.861196,13.556562,0.09,117.768607,5.304026,65.848779,213.972012,0,59.324271,7.279978,117.768607,72.386967,0.010811,1.396082,23.312706,2.088,0.00009,1.101017,0,13.716343,808.006527,5.304026,24.566617,85.943529,23.068326,79.401741,13.60954,8.894851,0,6.709011,28.133209,12.962725,51.687204,0,33.362728,29.316678,9.403484,5.209803,49.35759,17.561716,153.534805,7.221565,0.0009,65.725269,5.89988,45.324147,139.742022,0,43.012337,12.596643,65.725269,53.107155,0.190917,5.77624,29.33809,2.700037,0.09,2.910163,0,12.011221,1461.526904,5.89988,32.14728,60.328721,39.09056,51.627702,15.854009,7.052915,0,LOSS
Stars,Pulse,11.756496,33.928658,9.907331,57.329213,0,31.782137,28.404002,8.0363,5.25039,48.826428,13.333236,170.33225,22.247001,0.09,82.278282,1.832502,37.647061,166.809488,0,50.361942,15.955114,82.278282,48.764373,2.989026,4.711876,34.378654,0.99108,1.800012,2.574994,0,4.923075,877.148818,1.832502,34.924802,71.011374,40.474099,61.702234,13.068558,7.881535,0,2.320258,22.75559,13.652225,56.199459,0,40.719579,32.993775,12.582255,7.472036,51.076552,9.882588,128.703845,8.516007,0.000999,52.244139,3.187306,36.724688,115.825861,0,43.494034,15.691688,52.244139,39.734122,0.451089,3.300357,12.557552,0,0.018,6.453127,0,3.326307,802.724512,3.187306,38.999632,48.250129,39.607772,44.213695,9.817051,5.404383,0,WIN
Tactix,Mystics,7.870901,45.113321,8.496273,41.16872,0,28.536273,17.331668,9.040348,4.12098,53.535759,17.956172,179.15348,10.622157,0.00009,97.472527,5.989988,62.132415,188.574202,0,56.501234,9.359664,97.472527,68.310716,0.019092,1.477624,35.333809,2.070004,0.009,2.091016,0,14.701122,873.35269,5.989988,21.214728,78.932872,30.909056,73.56277,9.685401,7.905291,0,7.784709,21.472027,7.574977,56.721088,0,18.964169,36.04203,13.944584,9.80182,48.26281,23.984905,150.533891,15.861339,0.181803,77.205224,8.687281,28.981351,145.688703,0,39.460442,13.182581,77.205224,36.042729,2.090999,4.197049,23.857221,1.002611,0.009099,4.995936,0,6.995725,1463.354784,8.687281,43.760912,51.904069,43.448508,43.041619,14.80385,12.214212,0,WIN
Pulse,Steel,3.832026,35.575559,6.765223,47.019946,0,23.871958,27.599377,7.558226,6.147204,51.907655,9.088259,151.470385,14.351601,0.0001,79.924414,3.918731,44.172469,157.382586,0,50.249403,10.569169,79.924414,48.973412,3.645109,1.230036,12.955755,0,0.0018,7.845313,0,6.632631,7388.272451,3.918731,33.599963,63.325013,35.460777,60.22137,12.681705,3.240438,0,5.16259,38.975982,7.391075,50.74383,0,34.735253,24.486733,9.455294,7.797371,46.96784,9.845247,149.48612,7.655656,0.009,79.276861,3.230403,49.784878,150.097201,0,58.132427,9.727998,79.276861,54.038697,0.001081,2.839608,28.431271,1.1088,0.000009,2.810102,0,7.671634,802.600653,3.230403,28.556662,61.694353,41.006833,55.640174,7.660954,4.489485,0,WIN
