home,away,rea,gfcpa,gfta,pa,tipa,ga,posa,oraa,gma,1,2,3,4,5,6,7,8,9,0,11,12,13,14,15,ba,passa,gaa,da,tuwa,cpra,opa,fea,goalsa,offa,badpa,dra,breaka,blocka,badha,mgta,gfga,sia,goalaa,deflaa,cpa,turna,picka,intera,rb,gfcpb,gftb,penb,tipb,gainb,possb,orb,gmb,bb,passb,gasdfb,dispb,tuwb,cprb,opb,feedb,goalsb,offb,bpb,drb,breakb,blockb,bhb,mgtb,gfgb,sib,gab,deflb,turnb,pickb,interb,h0,m0,h1,m1,h2,m2,h3,m3,,one,two,three,four,five,six,seven,eight,result
Tactix,Stars,8.030000000000001,28.720000000000002,8.18,60.18000000000001,0.0,26.765765765765767,27.29,11.08,10.11,47.46000000000001,14.059999999999999,140.08,13.709999999999999,0.09000000000000001,90.56,5.41,38.92,157.66000000000003,0.0,44.62,8.719999999999999,90.56,43.99,1.2000000000000002,1.87,28.835497835497833,0.18000000000000002,0.9,3.08,0.0,7.09,802.0000000000001,5.41,33.08,57.7,50.470000000000006,53.63,10.35,4.57,0.0,20.04,7.120000000000001,4.5600000000000005,3.5200000000000005,0.0,0.0,19.76,2.8000000000000003,9.2,34.4,14.5,67.6,0.0,45.25691699604743,30.6,9.2,4.3,49.300000000000004,8.1,160.6,12.700000000000001,0.9,82.0,2.1,50.1,165.90000000000003,0.0,55.5,16.0,82.0,54.6,2.5,4.8,33.1578947368421,0.9,0.9,4.8,0.0,5.7,8120.0,2.1,34.8,67.3,51.60000000000001,62.400000000000006,7.9,2.1,0.0,32.6,9.200000000000001,4.2,3.0000000000000004,0.0,0.0,18.4,1.2000000000000002,WIN
Stars,Magic,5.42,34.94,8.65,63.46,0.0,29.353277906501294,21.060000000000002,12.620000000000001,4.03,51.730000000000004,14.31,154.66,13.87,0.99,77.5,5.61,45.51,156.09,0.0,46.95,16.0,77.5,48.660000000000004,3.85,4.08,16.172932330827066,0.99,0.99,2.2800000000000002,0.0,5.07,8120.0,5.61,28.68,62.53,43.86000000000001,59.34,11.59,6.51,0.0,20.92,5.84,10.440000000000001,6.200000000000001,0.0,0.0,18.08,1.84,4.83,31.310000000000002,6.91,62.67,0.0,25.36279069767442,27.87,7.7700000000000005,6.87,46.41,16.52,140.68,8.32,0.0,90.35000000000001,5.890000000000001,45.02,157.66,0.0,47.52,12.8,90.35000000000001,47.129999999999995,2.04,5.5200000000000005,0.9720279720279722,1.0,0.1,7.51,0.0,8.91,809.0,5.890000000000001,33.07,55.45,49.87,53.330000000000005,9.2,5.92,0.0,29.28,3.5600000000000005,2.8800000000000003,4.12,0.0,0.0,15.56,1.0000000000000002,WIN
Tactix,Mystics,10.703000000000001,29.872,10.718,60.918,0.0,38.03371943371943,26.129,15.508000000000001,7.311,47.946000000000005,13.106000000000002,148.108,11.271,0.909,81.956,2.341,43.492000000000004,154.36599999999999,0.0,47.662000000000006,13.472,81.956,48.499,5.5200000000000005,4.687,27.42900432900433,1.818,0.99,1.2080000000000002,0.0,7.909000000000001,802.0000000000001,2.341,29.408,59.77,46.447,53.963,10.035,4.057,0.0,28.008,7.024000000000001,4.112,2.3040000000000003,0.0,0.0,15.952,2.16,3.313,36.025999999999996,7.441,54.096000000000004,0.0,26.514542124542125,23.415,12.356000000000002,6.577999999999999,49.168,14.977,152.086,12.144,0.09000000000000001,83.797,4.298,46.973000000000006,164.05100000000002,0.0,48.542,8.532,83.797,52.598000000000006,1.838,3.0730000000000004,12.282256618062245,0.011000000000000003,0.10300000000000001,4.34,0.0,9.131,805.0,4.298,28.532,64.742,45.564,58.722,7.097,9.471,0.0,23.296000000000003,10.224,5.216,2.2720000000000002,0.0,0.0,24.312000000000005,0.6960000000000002,LOSS
Pulse,Steel,5.963,36.42700000000001,13.625,62.231,0.0,40.18079013423551,23.275,8.043,5.821000000000001,53.869,13.451,162.897,8.966,0.09100000000000001,84.25,3.193,55.822,171.956,0.0,49.737,15.414,84.25,60.183,0.09300000000000001,2.199,31.369090909090907,1.089,0.0,4.691,0.0,10.131,803.0,3.193,28.168,69.149,46.817,64.696,9.103,7.284,0.0,32.688,4.5280000000000005,8.744,1.784,0.0,0.0,18.032,2.5760000000000005,10.186,37.067,10.647,50.038,0.0,38.68381370353784,25.204,13.509,9.435,50.903999999999996,13.769,162.323,10.322,0.09400000000000001,78.42500000000001,1.913,49.628,162.389,0.0,52.096,5.462,78.42500000000001,56.674,3.702,3.0780000000000003,47.62868778280543,2.8000000000000003,0.0,1.0090000000000001,0.0,8.959999999999999,808.0,1.913,26.396,66.996,44.575,60.571,7.631,6.803,0.0,34.0,8.176,0.07200000000000001,0.08800000000000002,0.0,0.0,23.040000000000003,2.4320000000000004,WIN
Steel,Stars,8.2186,30.7067,5.5647,48.2038,0.0,21.868381370353784,34.0204,10.3509,13.5435,45.5904,12.1769,140.4323,15.4322,0.009400000000000002,76.2425,1.9913,38.262800000000006,143.1389,0.0,52.009600000000006,11.346200000000001,76.2425,41.6674,0.37020000000000003,6.6078,21.63786877828054,0.28,0.0,0.10090000000000002,0.0,5.396,808.0,1.9913,38.6396,57.099599999999995,35.9575,51.9571,6.1631,6.0803,0.0,19.6,7.235200000000001,0.8144,2.4176,0.0,0.0,23.008000000000003,5.2864,5.042,40.394,6.265000000000001,66.646,0.0,20.935327790650128,28.206000000000003,12.062000000000001,11.203000000000001,48.373000000000005,13.131,152.26600000000002,13.087000000000002,0.099,88.75,2.361,48.651,165.90900000000002,0.0,51.495000000000005,8.8,88.75,52.566,0.385,5.808000000000001,15.463447079236554,0.999,0.099,2.028,0.0,5.907,8120.0,2.361,35.268,65.65299999999999,57.486000000000004,62.634,8.359,7.851,0.0,20.184,5.968000000000001,10.088000000000001,6.040000000000001,0.0,0.0,22.016000000000002,1.1680000000000001,WIN
Mystics,Pulse,4.8313,35.1026,10.6441,63.9096,0.0,42.25145421245421,20.3415,10.2356,8.7578,50.8168,11.3977,170.9086,16.514400000000002,0.009000000000000001,79.47970000000001,6.7298,40.6973,164.0051,0.0,51.6542,20.653200000000002,79.47970000000001,52.9598,0.18380000000000002,4.8073,22.404696250041518,0.0011000000000000003,0.9103,1.334,0.0,7.2131,805.0,6.7298,24.453200000000002,69.4742,43.2564,58.0722,18.7097,3.6471,0.0,17.459200000000003,6.844800000000001,3.4432000000000005,2.0544000000000002,0.0,0.0,32.062400000000004,7.3392,8.696299999999999,38.7427,12.162500000000001,46.7231,0.0,31.018079013423552,20.3275,9.8043,5.982100000000001,54.8869,23.8451,194.48970000000003,13.496599999999999,0.009100000000000002,88.525,6.6193,60.4822,189.99560000000002,0.0,54.4737,8.7414,88.525,69.9183,2.7093000000000003,2.0199,35.27976623376624,1.0089000000000001,0.0,1.3691,0.0,19.0131,803.0,6.6193,25.3168,83.4149,36.1817,74.8696,9.9103,13.3284,0.0,34.5376,5.7056000000000004,5.7488,5.1568000000000005,0.0,0.0,28.4064,2.1152,WIN
Tactix,Magic,13.6703,35.3872,1.9718,51.0918,0.0,7.553371943371943,23.3129,15.0508,3.4311000000000003,48.894600000000004,15.710600000000001,153.4108,14.6271,0.9909,76.5956,3.8341000000000003,40.3492,152.2366,0.0,45.2662,13.0472,76.5956,48.9499,0.552,6.7687,56.742900432900434,0.18180000000000002,0.099,2.8208,0.0,11.590900000000001,802.0000000000001,3.8341000000000003,25.4408,63.577,37.944700000000005,53.0963,8.2035,8.5057,0.0,20.8016,8.604800000000001,0.8224,1.2608000000000001,0.0,0.0,27.1904,4.432,6.7829999999999995,37.331,12.391000000000002,55.767,0.0,35.036279069767446,26.187,6.1770000000000005,7.8870000000000005,51.441,17.852,160.76800000000003,7.132,0.0,95.435,0.5890000000000001,58.502,177.766,0.0,51.55200000000001,8.48,95.435,62.313,1.104,5.052,12.954345654345653,2.8000000000000003,0.010000000000000002,4.351,0.0,12.591000000000001,809.0,0.5890000000000001,30.307000000000002,69.445,47.287000000000006,67.433,8.120000000000001,11.392000000000001,0.0,38.656000000000006,4.712,2.176,1.624,0.0,0.0,19.912,1.0,LOSS
Stars,Steel,2.3042,48.1394,8.7265,60.6646,0.0,56.093532779065015,12.720600000000001,15.606200000000001,6.520300000000001,48.0373,4.9131,151.1266,6.7087,0.0099,111.47500000000001,2.0361000000000002,57.9651,192.0909,0.0,56.44950000000001,8.08,111.47500000000001,60.1566,2.7385,1.4808000000000001,16.546344707923655,1.8999000000000001,0.0099,1.1028,0.0,3.2907,8120.0,2.0361000000000002,17.0268,66.8653,52.54860000000001,64.7634,8.0359,1.6851,0.0,32.836800000000004,4.3936,2.8176000000000005,2.008,0.0,0.0,23.603200000000005,1.0336,9.821860000000001,48.97067,5.05647,50.72038,0.0,32.18683813703537,16.00204,11.835090000000001,2.25435,51.35904000000001,9.317689999999999,174.24323,15.94322,0.0009400000000000003,101.22425000000001,0.19913000000000003,47.02628,189.81389000000001,0.0,61.000960000000006,8.334620000000001,101.22425000000001,60.86674,0.037020000000000004,4.2607800000000005,41.53878687782805,2.728,0.0,3.61009,0.0,6.8396,808.0,0.19913000000000003,17.36396,76.80996,42.295750000000005,60.99571,8.71631,6.008030000000001,0.0,30.320000000000004,9.447040000000001,0.16288000000000002,1.2835200000000002,0.0,0.0,28.6016,5.05728,WIN
Tactix,Magic,13.06703,29.638720000000003,9.19718,58.20918,0.0,28.880337194337194,30.23129,14.10508,3.0431100000000004,48.08946,17.77106,166.54108000000002,22.16271,0.09909000000000001,100.35956,4.88341,40.03492,179.02366,0.0,47.726620000000004,12.10472,100.35956,48.09499,0.9552,3.3768700000000003,40.89168134763787,0.01818,0.9099,5.68208,0.0,9.25909,802.0000000000001,4.88341,34.94408,70.2577,46.09447,59.30963,12.52035,10.75057,0.0,18.56032,12.920960000000001,3.3644800000000004,2.6521600000000003,0.0,0.0,26.23808,5.686400000000001,6.9783,34.3331,12.939100000000002,55.9767,0.0,36.003627906976746,29.6187,11.4177,10.6887,51.944100000000006,15.2852,163.6768,11.513200000000001,0.9,86.9435,7.258900000000001,49.050200000000004,168.97660000000002,0.0,45.6552,12.548000000000002,86.9435,55.731300000000005,1.9104,3.2052,23.795434565434565,2.08,0.0010000000000000002,3.1351000000000004,0.0,8.4591,809.0,7.258900000000001,31.8307,67.2445,43.428700000000006,61.643299999999996,17.912000000000003,3.8392000000000004,0.0,26.131200000000003,8.1424,2.8352000000000004,0.32480000000000003,0.0,0.0,27.1824,2.6000000000000005,LOSS
Pulse,Mystics,9.86963,32.67427,8.41625,51.47231000000001,0.0,20.662783511098453,24.53275,11.78043,5.99821,49.58869,28.48451,172.44897,7.64966,0.90091,84.45250000000001,6.96193,53.74822,162.99956,0.0,46.84737,3.5741400000000003,84.45250000000001,60.99183,2.07093,2.90199,16.385119480519478,1.00089,0.0,6.43691,0.0,19.90131,803.0,6.96193,28.631680000000003,68.64149,47.71817,60.586960000000005,17.191029999999998,13.03284,0.0,29.307520000000004,4.34112,7.549760000000001,2.63136,0.0,0.0,24.881280000000004,1.2230400000000001,7.68313,26.91026,6.464410000000001,48.690960000000004,0.0,22.84583507641784,29.934150000000002,15.42356,12.575780000000002,50.98168,11.939770000000001,142.19086000000001,16.95144,0.0009000000000000002,79.04797,1.57298,33.769729999999996,150.50051,0.0,46.56542,13.765320000000001,79.04797,39.49598,0.018380000000000004,2.28073,18.122822566180623,0.00011000000000000003,0.9910300000000001,2.8334,0.0,6.12131,805.0,1.57298,39.34532,56.44742,34.92564,49.90722,9.07097,5.76471,0.0,11.49184,2.16896,8.68864,10.010880000000002,0.0,0.0,20.81248,4.66784,LOSS
Tactix,Steel,10.306703,28.163871999999998,12.619718,52.620918,0.0,43.232861305640625,24.623129000000002,10.410508,4.804311,51.608946,8.077106,157.95410800000002,22.016271,0.9099090000000001,100.935956,1.388341,37.303492000000006,188.002366,0.0,46.172662,9.310472,100.935956,47.10949900000001,0.9955200000000001,5.737687,32.72553177112742,0.0018180000000000002,0.09099000000000002,1.4682080000000002,0.0,6.325909,802.0000000000001,1.388341,29.594408,69.12577,43.309447000000006,59.930963,9.352035,4.675057,0.0,20.512064000000002,12.984192,1.4728960000000002,1.330432,0.0,0.0,25.247616,7.537280000000001,8.182186,45.397067,6.805647,45.572038,0.0,24.942821744738023,19.600204,12.883509000000002,7.425435,49.235904000000005,15.331769,182.124323,11.494322,0.9000940000000001,103.72242500000002,4.519913,55.102627999999996,196.28138900000002,0.0,61.000096,12.533462000000002,103.72242500000002,62.786674000000005,0.0037020000000000004,4.926078,28.699333233237347,1.1728,0.0,1.261009,0.0,10.583960000000001,808.0,4.519913,25.136396,74.28099600000002,33.029575,66.39957100000001,9.871631,6.000803,0.0,34.064,9.089408,5.632576,1.056704,0.0,0.0,22.52032,1.8114560000000002,LOSS
Magic,Stars,6.09783,33.13331,10.29391,64.99767,0.0,34.63484554931837,27.261870000000002,12.84177,4.66887,48.39441000000001,14.12852,145.06768000000002,8.351320000000001,0.09000000000000001,71.69435,6.12589,45.40502,140.19765999999998,0.0,45.96552,13.854800000000001,71.69435,48.77313,4.69104,10.22052,36.12954345654346,1.108,0.9001,2.11351,0.0,5.34591,809.0,6.12589,29.283070000000002,57.124449999999996,51.14287,53.86433,12.5912,4.88392,0.0,22.02624,5.62848,7.767040000000001,1.66496,0.0,0.0,19.83648,1.3200000000000003,7.43042,44.413940000000004,5.37265,45.66646,0.0,22.917045585598814,21.07206,14.16062,6.05203,50.70373,13.99131,163.61266,11.470870000000001,0.0009900000000000002,106.54750000000001,1.10361,57.09651,191.10909,0.0,54.24495,10.708,106.54750000000001,60.01566,2.07385,4.64808,16.654634470792363,0.18999000000000002,0.9009900000000001,1.91028,0.0,10.22907,8120.0,1.10361,27.802680000000002,71.48653,34.95486,70.37634,8.90359,7.368510000000001,0.0,36.16736,4.078720000000001,10.163520000000002,6.001600000000001,0.0,0.0,13.520640000000002,1.00672,WIN
Pulse,Magic,6.386963000000001,34.767427,8.941625,56.447231,0.0,37.28366965545767,22.253275000000002,11.978043000000001,5.099821,53.558869,10.048451,149.54489700000002,8.864965999999999,0.990091,89.44525,1.596193,46.774822,167.49995600000003,0.0,46.084737,11.157414000000001,89.44525,51.999183,2.0070930000000002,5.690199000000001,41.63851194805195,0.10008900000000001,0.0,0.643691,0.0,8.290130999999999,803.0,1.596193,23.563168,60.864149,45.271817,55.558696,11.619103,5.803284,0.0,34.661504,5.668224,3.1099520000000003,1.326272,0.0,0.0,15.376256000000001,1.844608,6.0097830000000005,48.313331,8.229391,53.299767,0.0,33.46348455493183,19.826187,7.584177,4.066887,51.639441000000005,8.612852,166.606768,10.735132,0.009000000000000001,95.36943500000001,1.5125890000000002,56.740502000000006,177.81976600000002,0.0,60.39655200000001,9.485479999999999,95.36943500000001,62.477313,2.269104,3.7220520000000006,44.52204525474525,3.7108,0.9900100000000001,2.9113510000000002,0.0,5.934591,809.0,1.5125890000000002,22.728307,73.212445,43.81428700000001,67.486433,8.45912,5.8883920000000005,0.0,30.805248000000002,6.725696000000001,2.353408,2.7329920000000003,0.0,0.0,27.967296,1.064,WIN
Stars,Tactix,6.143042,46.74139400000001,8.637265,49.566646,0.0,39.1098863767417,21.007206000000004,7.716062,6.005203000000001,48.270373000000006,9.499131,156.761266,9.247087,0.900099,87.15475,1.910361,55.209651,169.410909,0.0,55.824495,15.4708,87.15475,60.901566,3.807385,1.364808,31.665463447079233,1.818999,0.09009900000000001,5.5910280000000006,0.0,5.522907,8120.0,1.910361,24.380268,70.148653,34.095486,65.537634,6.2903590000000005,4.336851,0.0,38.433472,4.015744000000001,4.432704000000001,4.400320000000001,0.0,0.0,17.904128,1.001344,7.3306702999999995,35.2163872,5.7619718,55.6620918,0.0,20.989952797230732,24.062312900000002,11.841050800000001,2.2804311,49.2608946,19.707710600000002,163.3954108,13.9016271,0.09099090000000001,103.69359560000001,10.0388341,44.2303492,177.2002366,0.0,50.5172662,11.7310472,103.69359560000001,51.51094990000001,0.999552,6.873768699999999,24.041783946343514,0.9001818,0.009099000000000001,1.0468208,0.0,10.5325909,802.0000000000001,10.0388341,29.0594408,65.412577,43.930944700000005,55.4930963,17.1352035,6.7675057,0.0,28.9024128,9.7968384,4.2945792,1.0660864,0.0,0.0,17.8495232,3.9074560000000007,LOSS
Mystics,Steel,4.368313000000001,35.991026000000005,6.946441,84.96909600000001,0.0,29.675887855467874,20.993415,16.842356000000002,5.7575780000000005,46.498168,12.893977000000001,147.41908600000002,8.895144,9.000000000000002e-05,86.204797,6.457298,46.576973,155.450051,0.0,46.956542000000006,16.676532,86.204797,50.749598000000006,4.501838,2.9280730000000004,24.31228225661806,2.7000110000000004,0.9991030000000001,4.78334,0.0,7.812131,805.0,6.457298,24.634532,59.644742,68.292564,53.590722,15.307097,5.076471,0.0,15.898368000000001,3.633792,7.337728,4.402176000000001,0.0,0.0,26.562496000000003,1.733568,10.7182186,37.83970670000001,6.9805646999999995,58.557203799999996,0.0,24.218420105508287,22.6600204,12.088350900000002,7.0425435,50.8235904,14.133176899999999,173.9124323,18.2494322,0.09000940000000002,112.0722425,7.651991300000001,46.9102628,196.02813890000002,0.0,52.0000096,17.4533462,112.0722425,53.978667400000006,0.9003702,3.1926078,21.817301744376365,1.01728,0.0,0.12610090000000002,0.0,9.158396,808.0,7.651991300000001,26.813639600000002,72.2280996,41.1029575,62.43995710000001,18.0871631,2.4000803,0.0,36.412800000000004,10.6178816,4.3265152,4.2113408,0.0,0.0,14.104064000000001,2.7622912000000004,WIN
